run_name,target_family,noise_mode,aggregate_mean_theta,accuracy_reference,theta_1,theta_2,theta_3,theta_4,theta_5
baseline_proportional,task_proxy_irt,variable,1.1112618152532734,0.3572241191704489,1.2756227370763975,2.829121398892736,0.13022321709369022,2.6977512397141026,-1.3764095165105583
run_00230,task_proxy_irt,variable,0.8770189046152564,0.3542318527987482,2.886063618126558,0.6675825016973592,-0.12270676915777552,2.3253849094159196,-1.3712297370057787
run_00018,task_proxy_irt,variable,0.8540881609856342,0.34864941603172805,1.2580902302931447,-0.2802538521668252,1.4734074879143126,-0.10647115645179969,1.9256680953393386
run_00223,task_proxy_irt,variable,0.7426501262810217,0.3536645444052528,0.08178533725397966,1.78608967509329,0.3751115493955793,-0.5237187639003811,1.9939828335626402
run_00221,task_proxy_irt,variable,0.7226426152158808,0.34913576460116713,-0.3651319314684415,0.0017920613657931319,2.768629724040227,0.09913131893347539,1.1087919032083502
run_00203,task_proxy_irt,variable,0.722132155967991,0.3490300318539721,1.6933355006065898,-0.1531034754619339,1.310456986931825,0.8143576114448811,-0.05438584368140742
baseline_unimax,task_proxy_irt,variable,0.6977747235756058,0.3528362150144063,1.0258774532398296,2.389123696147098,-1.0280768923005237,1.695121230504994,-0.5931718697133687
baseline_stratified,task_proxy_irt,variable,0.6862873679682762,0.3465511486441589,0.877146465256398,1.072866527708899,0.11248680194087976,0.652665742796462,0.7162713021387426
run_00218,task_proxy_irt,variable,0.6854765041439584,0.3486622901790402,1.147524888796776,0.4974090946031249,0.013019899274336489,2.1204040308942464,-0.35097539284869145
run_00233,task_proxy_irt,variable,0.677346841079338,0.33967463630013167,-0.1502064914705906,3.5875442705149796,-1.4570972622980447,-0.2586811764228549,1.6651748650732008
run_00021,task_proxy_irt,variable,0.6727886132523334,0.34422355234743285,0.9963883299557079,0.01660138159608202,1.3305717661805576,-0.4497008968377152,1.470082485367035
run_00156,task_proxy_irt,variable,0.6612819284248845,0.35631091142667765,-0.24255835717133548,0.13165207906371643,0.014129840869327783,2.3117987338768557,1.0913873454858576
run_00028,task_proxy_irt,variable,0.657553853780297,0.3491040963602102,-0.38257056051366733,-0.9962572667512684,1.6590033660271342,2.7409887480251287,0.26660498211415795
run_00062,task_proxy_irt,variable,0.6468393019380525,0.34928890739307306,0.8457716674189404,-0.4602453550780931,0.18974868567611594,1.2163330645088513,1.4425884471644477
run_00129,task_proxy_irt,variable,0.6410483871322615,0.34873894612333745,0.8410616476129117,0.16070974095377336,0.8107346562843423,1.2656158151414814,0.12712007566879877
run_00071,task_proxy_irt,variable,0.6048151447581079,0.35155141916782906,-0.1973231085373656,1.3443276156910242,2.630075853876828,-0.8775161400922407,0.12451150285229365
run_00091,task_proxy_irt,variable,0.6040803608121633,0.34720912048760877,1.1143175392987739,-0.5138242219868151,1.3543821607156996,-0.058363327635233074,1.1238896536683916
run_00207,task_proxy_irt,variable,0.5963420835562301,0.3491873360579405,-0.15498330802904758,1.8489451244263353,-0.08364887982242912,0.8931112886055171,0.4782861926007746
run_00227,task_proxy_irt,variable,0.5827030787094025,0.3508050867738589,0.0383785905137603,0.5537945102248336,0.9986206060183286,1.3575313348258338,-0.034809648035743906
run_00068,task_proxy_irt,variable,0.5557856731199481,0.3484535357257689,0.7086821995875853,-0.14274876750956575,0.06686365170519738,1.2386015310644507,0.9075297507520728
run_00125,task_proxy_irt,variable,0.5516975827025428,0.3525841764539547,-1.3800343804489337,0.8694675557372238,0.3591903082522971,1.8101813028156755,1.0996831271564516
run_00131,task_proxy_irt,variable,0.5430645996711759,0.3516753089519775,1.4839088986679918,-0.501657325447217,-1.231658589831225,1.2893341789411903,1.6753958360251395
run_00100,task_proxy_irt,variable,0.5399469139739346,0.35583100582288435,1.910658183485366,-0.3683259616221391,-0.6427742385224663,1.5346929239408036,0.2654836625881088
run_00160,task_proxy_irt,variable,0.5338685874666437,0.34339919513476336,0.7004910943672529,0.16493015726076013,1.3976098526613467,-0.5922672426623438,0.9985790757062025
run_00075,task_proxy_irt,variable,0.5279113400208478,0.3523792688991589,1.66698195434178,1.000441706629655,-1.1274907296810168,1.3874074751670251,-0.28778370635320455
run_00118,task_proxy_irt,variable,0.5099188861515793,0.3469332676741997,-0.37755784643720813,-0.9735507490788354,2.0532621823733317,0.7532703624023419,1.0941704814982662
run_00025,task_proxy_irt,variable,0.4875139683377457,0.33859733165785355,0.6320126712168727,0.7086295473003545,0.4695989193280201,-0.48539191306321783,1.1127206169066988
run_00079,task_proxy_irt,variable,0.4835112414337268,0.3503706932898634,-0.10690864399440528,-0.009174723404484483,0.7760175623503268,1.979909849307382,-0.22228783709018496
run_00201,task_proxy_irt,variable,0.4822570779366561,0.34695695095184503,0.3021359850086519,0.5994074426296341,0.17581611347770373,0.5722151439873342,0.7617107045799566
run_00162,task_proxy_irt,variable,0.4800391751183263,0.3525550037874453,0.0785439178768927,-0.31608240432944607,1.154840213166312,0.5370402813107983,0.9458538675670742
run_00159,task_proxy_irt,variable,0.4518960983634098,0.3535146704956724,-1.2564594578219397,2.3457388085116166,-0.6395834178281915,1.3909607252054002,0.41882383375016374
run_00060,task_proxy_irt,variable,0.45121976675743525,0.3562163123942929,1.1121466260941149,0.038717403818031765,1.6183152165120342,0.05934385462465456,-0.5724242672616593
run_00052,task_proxy_irt,variable,0.4406899737514182,0.347295772544393,1.3910702311059318,-0.6739681825027772,1.7006142292317772,0.20878393111247293,-0.4230503401903134
run_00202,task_proxy_irt,variable,0.4404516741416916,0.3446761357131734,0.9057818782324724,0.8583825842519255,-0.3343426420097656,0.32974212210274084,0.44269442813108517
run_00027,task_proxy_irt,variable,0.42529694881307867,0.34086015520960794,1.4064641305937062,-0.576883249805659,0.7801256268351403,-1.177245169321307,1.6940234057635128
run_00192,task_proxy_irt,variable,0.4204542088774662,0.3508520815991491,1.5839930470399193,-0.5714559422489934,0.6866464595505665,-0.4316277029222896,0.8347151829681281
run_00124,task_proxy_irt,variable,0.4192890424395487,0.3560121472867683,-0.3545528508875708,0.3941521478054271,0.9830868519593657,0.9852565005554483,0.08850256276507329
