request_kind,case_id,backend_rank,golden_rank,token_id,run_count,golden_probability,actual_probability_mean,actual_probability_std,actual_probability_min,actual_probability_max,actual_logprob_min,actual_logprob_max,actual_probability_range,actual_logprob_range
representative,code-humaneval-02,1,0,1432,5,0.8965094008383914,0.8981534545225174,0.0015438518201293045,0.8954167574389955,0.8989573594325321,-0.11046601831912994,-0.1065196767449379,0.003540601993536563,0.003946341574192047
representative,code-humaneval-02,1,1,220,5,0.03422251588296513,0.032831347366347026,0.0010764096132811194,0.03223686198357045,0.03471907596630077,-3.4346446990966797,-3.3604660034179688,0.0024822139827303177,0.07417869567871094
representative,code-humaneval-02,1,2,720,5,0.014834359059288071,0.01486217634561548,0.00015319670362975288,0.01475911089490561,0.015101060542279417,-4.21589469909668,-4.192990303039551,0.0003419496473738067,0.022904396057128906
representative,code-humaneval-02,1,3,1084,5,0.014834359059288071,0.01500183609883575,0.0001072457365421797,0.014866940298877047,0.015167640978470214,-4.208615303039551,-4.188591003417969,0.00030070067959316743,0.02002429962158203
representative,code-humaneval-02,1,4,1038,5,0.0063801783287301544,0.006372003622106182,3.458954303583129e-05,0.006347814496511256,0.00642238327573436,-5.05964469909668,-5.047966003417969,7.456877922310413e-05,0.011678695678710938
representative,code-humaneval-02,1,5,674,5,0.004385028162110738,0.004563142812690007,0.00015823216558254972,0.004326526283039196,0.004772709989591333,-5.442990303039551,-5.344841003417969,0.0004461837065521373,0.09814929962158203
representative,code-humaneval-02,1,6,2355,5,0.003635316030430887,0.0035412470209600865,4.9136166875949364e-05,0.0035055961088786805,0.0036026305089520813,-5.65339469909668,-5.626091003417969,9.70344000734008e-05,0.027303695678710938
representative,code-humaneval-02,1,7,1827,5,0.002239653235219423,0.0022022441140508546,3.0242952183743202e-05,0.002175514038033349,0.002254468565015862,-6.130490303039551,-6.094841003417969,7.895452698251319e-05,0.03564929962158203
representative,code-humaneval-02,1,8,5996,5,0.001856737746623839,0.0018489884790003305,4.5231171231935316e-05,0.0018186793028291274,0.0019198844000937363,-6.30964469909668,-6.255490303039551,0.00010120509726460896,0.054154396057128906
representative,code-humaneval-02,1,9,4815,5,0.0016905789566664217,0.0016730516247663526,4.203411508040321e-05,0.001649404437134513,0.0017480746389372378,-6.407341003417969,-6.349240303039551,9.867020180272484e-05,0.05810070037841797
representative,code-humaneval-02,1,10,262,5,0.0013584183542851703,0.0013444097897640625,3.7426631996198454e-05,0.0013195159647024623,0.001410810378143135,-6.630490303039551,-6.563591003417969,9.129441344067277e-05,0.06689929962158203
representative,code-humaneval-02,1,11,14963,5,0.0013584183542851703,0.0013191950061533875,2.2629187711104374e-05,0.001278918726411741,0.0013305742019915719,-6.661740303039551,-6.62214469909668,5.1655475579830785e-05,0.039595603942871094
representative,code-humaneval-02,1,12,702,5,0.0012761159467810732,0.0012016364792112413,4.331190020648806e-05,0.001128641814715797,0.0012450357888455184,-6.786740303039551,-6.688591003417969,0.00011639397412972134,0.09814929962158203
representative,code-humaneval-02,1,13,15152,5,0.0008770608087168224,0.0008955200026584554,2.2499240484468242e-05,0.0008828625752261805,0.0009356769283953639,-7.032341003417969,-6.974240303039551,5.2814353169183446e-05,0.05810070037841797
representative,code-humaneval-02,1,14,15073,5,0.000774003447070936,0.0007424121581168491,1.8652525498567465e-05,0.0007319187822142377,0.0007757034188493542,-7.219841003417969,-7.161740303039551,4.378463663511642e-05,0.05810070037841797
representative,code-humaneval-02,1,15,2,5,0.0006416713951938084,0.0006636066898496731,2.3919103010249276e-05,0.0006232952075332365,0.0006875740649305864,-7.380490303039551,-7.282341003417969,6.427885739734992e-05,0.09814929962158203
representative,code-humaneval-02,1,16,256,5,0.0006416713951938084,0.0006193510091467887,1.6058719817566407e-05,0.0006091812599843843,0.0006459160582475539,-7.40339469909668,-7.344841003417969,3.6734798263169614e-05,0.05855369567871094
representative,code-humaneval-02,1,17,9586,5,0.0004997341850514588,0.0005069713633119153,5.522748883207447e-06,0.0005030399319615901,0.0005167298762673487,-7.594841003417969,-7.567990303039551,1.3689944305758585e-05,0.02685070037841797
representative,code-humaneval-02,1,18,271,5,0.0004843589805558253,0.00045021903550314813,6.246962589244647e-06,0.00044568653066598304,0.0004580230702389352,-7.71589469909668,-7.688591003417969,1.233653957295218e-05,0.027303695678710938
representative,code-humaneval-02,1,19,198,5,0.0004274453000795481,0.0004073629346350421,4.437653396473251e-06,0.0004042039407981469,0.00041520412008036993,-7.813591003417969,-7.786740303039551,1.1000179282223015e-05,0.02685070037841797
representative,code-humaneval-02,1,20,11187,5,0.0004015476985329535,0.0004048080370736484,1.4989034263581824e-06,0.0004024296322734013,0.00040580220409889786,-7.817990303039551,-7.80964469909668,3.3725718254965344e-06,0.008345603942871094
representative,code-humaneval-02,1,21,5244,5,0.00038919337464562645,0.0003875426127913068,7.928812113059002e-06,0.0003780476534208567,0.00039331698283640433,-7.880490303039551,-7.84089469909668,1.526932941554762e-05,0.039595603942871094
representative,code-humaneval-02,1,22,3707,5,0.0003127258111772362,0.00032128411053970534,6.573216114307377e-06,0.00031341251274566244,0.00032607123144623993,-8.06799030303955,-8.02839469909668,1.2658718700577485e-05,0.039595603942871094
representative,code-humaneval-02,1,23,1875,5,0.00029377871209883613,0.00027828199084859237,6.612555246212799e-06,0.0002680759282966804,0.00028662351338552616,-8.22424030303955,-8.157341003417969,1.854758508884575e-05,0.06689929962158203
representative,code-humaneval-02,1,24,19124,5,0.00029377871209883613,0.00028886357544555014,3.1467674589535147e-06,0.00028662351338552616,0.0002944238085224703,-8.157341003417969,-8.13049030303955,7.800295136944154e-06,0.02685070037841797
representative,code-humaneval-03,2,0,220,5,0.22110697106421703,0.2285983802199547,0.0016555719260124599,0.22746385957969084,0.2311095268223557,-1.4807639122009277,-1.4648635387420654,0.0036456672426648518,0.015900373458862305
representative,code-humaneval-03,2,1,720,5,0.19975350199385877,0.20207040015324518,0.0032965231506760784,0.19629387962378675,0.20389728594610623,-1.6281423568725586,-1.5901389122009277,0.007603406322319484,0.03800344467163086
representative,code-humaneval-03,2,2,1084,5,0.1818776332873557,0.17529637072563214,0.003447541175837641,0.1692159013065679,0.17714903196110732,-1.7765798568725586,-1.7307639122009277,0.007933130654539405,0.04581594467163086
representative,code-humaneval-03,2,3,1432,5,0.06943864872699994,0.06735596553473344,0.004981723233698004,0.06361521541000482,0.07612275975639239,-2.7549026012420654,-2.5754079818725586,0.012507544346387567,0.17949461936950684
representative,code-humaneval-03,2,4,674,5,0.05612340829083985,0.05640394860887784,0.00024420423262530344,0.056167649472058934,0.05681877565205476,-2.8794143199920654,-2.8678884506225586,0.0006511261799958257,0.011525869369506836
representative,code-humaneval-03,2,5,2355,5,0.045605734004883575,0.04616456894554955,0.0011784743941507234,0.0440564733908452,0.04670123671714596,-3.1222829818725586,-3.0639846324920654,0.0026447633263007586,0.058298349380493164
representative,code-humaneval-03,2,6,5996,5,0.02811060017367609,0.027073019056855753,0.0005778528966808584,0.026051664750052227,0.027379754865791774,-3.6476736068725586,-3.5979514122009277,0.001328090115739547,0.04972219467163086
representative,code-humaneval-03,2,7,1827,5,0.01872569669873468,0.018676561156651637,9.829597053992795e-05,0.018545699366797896,0.018822994614703402,-3.9875173568725586,-3.9726760387420654,0.00027729524790550547,0.014841318130493164
representative,code-humaneval-03,2,8,4815,5,0.01492942705783685,0.015148706212479976,0.00013568083190518602,0.01500699614181545,0.01537492479209527,-4.1992387771606445,-4.175017356872559,0.0003679286502798196,0.024221420288085938
representative,code-humaneval-03,2,9,1602,5,0.012571838031577456,0.01293822085575288,0.0002177834452828961,0.012548647892315603,0.013038304197287659,-4.378142356872559,-4.3398637771606445,0.0004896563049720561,0.03827857971191406
representative,code-humaneval-03,2,10,702,5,0.007333088190667661,0.006480906835124869,0.0005298597170677982,0.006157164522484684,0.007376969534582996,-5.090138912200928,-4.909392356872559,0.001219805012098312,0.18074655532836914
representative,code-humaneval-03,2,11,198,5,0.007107472785741099,0.007501757553158411,0.00022774268871318172,0.007094362269738015,0.00760517549584322,-4.948454856872559,-4.8789262771606445,0.0005108132261052055,0.06952857971191406
representative,code-humaneval-03,2,12,11187,5,0.0068887988370764375,0.006817963278874047,0.00011476381097832655,0.006612672753324199,0.006870703493701012,-5.018767356872559,-4.9804887771606445,0.00025803074037681305,0.03827857971191406
representative,code-humaneval-03,2,13,2,5,0.0062723227186208255,0.006384471290344605,7.026215741565144e-05,0.006352613904960933,0.006510152764730418,-5.058888912200928,-5.034392356872559,0.00015753885976948524,0.02449655532836914
representative,code-humaneval-03,2,14,7275,5,0.00580095022242551,0.0052875526686018744,0.0006355053460519295,0.00494742068373387,0.0064092222012380054,-5.308888912200928,-5.050017356872559,0.0014618015175041355,0.25887155532836914
representative,code-humaneval-03,2,15,1034,5,0.004588929330740086,0.004632475997721642,0.00024215967910609282,0.004203270539368662,0.004796524061921455,-5.471892356872559,-5.3398637771606445,0.0005932535225527929,0.13202857971191406
representative,code-humaneval-03,2,16,3456,5,0.004517784575783227,0.0046273568941784336,4.6143359830438376e-05,0.004544819087512901,0.004648950530779744,-5.393767356872559,-5.3711137771606445,0.00010413144326684286,0.022653579711914062
representative,code-humaneval-03,2,17,15152,5,0.004378786957053716,0.004306290757820778,1.7005135637859997e-05,0.004298393579694196,0.004336696668928814,-5.449513912200928,-5.440642356872559,3.8303089234618774e-05,0.00887155532836914
representative,code-humaneval-03,2,18,37945,5,0.004378786957053716,0.004280507063695272,0.00010836725180917928,0.004231753164055859,0.004474358198490623,-5.465138912200928,-5.409392356872559,0.00024260503443476397,0.05574655532836914
representative,code-humaneval-03,2,19,1038,5,0.004310900157625137,0.0044446794011165705,0.00013994768705654644,0.004366083429178101,0.004689087131817523,-5.433888912200928,-5.362517356872559,0.000323003702639422,0.07137155532836914
representative,code-humaneval-03,2,20,7071,5,0.004178267703279594,0.004293147227087876,5.843111288007031e-05,0.004203270539368662,0.004367284856988133,-5.471892356872559,-5.4336137771606445,0.00016401431761947118,0.03827857971191406
representative,code-humaneval-03,2,21,262,5,0.003986930894673158,0.0036868187337769213,0.00018267165588175502,0.0035644740157663854,0.004010788767537483,-5.6367387771606445,-5.518767356872559,0.00044631475177109737,0.11797142028808594
representative,code-humaneval-03,2,22,16052,5,0.003986930894673158,0.004109181848617175,3.461435799687343e-05,0.004073949500251415,0.00416729232272437,-5.503142356872559,-5.4804887771606445,9.334282247295492e-05,0.022653579711914062
representative,code-humaneval-03,2,23,9586,5,0.0038642659266777298,0.0036725133912077343,7.842536007250076e-05,0.0036196102951935798,0.003794362838740008,-5.621388912200928,-5.5742387771606445,0.00017475254354642816,0.0471501350402832
representative,code-humaneval-03,2,24,256,5,0.003410202711056288,0.003281978610404178,8.308805410520144e-05,0.0032445976988884715,0.003430609431130282,-5.730763912200928,-5.675017356872559,0.0001860117322418104,0.05574655532836914
representative,code-humaneval-04,3,0,1432,5,0.3683359440662648,0.33706769757956795,0.005673264765101512,0.3329245307975075,0.34328244775265865,-1.099839448928833,-1.0692017078399658,0.010357916955151147,0.030637741088867188
representative,code-humaneval-04,3,1,720,5,0.1892331378010462,0.203135663099895,0.0004482298756804817,0.20264465187217914,0.20346300391837227,-1.5963013172149658,-1.592271089553833,0.0008183520461931271,0.0040302276611328125
representative,code-humaneval-04,3,2,1084,5,0.17095789330887728,0.18952925164632203,0.00425258465149109,0.1848707785636782,0.1926349003680846,-1.6880981922149658,-1.646958589553833,0.0077641218044063876,0.04113960266113281
representative,code-humaneval-04,3,3,5996,5,0.038746576651937446,0.040981774691813244,0.0003924620500577339,0.040695160934771456,0.04141169532737593,-3.201646089553833,-3.184191942214966,0.0007165343926044745,0.017454147338867188
representative,code-humaneval-04,3,4,2355,5,0.0341937338810914,0.035276691212065725,0.0006412125848235501,0.034808415749580324,0.035979104405793834,-3.357896089553833,-3.324816942214966,0.0011706886562135102,0.03307914733886719
representative,code-humaneval-04,3,5,220,5,0.02501667011944878,0.01830334238979596,0.00044948844671815883,0.01781095246658497,0.018631602338603285,-4.027941703796387,-3.982896089553833,0.0008206498720183149,0.04504561424255371
representative,code-humaneval-04,3,6,4815,5,0.023500986698305738,0.023350711346387602,0.00022361813548158366,0.02318740375029359,0.023595672740528623,-3.764146089553833,-3.746691942214966,0.0004082689902350327,0.017454147338867188
representative,code-humaneval-04,3,7,1827,5,0.019483002278865725,0.02181364464477009,0.0009042320087797998,0.02082310810791628,0.022474002336005966,-3.871691942214966,-3.795396089553833,0.001650894228089686,0.07629585266113281
representative,code-humaneval-04,3,8,1038,5,0.011633832028846443,0.010201172723595211,9.769155167638362e-05,0.010129828901554096,0.010308188456656885,-4.592270851135254,-4.574816703796387,0.00017835955510278959,0.017454147338867188
representative,code-humaneval-04,3,9,15152,5,0.011633832028846443,0.011030097652523507,0.00010562975297190153,0.010952956587928294,0.011145809249416324,-4.514145851135254,-4.496691703796387,0.00019285266148802958,0.017454147338867188
representative,code-humaneval-04,3,10,9586,5,0.01092897377847615,0.010365997260252939,0.00034228864201209735,0.009991038839437267,0.010615969540796721,-4.606066703796387,-4.545395851135254,0.0006249307013594541,0.06067085266113281
representative,code-humaneval-04,3,11,11187,5,0.00979666877949349,0.010205287368726845,0.00033698194848832996,0.00983614213940864,0.010451384188272314,-4.621691703796387,-4.561020851135254,0.0006152420488636737,0.06067085266113281
representative,code-humaneval-04,3,12,37945,5,0.008645529853550214,0.0081718453316976,0.00013128917883233778,0.008028025242091999,0.00826772539143467,-4.824816703796387,-4.795395851135254,0.00023970014934267085,0.029420852661132812
representative,code-humaneval-04,3,13,35033,5,0.005941979977812347,0.005887030066740432,0.00015778180886439572,0.0057718025255684355,0.006059871378498429,-5.154770851135254,-5.106066703796387,0.0002880688529299938,0.04870414733886719
representative,code-humaneval-04,3,14,1602,5,0.005410234336910846,0.006795446031505646,6.50766029689328e-05,0.00674792080028979,0.006866733878329431,-4.998520851135254,-4.981066703796387,0.00011881307803964045,0.017454147338867188
representative,code-humaneval-04,3,15,19124,5,0.00383643061673858,0.003637340150247416,3.4832995468314274e-05,0.003611901727096121,0.0036754977849743574,-5.623520851135254,-5.606066703796387,6.359605787823646e-05,0.017454147338867188
representative,code-humaneval-04,3,16,12586,5,0.0034931098272560717,0.003777108738779543,9.275768581452613e-05,0.0036754977849743574,0.003844849374649667,-5.606066703796387,-5.561020851135254,0.00016935158967530976,0.04504585266113281
representative,code-humaneval-04,3,17,7071,5,0.003385638136252506,0.003481589368757203,2.6271272577654017e-05,0.003452810631546907,0.003500775193564067,-5.668566703796387,-5.654770851135254,4.7964562017159974e-05,0.013795852661132812
representative,code-humaneval-04,3,18,79772,5,0.002987815168515119,0.0027633917855220524,6.786297264682946e-05,0.0026890516236460034,0.0028129518934394185,-5.918566703796387,-5.873520851135254,0.00012390026979341518,0.04504585266113281
representative,code-humaneval-04,3,19,14963,5,0.0028958897597973917,0.002531980080991968,6.786111038307122e-05,0.00248242133307976,0.0026063182028602805,-5.998520851135254,-5.949816703796387,0.00012389686978052069,0.04870414733886719
representative,code-humaneval-04,3,20,3456,5,0.002053493332329483,0.002247883045565103,1.696200842714757e-05,0.00222930209629282,0.002260270345079958,-6.106066703796387,-6.092270851135254,3.096824878713817e-05,0.013795852661132812
representative,code-humaneval-04,3,21,256,5,0.0019903139844693113,0.0017085770909373431,7.08249410060793e-05,0.0016309922552913384,0.001760300314701346,-6.418566703796387,-6.342270851135254,0.00012930805941000758,0.07629585266113281
representative,code-humaneval-04,3,22,16052,5,0.0019290784607906904,0.0021787229549776,1.6440142291059335e-05,0.0021607136814147843,0.0021907291373528103,-6.137316703796387,-6.123520851135254,3.001545593802604e-05,0.013795852661132812
representative,code-humaneval-04,3,23,19548,5,0.001812201505258888,0.0020217406191906998,4.964961141519895e-05,0.001967352194903759,0.002057999568715327,-6.231066703796387,-6.186020851135254,9.06473738115682e-05,0.04504585266113281
representative,code-humaneval-04,3,24,674,5,0.0017564459264649715,0.0018912818344403557,0.00014158593070481688,0.0017361822182955726,0.0019946815785368776,-6.356066703796387,-6.217270851135254,0.00025849936024130503,0.1387958526611328
representative,code-humaneval-05,4,0,1432,5,0.5734365767718187,0.582386708061137,0.003213927919200776,0.5772248081830387,0.58525275380966,-0.5495234727859497,-0.5357114672660828,0.008027945626621347,0.013812005519866943
representative,code-humaneval-05,4,1,220,5,0.14218315224893388,0.13520474113105924,0.0009404875600288104,0.13446993293655082,0.13651040154238459,-2.0064146518707275,-1.9913544654846191,0.0020404686058337618,0.015060186386108398
representative,code-humaneval-05,4,2,720,5,0.08424072979636303,0.08567578301850143,0.0009474103582094287,0.08410161864779218,0.0863853294107113,-2.475729465484619,-2.44893741607666,0.002283710762919111,0.026792049407958984
representative,code-humaneval-05,4,3,1084,5,0.053129962310919515,0.0527078059905288,0.001122895209124023,0.05141028827878993,0.05448254433338978,-2.967916965484619,-2.90987491607666,0.003072256054599855,0.058042049407958984
representative,code-humaneval-05,4,4,1038,5,0.024707727058512267,0.024738184674961868,0.00014918967744845718,0.024557206695286476,0.024892964375259206,-3.70674991607666,-3.6931700706481934,0.00033575767997272993,0.013579845428466797
representative,code-humaneval-05,4,5,2355,5,0.024707727058512267,0.024663744316906214,0.00043445988870831895,0.023908004364059376,0.024943926430026856,-3.733541965484619,-3.69112491607666,0.0010359220659674796,0.042417049407958984
representative,code-humaneval-05,4,6,4815,5,0.014078038516079779,0.013534682913275763,0.00014714975559804923,0.013411174984767812,0.013775344487668453,-4.311666965484619,-4.28487491607666,0.0003641695029006405,0.026792049407958984
representative,code-humaneval-05,4,7,674,5,0.01167110385669533,0.01101233989091217,0.0001319353411232781,0.010782272664060134,0.011118254571385103,-4.529851913452148,-4.499166965484619,0.00033598190732496945,0.030684947967529297
representative,code-humaneval-05,4,8,5996,5,0.011136645099277387,0.011116590881284683,0.00018115851102125266,0.010945882011247729,0.011420161693243017,-4.514791965484619,-4.47237491607666,0.0004742796819952877,0.042417049407958984
representative,code-humaneval-05,4,9,1827,5,0.00719035849769885,0.0074079111444794715,0.000255749268170098,0.007244265630127829,0.00784895469382528,-4.927545070648193,-4.84737491607666,0.0006046890636974512,0.0801701545715332
representative,code-humaneval-05,4,10,15152,5,0.003190702241872499,0.003126421049777961,8.708356927242455e-05,0.0030395616577669937,0.003271931106033115,-5.796041965484619,-5.72237491607666,0.00023236944826612134,0.07366704940795898
representative,code-humaneval-05,4,11,14963,5,0.003092534654141005,0.003048429544406671,3.1660380190397e-05,0.0030198592016626893,0.0030891728393077295,-5.802545070648193,-5.779851913452148,6.931363764504017e-05,0.022693157196044922
representative,code-humaneval-05,4,12,19124,5,0.00272915225341496,0.002674169636123145,7.44865240624207e-05,0.002599874861033801,0.0027986309828172315,-5.952291965484619,-5.87862491607666,0.00019875612178343058,0.07366704940795898
representative,code-humaneval-05,4,13,7275,5,0.0024084684103204707,0.002177969367685015,0.00012314420970167646,0.001994519891580103,0.0022795093178459057,-6.217351913452148,-6.083795070648193,0.00028498942626580285,0.13355684280395508
representative,code-humaneval-05,4,14,198,5,0.0021254659120806597,0.0020310283582496446,4.6804396393916126e-05,0.001994519891580103,0.0021125174971838635,-6.217351913452148,-6.15987491607666,0.00011799760560376061,0.05747699737548828
representative,code-humaneval-05,4,15,35033,5,0.0018180073362494013,0.0017923762352167875,4.130473484497261e-05,0.0017601576264628038,0.0018642901479205213,-6.342351913452148,-6.28487491607666,0.00010413252145771755,0.05747699737548828
representative,code-humaneval-05,4,16,27,5,0.0016553145167199957,0.001523481353751419,3.112520341757253e-05,0.0014979992177602572,0.0015769038146331226,-6.50362491607666,-6.452291965484619,7.890459687286545e-05,0.051332950592041016
representative,code-humaneval-05,4,17,702,5,0.0016553145167199957,0.0015522723726469582,2.8508120191604115e-05,0.0015055426011194829,0.0015769038146331226,-6.498601913452148,-6.452291965484619,7.136121351363975e-05,0.0463099479675293
representative,code-humaneval-05,4,18,5244,5,0.0016043858431161676,0.0016015467871214894,2.9413065067879542e-05,0.0015533336534140777,0.0016269601150079112,-6.467351913452148,-6.421041965484619,7.36264615938335e-05,0.0463099479675293
representative,code-humaneval-05,4,19,11187,5,0.0015550240800715396,0.0016020731395218345,5.530965814742784e-05,0.0015666823150596136,0.0016974554963003511,-6.458795070648193,-6.37862491607666,0.00013077318124073752,0.0801701545715332
representative,code-humaneval-05,4,20,2,5,0.0014608099338087126,0.001361699990175124,4.254432568995479e-05,0.0012877588289298123,0.0013916127320875637,-6.654851913452148,-6.577291965484619,0.00010385390315775138,0.0775599479675293
representative,code-humaneval-05,4,21,262,5,0.0014608099338087126,0.0014220629286381217,1.1257877050211944e-05,0.001407240033248354,0.0014357872621231587,-6.56612491607666,-6.546041965484619,2.8547228874804603e-05,0.020082950592041016
representative,code-humaneval-05,4,22,1602,5,0.0014158655371005926,0.0013700945047889395,3.7398650455069774e-05,0.0013400543975614157,0.0014143263861138206,-6.615045070648193,-6.561101913452148,7.427198855240497e-05,0.05394315719604492
representative,code-humaneval-05,4,23,9586,5,0.0014158655371005926,0.0013699717211306977,3.108225288413432e-05,0.0013286366821970987,0.001407240033248354,-6.623601913452148,-6.56612491607666,7.860335105125535e-05,0.05747699737548828
representative,code-humaneval-05,4,24,256,5,0.0012494969509675474,0.0012013390576878326,1.9329922570514477e-05,0.0011825938551428153,0.0012280939256645613,-6.740045070648193,-6.702291965484619,4.550007052174596e-05,0.03775310516357422
representative,code-humaneval-06,5,0,1432,5,0.48453063210444586,0.46998008106095623,0.006359641582481284,0.4666514316824232,0.481334211731992,-0.7621726989746094,-0.7311934232711792,0.0146827800495688,0.030979275703430176
representative,code-humaneval-06,5,1,220,5,0.12203092095789814,0.11102737857562184,0.001972840093095356,0.10782051931392429,0.11235804007580313,-2.2272872924804688,-2.1860647201538086,0.004537520761878841,0.041222572326660156
representative,code-humaneval-06,5,2,720,5,0.07756757276345015,0.08380071970950756,0.000862685756320759,0.08266885976015328,0.08468770822950568,-2.4929122924804688,-2.468784809112549,0.002018848469352394,0.024127483367919922
representative,code-humaneval-06,5,3,1084,5,0.05087005617373784,0.05961849757724309,0.0013166730280670337,0.05862099955097496,0.06193288693780144,-2.8366622924804688,-2.7817039489746094,0.00331188738682648,0.054958343505859375
