dataset,k,policy,seed,subset_id,selected_indices,success,regret@1,regret@5,chosen_true_rank,rmse,spearman,runtime_s
three_phase_starcoder,16,random_observed,1066,3-4-7-8-15-22-63-69-77-90-96-108-134-140-144-146,"[3, 4, 7, 8, 15, 22, 63, 69, 77, 90, 96, 108, 134, 140, 144, 146]",1.0,0.01903700828552246,0.0026382803916931152,30.0,0.06426236149067667,0.9274698230399626,3.2349437909870176
three_phase_starcoder,16,random_observed,1067,6-14-18-31-51-53-56-62-120-131-134-136-138-141-144-152,"[6, 14, 18, 31, 51, 53, 56, 62, 120, 131, 134, 136, 138, 141, 144, 152]",1.0,0.02724277973175049,0.0020932555198669434,42.0,0.5253821253139952,0.9225711941872728,3.0848217089951504
three_phase_starcoder,16,random_observed,1068,8-15-18-26-33-49-52-58-105-111-114-128-129-131-150-154,"[8, 15, 18, 26, 33, 49, 52, 58, 105, 111, 114, 128, 129, 131, 150, 154]",1.0,0.004587113857269287,0.0038446784019470215,9.0,0.0521127736375567,0.9547404195476386,3.1612397090066224
three_phase_starcoder,16,random_observed,1069,0-1-3-8-10-34-42-53-72-80-107-123-132-145-151-152,"[0, 1, 3, 8, 10, 34, 42, 53, 72, 80, 107, 123, 132, 145, 151, 152]",1.0,0.008656144142150879,0.0020932555198669434,17.0,0.3599114052065715,0.9243818117895231,2.831398624999565
three_phase_starcoder,16,random_observed,1070,8-13-35-36-52-70-76-105-106-109-121-123-133-135-143-149,"[8, 13, 35, 36, 52, 70, 76, 105, 106, 109, 121, 123, 133, 135, 143, 149]",1.0,0.007830917835235596,0.007830917835235596,14.0,0.17131725355581875,0.898174733388023,3.010124000007636
three_phase_starcoder,16,random_observed,1071,7-30-47-75-76-85-92-97-112-113-114-115-128-137-143-153,"[7, 30, 47, 75, 76, 85, 92, 97, 112, 113, 114, 115, 128, 137, 143, 153]",1.0,0.060157060623169056,0.023919522762298584,70.0,0.22114336845838165,0.8047521387554201,3.1402505000005476
three_phase_starcoder,16,random_observed,1072,6-15-24-25-29-36-41-49-58-64-66-102-110-126-144-159,"[6, 15, 24, 25, 29, 36, 41, 49, 58, 64, 66, 102, 110, 126, 144, 159]",1.0,0.004587113857269287,0.0020932555198669434,9.0,0.09493377972890069,0.9372231337161607,2.9323926659999415
three_phase_starcoder,16,random_observed,1073,2-7-11-17-34-36-41-42-92-100-113-114-131-133-140-153,"[2, 7, 11, 17, 34, 36, 41, 42, 92, 100, 113, 114, 131, 133, 140, 153]",1.0,0.004587113857269287,0.0038446784019470215,9.0,0.6068275523207246,0.9256152584085315,3.1171906249946915
three_phase_starcoder,16,random_observed,1074,7-15-31-38-52-54-56-79-83-103-127-133-140-142-150-156,"[7, 15, 31, 38, 52, 54, 56, 79, 83, 103, 127, 133, 140, 142, 150, 156]",1.0,0.007830917835235596,0.007830917835235596,14.0,0.07982485738176621,0.9322571194187274,3.0011698750022333
three_phase_starcoder,16,random_observed,1075,15-19-24-42-43-48-88-94-97-109-116-120-122-147-148-153,"[15, 19, 24, 42, 43, 48, 88, 94, 97, 109, 116, 120, 122, 147, 148, 153]",1.0,0.0020932555198669434,0.0020932555198669434,3.0,0.14764636643846552,0.9402994257588186,2.9093077080033254
three_phase_starcoder,16,random_observed,1076,15-26-31-41-47-48-50-56-61-64-67-68-71-87-109-111,"[15, 26, 31, 41, 47, 48, 50, 56, 61, 64, 67, 68, 71, 87, 109, 111]",1.0,0.016445815563201904,0.004587113857269287,28.0,1.2560809932842705,0.9614994726356498,2.913072250012192
three_phase_starcoder,16,random_observed,1077,2-28-37-44-48-49-52-66-75-82-106-107-110-117-143-148,"[2, 28, 37, 44, 48, 49, 52, 66, 75, 82, 106, 107, 110, 117, 143, 148]",1.0,0.02724277973175049,0.008365631103515625,42.0,0.3732730883956708,0.8437448728465955,3.0531921250076266
