dataset,k,policy,seed,subset_id,selected_indices,success_rate,median_regret@1,median_regret@5,median_true_rank,median_rmse,median_spearman,median_runtime_s,subset_mean_pairwise_distance,subset_min_pairwise_distance,boundary_mass_005,full_pool_mean_coverage_distance,full_pool_max_coverage_distance,high_starcoder_epoch_fraction,random_median_regret@1,material_improvement
three_phase_starcoder,16,random_observed,1092,12-13-17-28-36-43-68-91-94-116-118-119-132-135-147-148,"[12, 13, 17, 28, 36, 43, 68, 91, 94, 116, 118, 119, 132, 135, 147, 148]",1.0,0.0,0.0,1.0,0.8012846804906171,0.9085081448494081,16.381311416000244,0.35204632603194425,0.07813211841847158,0.16666666666666666,0.11681854114404219,0.2997792485926174,0.25,0.009085297584533691,True
