domain_name,phase_0_weight,phase_1_weight,phase_0_effective_epochs,phase_1_effective_epochs
dolma3_arxiv,3.7586067837114785e-06,2.4060309210592404e-06,0.0006735389727822876,0.00010778964708915535
dolma3_cc/art_and_design_high,7.330100172079902e-08,3.3392787377305435e-07,3.248780653259309e-06,3.700012245501445e-06
dolma3_cc/art_and_design_low,1.2528112599476612e-08,1.179706889795314e-07,1.368009907760341e-06,3.2204585899885433e-06
dolma3_cc/crime_and_law_high,1.0537030237400359e-07,9.609828936787223e-07,3.469596808939654e-06,7.9107279428665e-06
dolma3_cc/crime_and_law_low,2.674541804977204e-09,1.97914250566721e-05,1.9604900667022234e-07,0.0003626872849517663
dolma3_cc/education_and_jobs_high,6.181256104253121e-10,8.71650824587966e-07,1.2448441850205862e-08,4.38854757858248e-06
dolma3_cc/education_and_jobs_low,5.329766432504935e-10,2.597636753810786e-07,2.1913259822914315e-08,2.6700367564256656e-06
dolma3_cc/electronics_and_hardware_high,4.7210759146271503e-08,4.313314323915418e-09,1.8019848541863633e-06,4.115866395496479e-08
dolma3_cc/electronics_and_hardware_low,1.84970301495328e-08,8.051889388164754e-07,1.5020383966553891e-06,1.634620115888037e-05
dolma3_cc/entertainment_high,7.88933376376977e-08,4.638716704576922e-07,9.428435854861063e-07,1.3859168659723953e-06
dolma3_cc/entertainment_low,1.2783608077342547e-08,1.3483703976594123e-07,4.198129566693961e-07,1.1070101647010135e-06
dolma3_cc/finance_and_business_high,6.637917416829772e-08,5.761868063398815e-06,6.174828545500946e-07,1.3399740144054608e-05
dolma3_cc/finance_and_business_low,2.2334643357387033e-08,2.9666433942512577e-06,4.36030418628811e-07,1.4479151742196285e-05
dolma3_cc/food_and_dining_high,1.2205325876021563e-06,2.620634630052207e-07,3.6151345344311e-05,1.9405353960766027e-06
dolma3_cc/food_and_dining_low,5.581288815375702e-10,2.081806855311331e-07,3.358554727118697e-08,3.1318314130207423e-06
dolma3_cc/games_high,2.463497618124451e-07,2.435717606130948e-07,5.5171822031724155e-06,1.3637417111377648e-06
dolma3_cc/games_low,1.6545292802141452e-09,1.00272990763312e-06,9.88328864520113e-08,1.4974454107320648e-05
dolma3_cc/health_high,1.4746854949783782e-08,1.617608599667752e-06,1.7135858929566623e-07,4.6991566780764375e-06
dolma3_cc/health_low,4.575765160734998e-07,3.433619468739153e-08,1.2475437308394884e-05,2.3403683820313662e-07
dolma3_cc/history_and_geography_high,1.3752234117888939e-07,1.5790267724308577e-06,5.150428511616401e-06,1.4784260578349452e-05
dolma3_cc/history_and_geography_low,4.473081729460595e-09,2.9250298554034926e-08,6.087447675950568e-07,9.951733096048987e-07
dolma3_cc/industrial_high,4.213654147721401e-06,8.151002452266319e-07,0.0002610634840762812,1.2625200267407255e-05
dolma3_cc/industrial_low,1.0809182505972275e-08,5.847062051913516e-08,1.264848765345854e-06,1.7105015141471552e-06
dolma3_cc/literature_high,4.842533087189909e-07,2.270266750039667e-05,9.48512173432969e-06,0.00011116989861407006
dolma3_cc/literature_low,3.910255711604485e-09,4.189810266128605e-07,2.872536642744111e-07,7.694754770054045e-06
dolma3_cc/science_math_and_technology_high,6.084220286991065e-08,5.494961818719031e-07,1.266762073636915e-06,2.860189514718674e-06
dolma3_cc/science_math_and_technology_low,7.823943810026664e-08,4.830143227535609e-06,3.5685249257701705e-06,5.5076080941467226e-05
dolma3_finemath_3plus,5.399670800170295e-09,3.051435136736517e-07,8.035775505071846e-07,1.1352843828150379e-05
dolma3_stack_edu,1.7036265051087244e-10,0.2965297460397887,6.429874409837899e-09,2.79792698120661
dolma3_wikipedia,1.6261031969279955e-12,1.7420505111376483e-08,2.2425759134560827e-09,6.006200165649968e-06
dolmino_common_crawl_hq,2.122505443898703e-07,2.6207020620476933e-06,8.151412695338852e-07,2.516180125790033e-06
dolmino_olmocr_pdfs_hq,0.9999876720803688,0.3905434300799574,24.575162325748337,2.3994466275525586
dolmino_stack_edu_fim,7.010811273085485e-11,0.18743187508387088,2.649755177342855e-09,1.7710096665602766
dolmino_stem_heavy_crawl,9.393945760287306e-10,5.48395318060304e-09,9.117183636536293e-07,1.330596574580287e-06
dolmino_synth_code,5.072481681606803e-09,0.03958714032226592,1.360890871088232e-06,2.6551982470637046
dolmino_synth_instruction,1.5806431726090275e-08,1.1630188640679498e-08,4.448327308473564e-06,8.182568752636224e-07
dolmino_synth_math,4.400505271212972e-07,5.929643166020939e-07,0.00010204532776130071,3.4376301304677996e-05
dolmino_synth_qa,1.0204944593693001e-07,0.08583495620260084,9.795730128342536e-07,0.2059825163231243
dolmino_synth_thinking,4.112563039232815e-07,6.882613739351247e-08,5.2158552398143454e-05,2.182259371683102e-06
