variant,fit_scale,fit_run_set,fit_row_count,optimizer_success,optimizer_message,eta,lam,reg,beta,a_broad_text,a_tech_code,a_reasoning,tau_broad_text,tau_tech_code,tau_reasoning,train_rmse,train_spearman,cv_rmse,cv_foldmean_regret_at_1,cv_regret_at_1,lower_tail_optimism,cv_depopt_best8,cv_rawopt_nearest_tv,oof_spearman,raw_predicted_optimum_value,raw_nearest_observed_run_name,raw_nearest_observed_value,raw_nearest_observed_tv,phase0_max_weight,phase1_max_weight,phase0_broad_text,phase0_tech_code,phase0_reasoning,phase1_broad_text,phase1_tech_code,phase1_reasoning,total_param_count,notes,objective,oof_pearson,train_pearson,raw_phase0_lt_1e4,raw_phase1_lt_1e4,optimum_success,optimum_message,signal_feature_count,penalty_feature_count,linear_coefficient_count,intercept_count,linear_head_param_count,nonlinear_param_count
power_family_penalty_effective_exposure_no_l2,300m_6b,swarm_like_300m,242,True,Optimization terminated successfully.,2980.9579870417283,54.59815003314424,0.0,1e-06,1.523090139357116,0.3176306775429682,1.1059058897511005,4.962785007027423,1.2986808264432412,4.888977926796068,0.0101023593550466,0.8291147359423483,0.0111406225392205,0.007788860797882,0.0006219148635864,0.0050188466015847,0.0893111997305516,0.5395053372657312,0.8040415047833632,0.8735908239314258,baseline_stratified,0.9688005447387696,0.5000000000000001,0.0256410297796753,0.3939063219078109,0.7948717914955296,0.1538461574402434,0.0512820510642276,5.613329768256701e-06,0.9999942398114972,1.468587346119057e-07,42,Existing 300M no-L2 GRP summary; phase-1 multiplier is inside effective exposure.,,,,,,,,,,,,,
power_family_penalty_phase_premium_no_l2,300m_6b,swarm_like_300m,242,True,Optimization terminated successfully.,3.1202112348843674,0.0,0.0,0.999999,2.0,0.4345936280247485,0.0570996907487739,8.0,8.0,1.0978332822965766,0.012055335012050535,0.8031448226343235,0.012981355223618013,0.011016201972961426,0.0006219148635864258,0.004442417915101174,0.7969432253890053,0.828046854388416,0.7803899254924026,-0.19641642560825093,baseline_stratified,0.9688005447387696,0.4999999999999999,0.9999998034057509,0.983480888307768,0.9999998060535825,1.938010250689909e-07,1.453922129895296e-10,0.9834816556340416,0.016518293333599353,5.1032358813491175e-08,41,,0.10372816536260136,0.7162667564906329,0.7598742887008616,38.0,33.0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,29.0,3.0,32.0,1.0,33.0,8.0
