candidate_id,source,model_variant,max_phase0_epoch,nearest_panel_run_order,nearest_panel_tv,kl_penalty,kl_to_incumbent,tv_to_incumbent,hellinger_to_incumbent,kl_to_proportional,tv_to_proportional,hellinger_to_proportional,in_sample_predicted_uncheatable::benefit_only,in_sample_predicted_uncheatable::bounded_shape,in_sample_predicted_uncheatable::power_benefit_only,in_sample_predicted_uncheatable::power_shape,in_sample_predicted_uncheatable::shared_shape,in_sample_predicted_uncheatable::shared_shape_partition_ensemble,in_sample_predicted_uncheatable::bounded_shape_partition_ensemble,minimum_candidate_hellinger
shared_bounded_ensemble_kl0,equal shared/bounded ensemble argmin with 0 * KL(w || observed incumbent),shared_bounded_ensemble,5.881298220990636,125,0.5310164075580676,0.0,1.131724019711083,0.6474609375,0.6476721680315985,1.366673679369904,0.70703125,0.6908968972197048,1.0288113904938918,1.0102164364465247,1.0340959081117005,1.0178879296542538,1.0005945243933823,0.9994877851785056,1.0120342200344097,0.3916593345580752
shared_bounded_ensemble_kl0p05,equal shared/bounded ensemble argmin with 0.05 * KL(w || observed incumbent),shared_bounded_ensemble,5.881298220990636,125,0.3371266167743101,0.05,0.3656016327273271,0.37548828125,0.2979240953794043,0.5233226496980132,0.4345703125,0.354126597304671,1.0162008430708998,1.0181477059760873,1.0188122117952747,1.0263888683831275,1.0221031797358326,1.0177526704560982,1.0219290731622888,0.15774011533652335
shared_bounded_ensemble_kl0p2,equal shared/bounded ensemble argmin with 0.2 * KL(w || observed incumbent),shared_bounded_ensemble,5.489211672924593,1,0.17886916420210952,0.2,0.1171119447372878,0.1787109375,0.16112357907693384,0.2606698227897662,0.25634765625,0.2513142516336336,1.0391997349865711,1.0426676288015662,1.039920156951553,1.0479719793691982,1.048454381231025,1.0434358581531917,1.044318212284185,0.0659091437953681
shared_bounded_ensemble_kl0p5,equal shared/bounded ensemble argmin with 0.5 * KL(w || observed incumbent),shared_bounded_ensemble,4.7027832637212486,1,0.09491185083702322,0.5,0.04369928200059638,0.0947265625,0.0988024381799214,0.17573727644927717,0.2255859375,0.21329206844793092,1.064035771963268,1.0651495027194398,1.0637863705768473,1.0703359892177624,1.0737080746950862,1.0684009146787747,1.0650816649346764,0.0659091437953681
observed_cap6_best,runtime materialization of raw panel run_order=1,control,1.3436523610632138,1,0.002066434305060358,,0.0,0.0,0.0,0.11419784576040447,0.20361328125,0.17907383189017162,1.1188647873298017,1.123733572782966,1.1173146772749822,1.1254328674335512,1.1302996304588315,1.1266857628440958,1.1197189985968539,0.0988024381799214
proportional_control,runtime proportional control,control,0.945584890628992,0,0.002518805590784744,,0.14830399639263828,0.20361328125,0.17907383189017162,0.0,0.0,0.0,1.1440844160686057,1.143795271552361,1.1438345814735484,1.1436201557984007,1.1444344312062391,1.1440801238660478,1.1443556704678794,0.17907383189017162
