prefix_candidate_id,continuation_id,bucket,phase_1_count,phase_1_weight,phase_1_materialized_epochs,total_materialized_epochs
proportional_control,fit_000,dolma3_arxiv,20,0.009765625,0.4415718440235991,1.1399391755930475
proportional_control,fit_000,dolma3_cc/art_and_design_high,27,0.01318359375,0.1474381204104719,0.859934254189798
proportional_control,fit_000,dolma3_cc/art_and_design_low,11,0.00537109375,0.147989812816534,0.8927041621703671
proportional_control,fit_000,dolma3_cc/crime_and_law_high,42,0.0205078125,0.17039059317081554,0.8922147110984878
proportional_control,fit_000,dolma3_cc/crime_and_law_low,21,0.01025390625,0.18965753047172138,0.9038303917443836
proportional_control,fit_000,dolma3_cc/education_and_jobs_high,66,0.0322265625,0.16376373456619792,0.889749438199485
proportional_control,fit_000,dolma3_cc/education_and_jobs_low,29,0.01416015625,0.1469035699307325,0.8679436450324362
proportional_control,fit_000,dolma3_cc/electronics_and_hardware_high,35,0.01708984375,0.1645939007589655,0.8897522491251302
proportional_control,fit_000,dolma3_cc/electronics_and_hardware_low,16,0.0078125,0.16007907050544573,0.8721276543023213
proportional_control,fit_000,dolma3_cc/entertainment_high,115,0.05615234375,0.169329529847535,0.8912329476919073
proportional_control,fit_000,dolma3_cc/entertainment_low,37,0.01806640625,0.1497061548028565,0.8696075181186099
proportional_control,fit_000,dolma3_cc/finance_and_business_high,133,0.06494140625,0.15243343635197484,0.8729571423869997
proportional_control,fit_000,dolma3_cc/finance_and_business_low,60,0.029296875,0.1443193476985608,0.867104878182292
proportional_control,fit_000,dolma3_cc/food_and_dining_high,41,0.02001953125,0.14962166463946538,0.8710665859532375
proportional_control,fit_000,dolma3_cc/food_and_dining_low,20,0.009765625,0.14828030462323558,0.8811318925469699
proportional_control,fit_000,dolma3_cc/games_high,58,0.0283203125,0.16004006330697265,0.8800976111063382
proportional_control,fit_000,dolma3_cc/games_low,20,0.009765625,0.14719483080216808,0.8746816387206264
proportional_control,fit_000,dolma3_cc/health_high,105,0.05126953125,0.15032503364683003,0.874885327618842
proportional_control,fit_000,dolma3_cc/health_low,45,0.02197265625,0.15116112157123648,0.8683671020080752
proportional_control,fit_000,dolma3_cc/history_and_geography_high,39,0.01904296875,0.17995762560928452,0.9097312942820895
proportional_control,fit_000,dolma3_cc/history_and_geography_low,9,0.00439453125,0.15090598288374268,0.8801605953916699
proportional_control,fit_000,dolma3_cc/industrial_high,24,0.01171875,0.1832036095690551,0.9075671399903603
proportional_control,fit_000,dolma3_cc/industrial_low,10,0.0048828125,0.1441721226038194,0.8852215831045056
proportional_control,fit_000,dolma3_cc/literature_high,92,0.044921875,0.22202080894103354,0.9471944274290451
proportional_control,fit_000,dolma3_cc/literature_low,19,0.00927734375,0.17196876020477253,0.8876975809651195
proportional_control,fit_000,dolma3_cc/science_math_and_technology_high,83,0.04052734375,0.21291377288469016,0.9330365751226609
proportional_control,fit_000,dolma3_cc/science_math_and_technology_low,42,0.0205078125,0.2360194767674576,0.9692407272570883
proportional_control,fit_000,dolma3_finemath_3plus,14,0.0068359375,0.256698948043813,0.9816665584287874
proportional_control,fit_000,dolma3_stack_edu,90,0.0439453125,0.4185103014814733,1.135562547841823
proportional_control,fit_000,dolma3_wikipedia,4,0.001953125,0.6796644927624775,1.3514910094963928
proportional_control,fit_000,dolmino_common_crawl_hq,361,0.17626953125,0.1708153171165671,0.8929687248517515
proportional_control,fit_000,dolmino_olmocr_pdfs_hq,81,0.03955078125,0.24525750677413666,0.963566148250649
proportional_control,fit_000,dolmino_stack_edu_fim,76,0.037109375,0.353904924980175,1.0719639941327022
proportional_control,fit_000,dolmino_stem_heavy_crawl,4,0.001953125,0.4783085965365866,1.4238939603650937
proportional_control,fit_000,dolmino_synth_code,22,0.0107421875,0.7272119976513683,1.511385486207584
proportional_control,fit_000,dolmino_synth_instruction,7,0.00341796875,0.2427149214723854,0.9281889289255802
proportional_control,fit_000,dolmino_synth_math,11,0.00537109375,0.31428149151805873,0.9920789271718022
proportional_control,fit_000,dolmino_synth_qa,149,0.07275390625,0.1762170676818743,0.9010133391197659
proportional_control,fit_000,dolmino_synth_thinking,10,0.0048828125,0.15626024556671128,0.8976597632473182
proportional_control,fit_001,dolma3_arxiv,33,0.01611328125,0.7285935426389385,1.4269608742083868
proportional_control,fit_001,dolma3_cc/art_and_design_high,21,0.01025390625,0.11467409365258927,0.8271702274319154
proportional_control,fit_001,dolma3_cc/art_and_design_low,8,0.00390625,0.1076289547756611,0.8523433041294942
proportional_control,fit_001,dolma3_cc/crime_and_law_high,38,0.0185546875,0.15416291763073786,0.8759870355584102
proportional_control,fit_001,dolma3_cc/crime_and_law_low,21,0.01025390625,0.18965753047172138,0.9038303917443836
proportional_control,fit_001,dolma3_cc/education_and_jobs_high,58,0.0283203125,0.1439135849218103,0.8698992885550975
proportional_control,fit_001,dolma3_cc/education_and_jobs_low,22,0.0107421875,0.11144408753365914,0.8324841626353627
proportional_control,fit_001,dolma3_cc/electronics_and_hardware_high,32,0.015625,0.15048585212248272,0.8756442004886473
proportional_control,fit_001,dolma3_cc/electronics_and_hardware_low,13,0.00634765625,0.13006424478567466,0.8421128285825502
proportional_control,fit_001,dolma3_cc/entertainment_high,105,0.05126953125,0.15460522290427106,0.8765086407486433
proportional_control,fit_001,dolma3_cc/entertainment_low,29,0.01416015625,0.11733725646710375,0.8372386197828572
proportional_control,fit_001,dolma3_cc/finance_and_business_high,108,0.052734375,0.12378053478205475,0.8443042408170797
proportional_control,fit_001,dolma3_cc/finance_and_business_low,44,0.021484375,0.10583418831227794,0.8286197187960092
proportional_control,fit_001,dolma3_cc/food_and_dining_high,32,0.015625,0.11677788459665592,0.8382228059104281
proportional_control,fit_001,dolma3_cc/food_and_dining_low,15,0.00732421875,0.11121022846742669,0.844061816391161
proportional_control,fit_001,dolma3_cc/games_high,50,0.0244140625,0.13796557181635574,0.8580231196157213
proportional_control,fit_001,dolma3_cc/games_low,16,0.0078125,0.11775586464173447,0.8452426725601928
proportional_control,fit_001,dolma3_cc/health_high,83,0.04052734375,0.11882835993035135,0.8433886539023633
proportional_control,fit_001,dolma3_cc/health_low,37,0.01806640625,0.12428803329190555,0.8414940137287442
proportional_control,fit_001,dolma3_cc/history_and_geography_high,39,0.01904296875,0.17995762560928452,0.9097312942820895
proportional_control,fit_001,dolma3_cc/history_and_geography_low,8,0.00390625,0.1341386514522157,0.8633932639601429
proportional_control,fit_001,dolma3_cc/industrial_high,24,0.01171875,0.1832036095690551,0.9075671399903603
proportional_control,fit_001,dolma3_cc/industrial_low,8,0.00390625,0.11533769808305552,0.8563871585837417
proportional_control,fit_001,dolma3_cc/literature_high,108,0.052734375,0.26063312353947415,0.9858067420274859
proportional_control,fit_001,dolma3_cc/literature_low,19,0.00927734375,0.17196876020477253,0.8876975809651195
proportional_control,fit_001,dolma3_cc/science_math_and_technology_high,95,0.04638671875,0.24369648703669355,0.9638192892746643
proportional_control,fit_001,dolma3_cc/science_math_and_technology_low,50,0.0244140625,0.2809755675803067,1.0141968180699374
proportional_control,fit_001,dolma3_finemath_3plus,18,0.0087890625,0.3300415046277596,1.055009115012734
proportional_control,fit_001,dolma3_stack_edu,140,0.068359375,0.6510160245267362,1.368068270887086
proportional_control,fit_001,dolma3_wikipedia,6,0.0029296875,1.0194967391437162,1.6913232558776314
proportional_control,fit_001,dolmino_common_crawl_hq,336,0.1640625,0.15898600152677714,0.8811394092619615
proportional_control,fit_001,dolmino_olmocr_pdfs_hq,101,0.04931640625,0.3058149158541704,1.0241235573306828
proportional_control,fit_001,dolmino_stack_edu_fim,112,0.0546875,0.5215440999707842,1.2396031691233116
proportional_control,fit_001,dolmino_stem_heavy_crawl,6,0.0029296875,0.7174628948048799,1.663048258633387
proportional_control,fit_001,dolmino_synth_code,37,0.01806640625,1.223038359686392,2.0072118482426076
proportional_control,fit_001,dolmino_synth_instruction,9,0.00439453125,0.31206204189306697,0.9975360493462618
proportional_control,fit_001,dolmino_synth_math,16,0.0078125,0.4571367149353581,1.1349341505891015
proportional_control,fit_001,dolmino_synth_qa,143,0.06982421875,0.1691210783792485,0.8939173498171401
proportional_control,fit_001,dolmino_synth_thinking,8,0.00390625,0.12500819645336902,0.866407714133976
proportional_control,fit_002,dolma3_arxiv,45,0.02197265625,0.993536649053098,1.6919039806225462
proportional_control,fit_002,dolma3_cc/art_and_design_high,15,0.00732421875,0.08191006689470662,0.7944062006740327
proportional_control,fit_002,dolma3_cc/art_and_design_low,5,0.00244140625,0.06726809673478819,0.8119824460886212
proportional_control,fit_002,dolma3_cc/crime_and_law_high,35,0.01708984375,0.14199216097567963,0.8638162789033519
proportional_control,fit_002,dolma3_cc/crime_and_law_low,22,0.0107421875,0.19868884144656523,0.9128617027192274
proportional_control,fit_002,dolma3_cc/education_and_jobs_high,49,0.02392578125,0.12158216657187422,0.8475678702051614
proportional_control,fit_002,dolma3_cc/education_and_jobs_low,14,0.0068359375,0.07091896479414672,0.7919590398958504
proportional_control,fit_002,dolma3_cc/electronics_and_hardware_high,28,0.013671875,0.13167512060717237,0.856833468973337
proportional_control,fit_002,dolma3_cc/electronics_and_hardware_low,11,0.00537109375,0.11005436097249394,0.8221029447693695
proportional_control,fit_002,dolma3_cc/entertainment_high,96,0.046875,0.14135334665533356,0.8632567644997058
proportional_control,fit_002,dolma3_cc/entertainment_low,21,0.01025390625,0.084968358131351,0.8048697214471043
proportional_control,fit_002,dolma3_cc/finance_and_business_high,82,0.0400390625,0.09398151714933788,0.8145052231843628
proportional_control,fit_002,dolma3_cc/finance_and_business_low,27,0.01318359375,0.06494370646435237,0.7877292369480835
proportional_control,fit_002,dolma3_cc/food_and_dining_high,22,0.0107421875,0.08028479566020094,0.8017297169739731
