continuation_id,role,selection_tranche,fit_budget,referee_holdout,prefix_repeat_seed,data_seed,direction_id,direction_family,direction_outcome_status,sign,target_hellinger,achieved_hellinger_to_tied,tv_to_tied,max_phase_1_materialized_epoch,max_total_materialized_epoch,weights_json
sparse_02_h150_plus,local_wave2b_sparse_geometry,sparse_geometry,True,False,0,930000,sparse_02,sparse_geometry,outcome-blind deterministic geometry,plus,0.15,0.1495234975703103,0.0927734375,5.3218696191759225,13.163604504738078,"{""dolma3_arxiv"": 0.03271484375, ""dolma3_cc/art_and_design_high"": 0.0078125, ""dolma3_cc/art_and_design_low"": 0.00634765625, ""dolma3_cc/crime_and_law_high"": 0.02197265625, ""dolma3_cc/crime_and_law_low"": 0.0107421875, ""dolma3_cc/education_and_jobs_high"": 0.0068359375, ""dolma3_cc/education_and_jobs_low"": 0.015625, ""dolma3_cc/electronics_and_hardware_high"": 0.03076171875, ""dolma3_cc/electronics_and_hardware_low"": 0.00341796875, ""dolma3_cc/entertainment_high"": 0.00244140625, ""dolma3_cc/entertainment_low"": 0.02734375, ""dolma3_cc/finance_and_business_high"": 0.0126953125, ""dolma3_cc/finance_and_business_low"": 0.00439453125, ""dolma3_cc/food_and_dining_high"": 0.009765625, ""dolma3_cc/food_and_dining_low"": 0.00244140625, ""dolma3_cc/games_high"": 0.0078125, ""dolma3_cc/games_low"": 0.00146484375, ""dolma3_cc/health_high"": 0.0224609375, ""dolma3_cc/health_low"": 0.00830078125, ""dolma3_cc/history_and_geography_high"": 0.01953125, ""dolma3_cc/history_and_geography_low"": 0.00830078125, ""dolma3_cc/industrial_high"": 0.01611328125, ""dolma3_cc/industrial_low"": 0.0126953125, ""dolma3_cc/literature_high"": 0.02001953125, ""dolma3_cc/literature_low"": 0.03173828125, ""dolma3_cc/science_math_and_technology_high"": 0.0234375, ""dolma3_cc/science_math_and_technology_low"": 0.01904296875, ""dolma3_finemath_3plus"": 0.02783203125, ""dolma3_stack_edu"": 0.09521484375, ""dolma3_wikipedia"": 0.0068359375, ""dolmino_common_crawl_hq"": 0.05712890625, ""dolmino_olmocr_pdfs_hq"": 0.08447265625, ""dolmino_stack_edu_fim"": 0.08740234375, ""dolmino_stem_heavy_crawl"": 0.00439453125, ""dolmino_synth_code"": 0.07861328125, ""dolmino_synth_instruction"": 0.0078125, ""dolmino_synth_math"": 0.02001953125, ""dolmino_synth_qa"": 0.1328125, ""dolmino_synth_thinking"": 0.01123046875}"
sparse_03_h080_minus,local_wave2b_sparse_geometry,sparse_geometry,True,False,0,930000,sparse_03,sparse_geometry,outcome-blind deterministic geometry,minus,0.08,0.07938850793743635,0.06787109375,2.3788257246686713,11.784396958943484,"{""dolma3_arxiv"": 0.03369140625, ""dolma3_cc/art_and_design_high"": 0.00830078125, ""dolma3_cc/art_and_design_low"": 0.00439453125, ""dolma3_cc/crime_and_law_high"": 0.0224609375, ""dolma3_cc/crime_and_law_low"": 0.01708984375, ""dolma3_cc/education_and_jobs_high"": 0.0068359375, ""dolma3_cc/education_and_jobs_low"": 0.01611328125, ""dolma3_cc/electronics_and_hardware_high"": 0.03173828125, ""dolma3_cc/electronics_and_hardware_low"": 0.00341796875, ""dolma3_cc/entertainment_high"": 0.00634765625, ""dolma3_cc/entertainment_low"": 0.0107421875, ""dolma3_cc/finance_and_business_high"": 0.0556640625, ""dolma3_cc/finance_and_business_low"": 0.00439453125, ""dolma3_cc/food_and_dining_high"": 0.01025390625, ""dolma3_cc/food_and_dining_low"": 0.00244140625, ""dolma3_cc/games_high"": 0.0078125, ""dolma3_cc/games_low"": 0.00146484375, ""dolma3_cc/health_high"": 0.0087890625, ""dolma3_cc/health_low"": 0.0087890625, ""dolma3_cc/history_and_geography_high"": 0.00732421875, ""dolma3_cc/history_and_geography_low"": 0.0087890625, ""dolma3_cc/industrial_high"": 0.0166015625, ""dolma3_cc/industrial_low"": 0.01318359375, ""dolma3_cc/literature_high"": 0.03564453125, ""dolma3_cc/literature_low"": 0.03271484375, ""dolma3_cc/science_math_and_technology_high"": 0.02392578125, ""dolma3_cc/science_math_and_technology_low"": 0.052734375, ""dolma3_finemath_3plus"": 0.02880859375, ""dolma3_stack_edu"": 0.0986328125, ""dolma3_wikipedia"": 0.0068359375, ""dolmino_common_crawl_hq"": 0.05908203125, ""dolmino_olmocr_pdfs_hq"": 0.0869140625, ""dolmino_stack_edu_fim"": 0.08984375, ""dolmino_stem_heavy_crawl"": 0.00439453125, ""dolmino_synth_code"": 0.0302734375, ""dolmino_synth_instruction"": 0.00537109375, ""dolmino_synth_math"": 0.0322265625, ""dolmino_synth_qa"": 0.087890625, ""dolmino_synth_thinking"": 0.01806640625}"
sparse_03_h080_plus,local_wave2b_sparse_geometry,sparse_geometry,True,False,0,930000,sparse_03,sparse_geometry,outcome-blind deterministic geometry,plus,0.08,0.08028721597713244,0.08642578125,2.208909601478052,11.614480835752865,"{""dolma3_arxiv"": 0.0302734375, ""dolma3_cc/art_and_design_high"": 0.00732421875, ""dolma3_cc/art_and_design_low"": 0.00927734375, ""dolma3_cc/crime_and_law_high"": 0.0205078125, ""dolma3_cc/crime_and_law_low"": 0.00634765625, ""dolma3_cc/education_and_jobs_high"": 0.00634765625, ""dolma3_cc/education_and_jobs_low"": 0.0146484375, ""dolma3_cc/electronics_and_hardware_high"": 0.0283203125, ""dolma3_cc/electronics_and_hardware_low"": 0.0029296875, ""dolma3_cc/entertainment_high"": 0.005859375, ""dolma3_cc/entertainment_low"": 0.00927734375, ""dolma3_cc/finance_and_business_high"": 0.0205078125, ""dolma3_cc/finance_and_business_low"": 0.00390625, ""dolma3_cc/food_and_dining_high"": 0.0087890625, ""dolma3_cc/food_and_dining_low"": 0.00244140625, ""dolma3_cc/games_high"": 0.00732421875, ""dolma3_cc/games_low"": 0.00146484375, ""dolma3_cc/health_high"": 0.0078125, ""dolma3_cc/health_low"": 0.0078125, ""dolma3_cc/history_and_geography_high"": 0.0068359375, ""dolma3_cc/history_and_geography_low"": 0.0078125, ""dolma3_cc/industrial_high"": 0.0146484375, ""dolma3_cc/industrial_low"": 0.01171875, ""dolma3_cc/literature_high"": 0.07666015625, ""dolma3_cc/literature_low"": 0.029296875, ""dolma3_cc/science_math_and_technology_high"": 0.021484375, ""dolma3_cc/science_math_and_technology_low"": 0.04736328125, ""dolma3_finemath_3plus"": 0.02587890625, ""dolma3_stack_edu"": 0.08837890625, ""dolma3_wikipedia"": 0.00634765625, ""dolmino_common_crawl_hq"": 0.052734375, ""dolmino_olmocr_pdfs_hq"": 0.078125, ""dolmino_stack_edu_fim"": 0.08056640625, ""dolmino_stem_heavy_crawl"": 0.00390625, ""dolmino_synth_code"": 0.02685546875, ""dolmino_synth_instruction"": 0.01123046875, ""dolmino_synth_math"": 0.01171875, ""dolmino_synth_qa"": 0.1904296875, ""dolmino_synth_thinking"": 0.0068359375}"
sparse_03_h150_minus,local_wave2b_sparse_geometry,sparse_geometry,True,False,0,930000,sparse_03,sparse_geometry,outcome-blind deterministic geometry,minus,0.15,0.1501973962899908,0.11328125,2.7713913342956085,11.784396958943484,"{""dolma3_arxiv"": 0.033203125, ""dolma3_cc/art_and_design_high"": 0.0078125, ""dolma3_cc/art_and_design_low"": 0.0029296875, ""dolma3_cc/crime_and_law_high"": 0.0224609375, ""dolma3_cc/crime_and_law_low"": 0.025390625, ""dolma3_cc/education_and_jobs_high"": 0.0068359375, ""dolma3_cc/education_and_jobs_low"": 0.01611328125, ""dolma3_cc/electronics_and_hardware_high"": 0.03125, ""dolma3_cc/electronics_and_hardware_low"": 0.00341796875, ""dolma3_cc/entertainment_high"": 0.00634765625, ""dolma3_cc/entertainment_low"": 0.01025390625, ""dolma3_cc/finance_and_business_high"": 0.08154296875, ""dolma3_cc/finance_and_business_low"": 0.00439453125, ""dolma3_cc/food_and_dining_high"": 0.009765625, ""dolma3_cc/food_and_dining_low"": 0.00244140625, ""dolma3_cc/games_high"": 0.0078125, ""dolma3_cc/games_low"": 0.00146484375, ""dolma3_cc/health_high"": 0.00830078125, ""dolma3_cc/health_low"": 0.00830078125, ""dolma3_cc/history_and_geography_high"": 0.00732421875, ""dolma3_cc/history_and_geography_low"": 0.00830078125, ""dolma3_cc/industrial_high"": 0.0166015625, ""dolma3_cc/industrial_low"": 0.0126953125, ""dolma3_cc/literature_high"": 0.0234375, ""dolma3_cc/literature_low"": 0.0322265625, ""dolma3_cc/science_math_and_technology_high"": 0.02392578125, ""dolma3_cc/science_math_and_technology_low"": 0.0517578125, ""dolma3_finemath_3plus"": 0.0283203125, ""dolma3_stack_edu"": 0.09716796875, ""dolma3_wikipedia"": 0.0068359375, ""dolmino_common_crawl_hq"": 0.05810546875, ""dolmino_olmocr_pdfs_hq"": 0.08544921875, ""dolmino_stack_edu_fim"": 0.08837890625, ""dolmino_stem_heavy_crawl"": 0.00439453125, ""dolmino_synth_code"": 0.02978515625, ""dolmino_synth_instruction"": 0.00341796875, ""dolmino_synth_math"": 0.04736328125, ""dolmino_synth_qa"": 0.05810546875, ""dolmino_synth_thinking"": 0.0263671875}"
sparse_03_h150_plus,local_wave2b_sparse_geometry,sparse_geometry,True,False,0,930000,sparse_03,sparse_geometry,outcome-blind deterministic geometry,plus,0.15,0.150188169036803,0.17431640625,2.0389934782874324,11.444564712562245,"{""dolma3_arxiv"": 0.02685546875, ""dolma3_cc/art_and_design_high"": 0.00634765625, ""dolma3_cc/art_and_design_low"": 0.01171875, ""dolma3_cc/crime_and_law_high"": 0.01806640625, ""dolma3_cc/crime_and_law_low"": 0.00390625, ""dolma3_cc/education_and_jobs_high"": 0.005859375, ""dolma3_cc/education_and_jobs_low"": 0.0126953125, ""dolma3_cc/electronics_and_hardware_high"": 0.025390625, ""dolma3_cc/electronics_and_hardware_low"": 0.0029296875, ""dolma3_cc/entertainment_high"": 0.00537109375, ""dolma3_cc/entertainment_low"": 0.00830078125, ""dolma3_cc/finance_and_business_high"": 0.0126953125, ""dolma3_cc/finance_and_business_low"": 0.00341796875, ""dolma3_cc/food_and_dining_high"": 0.00830078125, ""dolma3_cc/food_and_dining_low"": 0.001953125, ""dolma3_cc/games_high"": 0.00634765625, ""dolma3_cc/games_low"": 0.00146484375, ""dolma3_cc/health_high"": 0.0068359375, ""dolma3_cc/health_low"": 0.0068359375, ""dolma3_cc/history_and_geography_high"": 0.005859375, ""dolma3_cc/history_and_geography_low"": 0.0068359375, ""dolma3_cc/industrial_high"": 0.01318359375, ""dolma3_cc/industrial_low"": 0.01025390625, ""dolma3_cc/literature_high"": 0.10009765625, ""dolma3_cc/literature_low"": 0.0263671875, ""dolma3_cc/science_math_and_technology_high"": 0.01953125, ""dolma3_cc/science_math_and_technology_low"": 0.04248046875, ""dolma3_finemath_3plus"": 0.02294921875, ""dolma3_stack_edu"": 0.0791015625, ""dolma3_wikipedia"": 0.005859375, ""dolmino_common_crawl_hq"": 0.04736328125, ""dolmino_olmocr_pdfs_hq"": 0.06982421875, ""dolmino_stack_edu_fim"": 0.072265625, ""dolmino_stem_heavy_crawl"": 0.00341796875, ""dolmino_synth_code"": 0.0244140625, ""dolmino_synth_instruction"": 0.0146484375, ""dolmino_synth_math"": 0.00732421875, ""dolmino_synth_qa"": 0.2490234375, ""dolmino_synth_thinking"": 0.00390625}"
sparse_04_h080_minus,local_wave2b_sparse_geometry,sparse_geometry,True,False,0,930000,sparse_04,sparse_geometry,outcome-blind deterministic geometry,minus,0.08,0.08029373935813813,0.076171875,2.384487957727435,10.59498409660915,"{""dolma3_arxiv"": 0.052734375, ""dolma3_cc/art_and_design_high"": 0.00732421875, ""dolma3_cc/art_and_design_low"": 0.005859375, ""dolma3_cc/crime_and_law_high"": 0.0205078125, ""dolma3_cc/crime_and_law_low"": 0.009765625, ""dolma3_cc/education_and_jobs_high"": 0.00341796875, ""dolma3_cc/education_and_jobs_low"": 0.0146484375, ""dolma3_cc/electronics_and_hardware_high"": 0.0498046875, ""dolma3_cc/electronics_and_hardware_low"": 0.0029296875, ""dolma3_cc/entertainment_high"": 0.005859375, ""dolma3_cc/entertainment_low"": 0.009765625, ""dolma3_cc/finance_and_business_high"": 0.0322265625, ""dolma3_cc/finance_and_business_low"": 0.00390625, ""dolma3_cc/food_and_dining_high"": 0.00927734375, ""dolma3_cc/food_and_dining_low"": 0.00244140625, ""dolma3_cc/games_high"": 0.00732421875, ""dolma3_cc/games_low"": 0.00146484375, ""dolma3_cc/health_high"": 0.0078125, ""dolma3_cc/health_low"": 0.0078125, ""dolma3_cc/history_and_geography_high"": 0.01171875, ""dolma3_cc/history_and_geography_low"": 0.0078125, ""dolma3_cc/industrial_high"": 0.0087890625, ""dolma3_cc/industrial_low"": 0.01171875, ""dolma3_cc/literature_high"": 0.08642578125, ""dolma3_cc/literature_low"": 0.029296875, ""dolma3_cc/science_math_and_technology_high"": 0.02197265625, ""dolma3_cc/science_math_and_technology_low"": 0.0478515625, ""dolma3_finemath_3plus"": 0.02587890625, ""dolma3_stack_edu"": 0.0888671875, ""dolma3_wikipedia"": 0.00341796875, ""dolmino_common_crawl_hq"": 0.05322265625, ""dolmino_olmocr_pdfs_hq"": 0.07861328125, ""dolmino_stack_edu_fim"": 0.0810546875, ""dolmino_stem_heavy_crawl"": 0.00390625, ""dolmino_synth_code"": 0.02734375, ""dolmino_synth_instruction"": 0.00439453125, ""dolmino_synth_math"": 0.0185546875, ""dolmino_synth_qa"": 0.1240234375, ""dolmino_synth_thinking"": 0.01025390625}"
sparse_04_h080_plus,local_wave2b_sparse_geometry,sparse_geometry,True,False,0,930000,sparse_04,sparse_geometry,outcome-blind deterministic geometry,plus,0.08,0.07949104166134276,0.0537109375,4.417819202956104,13.823390437230916,"{""dolma3_arxiv"": 0.0185546875, ""dolma3_cc/art_and_design_high"": 0.0078125, ""dolma3_cc/art_and_design_low"": 0.00634765625, ""dolma3_cc/crime_and_law_high"": 0.0224609375, ""dolma3_cc/crime_and_law_low"": 0.01123046875, ""dolma3_cc/education_and_jobs_high"": 0.0126953125, ""dolma3_cc/education_and_jobs_low"": 0.01611328125, ""dolma3_cc/electronics_and_hardware_high"": 0.017578125, ""dolma3_cc/electronics_and_hardware_low"": 0.00341796875, ""dolma3_cc/entertainment_high"": 0.00634765625, ""dolma3_cc/entertainment_low"": 0.0107421875, ""dolma3_cc/finance_and_business_high"": 0.03564453125, ""dolma3_cc/finance_and_business_low"": 0.00439453125, ""dolma3_cc/food_and_dining_high"": 0.01025390625, ""dolma3_cc/food_and_dining_low"": 0.00244140625, ""dolma3_cc/games_high"": 0.0078125, ""dolma3_cc/games_low"": 0.00146484375, ""dolma3_cc/health_high"": 0.00830078125, ""dolma3_cc/health_low"": 0.00830078125, ""dolma3_cc/history_and_geography_high"": 0.00439453125, ""dolma3_cc/history_and_geography_low"": 0.00830078125, ""dolma3_cc/industrial_high"": 0.02978515625, ""dolma3_cc/industrial_low"": 0.01318359375, ""dolma3_cc/literature_high"": 0.0302734375, ""dolma3_cc/literature_low"": 0.03271484375, ""dolma3_cc/science_math_and_technology_high"": 0.02392578125, ""dolma3_cc/science_math_and_technology_low"": 0.052734375, ""dolma3_finemath_3plus"": 0.0283203125, ""dolma3_stack_edu"": 0.09814453125, ""dolma3_wikipedia"": 0.0126953125, ""dolmino_common_crawl_hq"": 0.05859375, ""dolmino_olmocr_pdfs_hq"": 0.0869140625, ""dolmino_stack_edu_fim"": 0.08984375, ""dolmino_stem_heavy_crawl"": 0.00439453125, ""dolmino_synth_code"": 0.0302734375, ""dolmino_synth_instruction"": 0.0146484375, ""dolmino_synth_math"": 0.0205078125, ""dolmino_synth_qa"": 0.13671875, ""dolmino_synth_thinking"": 0.01171875}"
sparse_04_h150_minus,local_wave2b_sparse_geometry,sparse_geometry,True,False,0,930000,sparse_04,sparse_geometry,outcome-blind deterministic geometry,minus,0.15,0.15065751640050526,0.158203125,3.355946014579353,10.08523572703729,"{""dolma3_arxiv"": 0.07421875, ""dolma3_cc/art_and_design_high"": 0.00634765625, ""dolma3_cc/art_and_design_low"": 0.00537109375, ""dolma3_cc/crime_and_law_high"": 0.0185546875, ""dolma3_cc/crime_and_law_low"": 0.00927734375, ""dolma3_cc/education_and_jobs_high"": 0.001953125, ""dolma3_cc/education_and_jobs_low"": 0.01318359375, ""dolma3_cc/electronics_and_hardware_high"": 0.06982421875, ""dolma3_cc/electronics_and_hardware_low"": 0.0029296875, ""dolma3_cc/entertainment_high"": 0.00537109375, ""dolma3_cc/entertainment_low"": 0.0087890625, ""dolma3_cc/finance_and_business_high"": 0.029296875, ""dolma3_cc/finance_and_business_low"": 0.00390625, ""dolma3_cc/food_and_dining_high"": 0.00830078125, ""dolma3_cc/food_and_dining_low"": 0.001953125, ""dolma3_cc/games_high"": 0.00634765625, ""dolma3_cc/games_low"": 0.00146484375, ""dolma3_cc/health_high"": 0.0068359375, ""dolma3_cc/health_low"": 0.0068359375, ""dolma3_cc/history_and_geography_high"": 0.0166015625, ""dolma3_cc/history_and_geography_low"": 0.0068359375, ""dolma3_cc/industrial_high"": 0.0048828125, ""dolma3_cc/industrial_low"": 0.0107421875, ""dolma3_cc/literature_high"": 0.1220703125, ""dolma3_cc/literature_low"": 0.02685546875, ""dolma3_cc/science_math_and_technology_high"": 0.01953125, ""dolma3_cc/science_math_and_technology_low"": 0.04296875, ""dolma3_finemath_3plus"": 0.0234375, ""dolma3_stack_edu"": 0.08056640625, ""dolma3_wikipedia"": 0.001953125, ""dolmino_common_crawl_hq"": 0.0478515625, ""dolmino_olmocr_pdfs_hq"": 0.0712890625, ""dolmino_stack_edu_fim"": 0.07373046875, ""dolmino_stem_heavy_crawl"": 0.00390625, ""dolmino_synth_code"": 0.02490234375, ""dolmino_synth_instruction"": 0.00244140625, ""dolmino_synth_math"": 0.01708984375, ""dolmino_synth_qa"": 0.1123046875, ""dolmino_synth_thinking"": 0.00927734375}"
sparse_04_h150_plus,local_wave2b_sparse_geometry,sparse_geometry,True,False,0,930000,sparse_04,sparse_geometry,outcome-blind deterministic geometry,plus,0.15,0.1497518418070164,0.08349609375,7.476309420387253,16.881880654662066,"{""dolma3_arxiv"": 0.0107421875, ""dolma3_cc/art_and_design_high"": 0.0078125, ""dolma3_cc/art_and_design_low"": 0.00634765625, ""dolma3_cc/crime_and_law_high"": 0.02197265625, ""dolma3_cc/crime_and_law_low"": 0.0107421875, ""dolma3_cc/education_and_jobs_high"": 0.021484375, ""dolma3_cc/education_and_jobs_low"": 0.015625, ""dolma3_cc/electronics_and_hardware_high"": 0.01025390625, ""dolma3_cc/electronics_and_hardware_low"": 0.00341796875, ""dolma3_cc/entertainment_high"": 0.00634765625, ""dolma3_cc/entertainment_low"": 0.01025390625, ""dolma3_cc/finance_and_business_high"": 0.03466796875, ""dolma3_cc/finance_and_business_low"": 0.00439453125, ""dolma3_cc/food_and_dining_high"": 0.009765625, ""dolma3_cc/food_and_dining_low"": 0.00244140625, ""dolma3_cc/games_high"": 0.0078125, ""dolma3_cc/games_low"": 0.00146484375, ""dolma3_cc/health_high"": 0.00830078125, ""dolma3_cc/health_low"": 0.00830078125, ""dolma3_cc/history_and_geography_high"": 0.00244140625, ""dolma3_cc/history_and_geography_low"": 0.00830078125, ""dolma3_cc/industrial_high"": 0.05029296875, ""dolma3_cc/industrial_low"": 0.0126953125, ""dolma3_cc/literature_high"": 0.017578125, ""dolma3_cc/literature_low"": 0.03173828125, ""dolma3_cc/science_math_and_technology_high"": 0.0234375, ""dolma3_cc/science_math_and_technology_low"": 0.0517578125, ""dolma3_finemath_3plus"": 0.02783203125, ""dolma3_stack_edu"": 0.09619140625, ""dolma3_wikipedia"": 0.021484375, ""dolmino_common_crawl_hq"": 0.0576171875, ""dolmino_olmocr_pdfs_hq"": 0.0849609375, ""dolmino_stack_edu_fim"": 0.087890625, ""dolmino_stem_heavy_crawl"": 0.00439453125, ""dolmino_synth_code"": 0.029296875, ""dolmino_synth_instruction"": 0.0244140625, ""dolmino_synth_math"": 0.02001953125, ""dolmino_synth_qa"": 0.13427734375, ""dolmino_synth_thinking"": 0.01123046875}"
sparse_05_h080_minus,local_wave2b_sparse_geometry,sparse_geometry,True,False,0,930000,sparse_05,sparse_geometry,outcome-blind deterministic geometry,minus,0.08,0.08016872937475758,0.0869140625,2.208909601478052,11.614480835752865,"{""dolma3_arxiv"": 0.0302734375, ""dolma3_cc/art_and_design_high"": 0.00732421875, ""dolma3_cc/art_and_design_low"": 0.005859375, ""dolma3_cc/crime_and_law_high"": 0.013671875, ""dolma3_cc/crime_and_law_low"": 0.009765625, ""dolma3_cc/education_and_jobs_high"": 0.00634765625, ""dolma3_cc/education_and_jobs_low"": 0.021484375, ""dolma3_cc/electronics_and_hardware_high"": 0.02880859375, ""dolma3_cc/electronics_and_hardware_low"": 0.00341796875, ""dolma3_cc/entertainment_high"": 0.005859375, ""dolma3_cc/entertainment_low"": 0.009765625, ""dolma3_cc/finance_and_business_high"": 0.0322265625, ""dolma3_cc/finance_and_business_low"": 0.00390625, ""dolma3_cc/food_and_dining_high"": 0.00927734375, ""dolma3_cc/food_and_dining_low"": 0.00244140625, ""dolma3_cc/games_high"": 0.0048828125, ""dolma3_cc/games_low"": 0.00146484375, ""dolma3_cc/health_high"": 0.0078125, ""dolma3_cc/health_low"": 0.0078125, ""dolma3_cc/history_and_geography_high"": 0.0068359375, ""dolma3_cc/history_and_geography_low"": 0.0078125, ""dolma3_cc/industrial_high"": 0.01513671875, ""dolma3_cc/industrial_low"": 0.01171875, ""dolma3_cc/literature_high"": 0.05029296875, ""dolma3_cc/literature_low"": 0.02978515625, ""dolma3_cc/science_math_and_technology_high"": 0.03271484375, ""dolma3_cc/science_math_and_technology_low"": 0.0322265625, ""dolma3_finemath_3plus"": 0.02587890625, ""dolma3_stack_edu"": 0.13330078125, ""dolma3_wikipedia"": 0.00634765625, ""dolmino_common_crawl_hq"": 0.05322265625, ""dolmino_olmocr_pdfs_hq"": 0.07861328125, ""dolmino_stack_edu_fim"": 0.12158203125, ""dolmino_stem_heavy_crawl"": 0.00390625, ""dolmino_synth_code"": 0.01806640625, ""dolmino_synth_instruction"": 0.00732421875, ""dolmino_synth_math"": 0.0185546875, ""dolmino_synth_qa"": 0.1240234375, ""dolmino_synth_thinking"": 0.01025390625}"
sparse_05_h080_plus,local_wave2b_sparse_geometry,sparse_geometry,True,False,0,930000,sparse_05,sparse_geometry,outcome-blind deterministic geometry,plus,0.08,0.08020787598297875,0.0703125,3.008013263012478,11.784396958943484,"{""dolma3_arxiv"": 0.033203125, ""dolma3_cc/art_and_design_high"": 0.0078125, ""dolma3_cc/art_and_design_low"": 0.00634765625, ""dolma3_cc/crime_and_law_high"": 0.03369140625, ""dolma3_cc/crime_and_law_low"": 0.01123046875, ""dolma3_cc/education_and_jobs_high"": 0.0068359375, ""dolma3_cc/education_and_jobs_low"": 0.0107421875, ""dolma3_cc/electronics_and_hardware_high"": 0.03125, ""dolma3_cc/electronics_and_hardware_low"": 0.00341796875, ""dolma3_cc/entertainment_high"": 0.00634765625, ""dolma3_cc/entertainment_low"": 0.0107421875, ""dolma3_cc/finance_and_business_high"": 0.03564453125, ""dolma3_cc/finance_and_business_low"": 0.00439453125, ""dolma3_cc/food_and_dining_high"": 0.01025390625, ""dolma3_cc/food_and_dining_low"": 0.00244140625, ""dolma3_cc/games_high"": 0.01220703125, ""dolma3_cc/games_low"": 0.00146484375, ""dolma3_cc/health_high"": 0.00830078125, ""dolma3_cc/health_low"": 0.00830078125, ""dolma3_cc/history_and_geography_high"": 0.00732421875, ""dolma3_cc/history_and_geography_low"": 0.00830078125, ""dolma3_cc/industrial_high"": 0.0166015625, ""dolma3_cc/industrial_low"": 0.01318359375, ""dolma3_cc/literature_high"": 0.0546875, ""dolma3_cc/literature_low"": 0.0322265625, ""dolma3_cc/science_math_and_technology_high"": 0.01611328125, ""dolma3_cc/science_math_and_technology_low"": 0.078125, ""dolma3_finemath_3plus"": 0.0283203125, ""dolma3_stack_edu"": 0.0654296875, ""dolma3_wikipedia"": 0.0068359375, ""dolmino_common_crawl_hq"": 0.05810546875, ""dolmino_olmocr_pdfs_hq"": 0.0859375, ""dolmino_stack_edu_fim"": 0.0595703125, ""dolmino_stem_heavy_crawl"": 0.00439453125, ""dolmino_synth_code"": 0.04443359375, ""dolmino_synth_instruction"": 0.0078125, ""dolmino_synth_math"": 0.0205078125, ""dolmino_synth_qa"": 0.1357421875, ""dolmino_synth_thinking"": 0.01171875}"
sparse_05_h150_minus,local_wave2b_sparse_geometry,sparse_geometry,True,False,0,930000,sparse_05,sparse_geometry,outcome-blind deterministic geometry,minus,0.15,0.15021568715059117,0.17431640625,2.0389934782874324,11.444564712562245,"{""dolma3_arxiv"": 0.02734375, ""dolma3_cc/art_and_design_high"": 0.00634765625, ""dolma3_cc/art_and_design_low"": 0.00537109375, ""dolma3_cc/crime_and_law_high"": 0.0087890625, ""dolma3_cc/crime_and_law_low"": 0.0087890625, ""dolma3_cc/education_and_jobs_high"": 0.005859375, ""dolma3_cc/education_and_jobs_low"": 0.02783203125, ""dolma3_cc/electronics_and_hardware_high"": 0.02587890625, ""dolma3_cc/electronics_and_hardware_low"": 0.0029296875, ""dolma3_cc/entertainment_high"": 0.00537109375, ""dolma3_cc/entertainment_low"": 0.0087890625, ""dolma3_cc/finance_and_business_high"": 0.029296875, ""dolma3_cc/finance_and_business_low"": 0.00390625, ""dolma3_cc/food_and_dining_high"": 0.00830078125, ""dolma3_cc/food_and_dining_low"": 0.001953125, ""dolma3_cc/games_high"": 0.0029296875, ""dolma3_cc/games_low"": 0.0009765625, ""dolma3_cc/health_high"": 0.0068359375, ""dolma3_cc/health_low"": 0.0068359375, ""dolma3_cc/history_and_geography_high"": 0.00634765625, ""dolma3_cc/history_and_geography_low"": 0.0068359375, ""dolma3_cc/industrial_high"": 0.013671875, ""dolma3_cc/industrial_low"": 0.0107421875, ""dolma3_cc/literature_high"": 0.044921875, ""dolma3_cc/literature_low"": 0.02685546875, ""dolma3_cc/science_math_and_technology_high"": 0.0419921875, ""dolma3_cc/science_math_and_technology_low"": 0.02001953125, ""dolma3_finemath_3plus"": 0.0234375, ""dolma3_stack_edu"": 0.1708984375, ""dolma3_wikipedia"": 0.005859375, ""dolmino_common_crawl_hq"": 0.0478515625, ""dolmino_olmocr_pdfs_hq"": 0.07080078125, ""dolmino_stack_edu_fim"": 0.15576171875, ""dolmino_stem_heavy_crawl"": 0.00390625, ""dolmino_synth_code"": 0.01171875, ""dolmino_synth_instruction"": 0.00634765625, ""dolmino_synth_math"": 0.0166015625, ""dolmino_synth_qa"": 0.11181640625, ""dolmino_synth_thinking"": 0.00927734375}"
