continuation_id,role,selection_tranche,fit_budget,referee_holdout,prefix_repeat_seed,data_seed,direction_id,direction_family,direction_outcome_status,sign,target_hellinger,achieved_hellinger_to_tied,tv_to_tied,max_phase_1_materialized_epoch,max_total_materialized_epoch,weights_json
dense_02_h150_plus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_02,dense_geometry,outcome-blind deterministic geometry,plus,0.15,0.14943597428372796,0.17578125,2.8096827181984683,11.614480835752865,"{""dolma3_arxiv"": 0.02587890625, ""dolma3_cc/art_and_design_high"": 0.00390625, ""dolma3_cc/art_and_design_low"": 0.00341796875, ""dolma3_cc/crime_and_law_high"": 0.0283203125, ""dolma3_cc/crime_and_law_low"": 0.00537109375, ""dolma3_cc/education_and_jobs_high"": 0.00390625, ""dolma3_cc/education_and_jobs_low"": 0.02734375, ""dolma3_cc/electronics_and_hardware_high"": 0.04443359375, ""dolma3_cc/electronics_and_hardware_low"": 0.00732421875, ""dolma3_cc/entertainment_high"": 0.00537109375, ""dolma3_cc/entertainment_low"": 0.01513671875, ""dolma3_cc/finance_and_business_high"": 0.0390625, ""dolma3_cc/finance_and_business_low"": 0.0048828125, ""dolma3_cc/food_and_dining_high"": 0.0107421875, ""dolma3_cc/food_and_dining_low"": 0.00537109375, ""dolma3_cc/games_high"": 0.00390625, ""dolma3_cc/games_low"": 0.00146484375, ""dolma3_cc/health_high"": 0.00341796875, ""dolma3_cc/health_low"": 0.00537109375, ""dolma3_cc/history_and_geography_high"": 0.0087890625, ""dolma3_cc/history_and_geography_low"": 0.00390625, ""dolma3_cc/industrial_high"": 0.0087890625, ""dolma3_cc/industrial_low"": 0.0068359375, ""dolma3_cc/literature_high"": 0.02880859375, ""dolma3_cc/literature_low"": 0.02734375, ""dolma3_cc/science_math_and_technology_high"": 0.0166015625, ""dolma3_cc/science_math_and_technology_low"": 0.0732421875, ""dolma3_finemath_3plus"": 0.01220703125, ""dolma3_stack_edu"": 0.09033203125, ""dolma3_wikipedia"": 0.00634765625, ""dolmino_common_crawl_hq"": 0.02783203125, ""dolmino_olmocr_pdfs_hq"": 0.15869140625, ""dolmino_stack_edu_fim"": 0.05908203125, ""dolmino_stem_heavy_crawl"": 0.00439453125, ""dolmino_synth_code"": 0.04150390625, ""dolmino_synth_instruction"": 0.0087890625, ""dolmino_synth_math"": 0.015625, ""dolmino_synth_qa"": 0.14892578125, ""dolmino_synth_thinking"": 0.00732421875}"
dense_03_h150_minus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_03,dense_geometry,outcome-blind deterministic geometry,minus,0.15,0.14961958083982752,0.169921875,1.359328985524955,10.764900219799769,"{""dolma3_arxiv"": 0.01953125, ""dolma3_cc/art_and_design_high"": 0.00537109375, ""dolma3_cc/art_and_design_low"": 0.0048828125, ""dolma3_cc/crime_and_law_high"": 0.02685546875, ""dolma3_cc/crime_and_law_low"": 0.0048828125, ""dolma3_cc/education_and_jobs_high"": 0.009765625, ""dolma3_cc/education_and_jobs_low"": 0.00927734375, ""dolma3_cc/electronics_and_hardware_high"": 0.0751953125, ""dolma3_cc/electronics_and_hardware_low"": 0.00390625, ""dolma3_cc/entertainment_high"": 0.00244140625, ""dolma3_cc/entertainment_low"": 0.00732421875, ""dolma3_cc/finance_and_business_high"": 0.08154296875, ""dolma3_cc/finance_and_business_low"": 0.00244140625, ""dolma3_cc/food_and_dining_high"": 0.009765625, ""dolma3_cc/food_and_dining_low"": 0.0009765625, ""dolma3_cc/games_high"": 0.0107421875, ""dolma3_cc/games_low"": 0.00048828125, ""dolma3_cc/health_high"": 0.00732421875, ""dolma3_cc/health_low"": 0.00634765625, ""dolma3_cc/history_and_geography_high"": 0.00537109375, ""dolma3_cc/history_and_geography_low"": 0.00634765625, ""dolma3_cc/industrial_high"": 0.01708984375, ""dolma3_cc/industrial_low"": 0.01318359375, ""dolma3_cc/literature_high"": 0.05419921875, ""dolma3_cc/literature_low"": 0.01416015625, ""dolma3_cc/science_math_and_technology_high"": 0.0166015625, ""dolma3_cc/science_math_and_technology_low"": 0.03271484375, ""dolma3_finemath_3plus"": 0.0224609375, ""dolma3_stack_edu"": 0.07177734375, ""dolma3_wikipedia"": 0.00390625, ""dolmino_common_crawl_hq"": 0.06201171875, ""dolmino_olmocr_pdfs_hq"": 0.0576171875, ""dolmino_stack_edu_fim"": 0.09326171875, ""dolmino_stem_heavy_crawl"": 0.00390625, ""dolmino_synth_code"": 0.01806640625, ""dolmino_synth_instruction"": 0.01025390625, ""dolmino_synth_math"": 0.01416015625, ""dolmino_synth_qa"": 0.185546875, ""dolmino_synth_thinking"": 0.00830078125}"
dense_03_h150_plus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_03,dense_geometry,outcome-blind deterministic geometry,plus,0.15,0.14963903319344402,0.1728515625,3.398322463812388,12.803893698087201,"{""dolma3_arxiv"": 0.04833984375, ""dolma3_cc/art_and_design_high"": 0.00927734375, ""dolma3_cc/art_and_design_low"": 0.00732421875, ""dolma3_cc/crime_and_law_high"": 0.01416015625, ""dolma3_cc/crime_and_law_low"": 0.0205078125, ""dolma3_cc/education_and_jobs_high"": 0.00390625, ""dolma3_cc/education_and_jobs_low"": 0.02294921875, ""dolma3_cc/electronics_and_hardware_high"": 0.00927734375, ""dolma3_cc/electronics_and_hardware_low"": 0.00244140625, ""dolma3_cc/entertainment_high"": 0.01513671875, ""dolma3_cc/entertainment_low"": 0.0126953125, ""dolma3_cc/finance_and_business_high"": 0.01123046875, ""dolma3_cc/finance_and_business_low"": 0.00732421875, ""dolma3_cc/food_and_dining_high"": 0.00830078125, ""dolma3_cc/food_and_dining_low"": 0.0068359375, ""dolma3_cc/games_high"": 0.00439453125, ""dolma3_cc/games_low"": 0.00341796875, ""dolma3_cc/health_high"": 0.0078125, ""dolma3_cc/health_low"": 0.00927734375, ""dolma3_cc/history_and_geography_high"": 0.00830078125, ""dolma3_cc/history_and_geography_low"": 0.009765625, ""dolma3_cc/industrial_high"": 0.0126953125, ""dolma3_cc/industrial_low"": 0.01025390625, ""dolma3_cc/literature_high"": 0.04345703125, ""dolma3_cc/literature_low"": 0.06494140625, ""dolma3_cc/science_math_and_technology_high"": 0.0283203125, ""dolma3_cc/science_math_and_technology_low"": 0.0693359375, ""dolma3_finemath_3plus"": 0.029296875, ""dolma3_stack_edu"": 0.1083984375, ""dolma3_wikipedia"": 0.009765625, ""dolmino_common_crawl_hq"": 0.04296875, ""dolmino_olmocr_pdfs_hq"": 0.1064453125, ""dolmino_stack_edu_fim"": 0.0673828125, ""dolmino_stem_heavy_crawl"": 0.00390625, ""dolmino_synth_code"": 0.0419921875, ""dolmino_synth_instruction"": 0.0048828125, ""dolmino_synth_math"": 0.0244140625, ""dolmino_synth_qa"": 0.076171875, ""dolmino_synth_thinking"": 0.0126953125}"
dense_04_h150_minus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_04,dense_geometry,outcome-blind deterministic geometry,minus,0.15,0.15015411701502074,0.17626953125,2.8885740942405294,12.294145328515341,"{""dolma3_arxiv"": 0.033203125, ""dolma3_cc/art_and_design_high"": 0.0078125, ""dolma3_cc/art_and_design_low"": 0.0146484375, ""dolma3_cc/crime_and_law_high"": 0.0166015625, ""dolma3_cc/crime_and_law_low"": 0.013671875, ""dolma3_cc/education_and_jobs_high"": 0.0107421875, ""dolma3_cc/education_and_jobs_low"": 0.02392578125, ""dolma3_cc/electronics_and_hardware_high"": 0.03857421875, ""dolma3_cc/electronics_and_hardware_low"": 0.0029296875, ""dolma3_cc/entertainment_high"": 0.00439453125, ""dolma3_cc/entertainment_low"": 0.00927734375, ""dolma3_cc/finance_and_business_high"": 0.03759765625, ""dolma3_cc/finance_and_business_low"": 0.00341796875, ""dolma3_cc/food_and_dining_high"": 0.0078125, ""dolma3_cc/food_and_dining_low"": 0.0029296875, ""dolma3_cc/games_high"": 0.00537109375, ""dolma3_cc/games_low"": 0.00146484375, ""dolma3_cc/health_high"": 0.0205078125, ""dolma3_cc/health_low"": 0.0166015625, ""dolma3_cc/history_and_geography_high"": 0.00341796875, ""dolma3_cc/history_and_geography_low"": 0.005859375, ""dolma3_cc/industrial_high"": 0.0146484375, ""dolma3_cc/industrial_low"": 0.01025390625, ""dolma3_cc/literature_high"": 0.03759765625, ""dolma3_cc/literature_low"": 0.01806640625, ""dolma3_cc/science_math_and_technology_high"": 0.033203125, ""dolma3_cc/science_math_and_technology_low"": 0.11669921875, ""dolma3_finemath_3plus"": 0.01416015625, ""dolma3_stack_edu"": 0.1083984375, ""dolma3_wikipedia"": 0.00830078125, ""dolmino_common_crawl_hq"": 0.0283203125, ""dolmino_olmocr_pdfs_hq"": 0.05126953125, ""dolmino_stack_edu_fim"": 0.109375, ""dolmino_stem_heavy_crawl"": 0.00537109375, ""dolmino_synth_code"": 0.03369140625, ""dolmino_synth_instruction"": 0.00439453125, ""dolmino_synth_math"": 0.015625, ""dolmino_synth_qa"": 0.0947265625, ""dolmino_synth_thinking"": 0.01513671875}"
dense_04_h150_plus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_04,dense_geometry,outcome-blind deterministic geometry,plus,0.15,0.15048802645987594,0.18017578125,1.796892636306691,11.104732466181007,"{""dolma3_arxiv"": 0.0263671875, ""dolma3_cc/art_and_design_high"": 0.00634765625, ""dolma3_cc/art_and_design_low"": 0.001953125, ""dolma3_cc/crime_and_law_high"": 0.0244140625, ""dolma3_cc/crime_and_law_low"": 0.0068359375, ""dolma3_cc/education_and_jobs_high"": 0.00341796875, ""dolma3_cc/education_and_jobs_low"": 0.0078125, ""dolma3_cc/electronics_and_hardware_high"": 0.01953125, ""dolma3_cc/electronics_and_hardware_low"": 0.00341796875, ""dolma3_cc/entertainment_high"": 0.0078125, ""dolma3_cc/entertainment_low"": 0.009765625, ""dolma3_cc/finance_and_business_high"": 0.02587890625, ""dolma3_cc/finance_and_business_low"": 0.0048828125, ""dolma3_cc/food_and_dining_high"": 0.01025390625, ""dolma3_cc/food_and_dining_low"": 0.00146484375, ""dolma3_cc/games_high"": 0.009765625, ""dolma3_cc/games_low"": 0.00146484375, ""dolma3_cc/health_high"": 0.00244140625, ""dolma3_cc/health_low"": 0.0029296875, ""dolma3_cc/history_and_geography_high"": 0.013671875, ""dolma3_cc/history_and_geography_low"": 0.009765625, ""dolma3_cc/industrial_high"": 0.0146484375, ""dolma3_cc/industrial_low"": 0.01318359375, ""dolma3_cc/literature_high"": 0.0654296875, ""dolma3_cc/literature_low"": 0.04931640625, ""dolma3_cc/science_math_and_technology_high"": 0.01318359375, ""dolma3_cc/science_math_and_technology_low"": 0.01708984375, ""dolma3_finemath_3plus"": 0.0478515625, ""dolma3_stack_edu"": 0.06884765625, ""dolma3_wikipedia"": 0.0048828125, ""dolmino_common_crawl_hq"": 0.10302734375, ""dolmino_olmocr_pdfs_hq"": 0.12060546875, ""dolmino_stack_edu_fim"": 0.05615234375, ""dolmino_stem_heavy_crawl"": 0.0029296875, ""dolmino_synth_code"": 0.02099609375, ""dolmino_synth_instruction"": 0.01220703125, ""dolmino_synth_math"": 0.02197265625, ""dolmino_synth_qa"": 0.16064453125, ""dolmino_synth_thinking"": 0.0068359375}"
dense_05_h150_minus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_05,dense_geometry,outcome-blind deterministic geometry,minus,0.15,0.1502721248102403,0.15869140625,1.757743266222188,11.104732466181007,"{""dolma3_arxiv"": 0.03515625, ""dolma3_cc/art_and_design_high"": 0.005859375, ""dolma3_cc/art_and_design_low"": 0.0048828125, ""dolma3_cc/crime_and_law_high"": 0.02099609375, ""dolma3_cc/crime_and_law_low"": 0.0068359375, ""dolma3_cc/education_and_jobs_high"": 0.00927734375, ""dolma3_cc/education_and_jobs_low"": 0.0087890625, ""dolma3_cc/electronics_and_hardware_high"": 0.04443359375, ""dolma3_cc/electronics_and_hardware_low"": 0.00146484375, ""dolma3_cc/entertainment_high"": 0.00439453125, ""dolma3_cc/entertainment_low"": 0.00341796875, ""dolma3_cc/finance_and_business_high"": 0.02392578125, ""dolma3_cc/finance_and_business_low"": 0.00439453125, ""dolma3_cc/food_and_dining_high"": 0.02490234375, ""dolma3_cc/food_and_dining_low"": 0.00341796875, ""dolma3_cc/games_high"": 0.00927734375, ""dolma3_cc/games_low"": 0.00146484375, ""dolma3_cc/health_high"": 0.00732421875, ""dolma3_cc/health_low"": 0.00732421875, ""dolma3_cc/history_and_geography_high"": 0.00634765625, ""dolma3_cc/history_and_geography_low"": 0.01220703125, ""dolma3_cc/industrial_high"": 0.0185546875, ""dolma3_cc/industrial_low"": 0.02001953125, ""dolma3_cc/literature_high"": 0.0302734375, ""dolma3_cc/literature_low"": 0.0322265625, ""dolma3_cc/science_math_and_technology_high"": 0.02099609375, ""dolma3_cc/science_math_and_technology_low"": 0.0234375, ""dolma3_finemath_3plus"": 0.01318359375, ""dolma3_stack_edu"": 0.1845703125, ""dolma3_wikipedia"": 0.0048828125, ""dolmino_common_crawl_hq"": 0.0263671875, ""dolmino_olmocr_pdfs_hq"": 0.095703125, ""dolmino_stack_edu_fim"": 0.0830078125, ""dolmino_stem_heavy_crawl"": 0.00390625, ""dolmino_synth_code"": 0.02099609375, ""dolmino_synth_instruction"": 0.00634765625, ""dolmino_synth_math"": 0.02099609375, ""dolmino_synth_qa"": 0.140625, ""dolmino_synth_thinking"": 0.0078125}"
dense_05_h150_plus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_05,dense_geometry,outcome-blind deterministic geometry,plus,0.15,0.14964247040793585,0.1767578125,2.8885740942405294,12.294145328515341,"{""dolma3_arxiv"": 0.025390625, ""dolma3_cc/art_and_design_high"": 0.0087890625, ""dolma3_cc/art_and_design_low"": 0.00634765625, ""dolma3_cc/crime_and_law_high"": 0.01904296875, ""dolma3_cc/crime_and_law_low"": 0.013671875, ""dolma3_cc/education_and_jobs_high"": 0.00439453125, ""dolma3_cc/education_and_jobs_low"": 0.02294921875, ""dolma3_cc/electronics_and_hardware_high"": 0.017578125, ""dolma3_cc/electronics_and_hardware_low"": 0.005859375, ""dolma3_cc/entertainment_high"": 0.00732421875, ""dolma3_cc/entertainment_low"": 0.02685546875, ""dolma3_cc/finance_and_business_high"": 0.04150390625, ""dolma3_cc/finance_and_business_low"": 0.00390625, ""dolma3_cc/food_and_dining_high"": 0.00341796875, ""dolma3_cc/food_and_dining_low"": 0.00146484375, ""dolma3_cc/games_high"": 0.00537109375, ""dolma3_cc/games_low"": 0.00146484375, ""dolma3_cc/health_high"": 0.0078125, ""dolma3_cc/health_low"": 0.00732421875, ""dolma3_cc/history_and_geography_high"": 0.00732421875, ""dolma3_cc/history_and_geography_low"": 0.0048828125, ""dolma3_cc/industrial_high"": 0.01171875, ""dolma3_cc/industrial_low"": 0.0068359375, ""dolma3_cc/literature_high"": 0.07861328125, ""dolma3_cc/literature_low"": 0.0263671875, ""dolma3_cc/science_math_and_technology_high"": 0.02197265625, ""dolma3_cc/science_math_and_technology_low"": 0.091796875, ""dolma3_finemath_3plus"": 0.0478515625, ""dolma3_stack_edu"": 0.04150390625, ""dolma3_wikipedia"": 0.00830078125, ""dolmino_common_crawl_hq"": 0.1015625, ""dolmino_olmocr_pdfs_hq"": 0.0625, ""dolmino_stack_edu_fim"": 0.07666015625, ""dolmino_stem_heavy_crawl"": 0.00439453125, ""dolmino_synth_code"": 0.0341796875, ""dolmino_synth_instruction"": 0.00830078125, ""dolmino_synth_math"": 0.01611328125, ""dolmino_synth_qa"": 0.10546875, ""dolmino_synth_thinking"": 0.01318359375}"
dense_06_h150_minus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_06,dense_geometry,outcome-blind deterministic geometry,minus,0.15,0.15057297665664157,0.1650390625,2.247746174558775,10.59498409660915,"{""dolma3_arxiv"": 0.015625, ""dolma3_cc/art_and_design_high"": 0.01123046875, ""dolma3_cc/art_and_design_low"": 0.00390625, ""dolma3_cc/crime_and_law_high"": 0.02783203125, ""dolma3_cc/crime_and_law_low"": 0.0048828125, ""dolma3_cc/education_and_jobs_high"": 0.00439453125, ""dolma3_cc/education_and_jobs_low"": 0.025390625, ""dolma3_cc/electronics_and_hardware_high"": 0.02392578125, ""dolma3_cc/electronics_and_hardware_low"": 0.00146484375, ""dolma3_cc/entertainment_high"": 0.01513671875, ""dolma3_cc/entertainment_low"": 0.00439453125, ""dolma3_cc/finance_and_business_high"": 0.0322265625, ""dolma3_cc/finance_and_business_low"": 0.00341796875, ""dolma3_cc/food_and_dining_high"": 0.00830078125, ""dolma3_cc/food_and_dining_low"": 0.0009765625, ""dolma3_cc/games_high"": 0.00390625, ""dolma3_cc/games_low"": 0.00048828125, ""dolma3_cc/health_high"": 0.00634765625, ""dolma3_cc/health_low"": 0.0224609375, ""dolma3_cc/history_and_geography_high"": 0.00390625, ""dolma3_cc/history_and_geography_low"": 0.00830078125, ""dolma3_cc/industrial_high"": 0.00439453125, ""dolma3_cc/industrial_low"": 0.017578125, ""dolma3_cc/literature_high"": 0.021484375, ""dolma3_cc/literature_low"": 0.0244140625, ""dolma3_cc/science_math_and_technology_high"": 0.01708984375, ""dolma3_cc/science_math_and_technology_low"": 0.04541015625, ""dolma3_finemath_3plus"": 0.0595703125, ""dolma3_stack_edu"": 0.08544921875, ""dolma3_wikipedia"": 0.00341796875, ""dolmino_common_crawl_hq"": 0.0947265625, ""dolmino_olmocr_pdfs_hq"": 0.060546875, ""dolmino_stack_edu_fim"": 0.0966796875, ""dolmino_stem_heavy_crawl"": 0.00146484375, ""dolmino_synth_code"": 0.033203125, ""dolmino_synth_instruction"": 0.00927734375, ""dolmino_synth_math"": 0.01806640625, ""dolmino_synth_qa"": 0.1669921875, ""dolmino_synth_thinking"": 0.01171875}"
dense_06_h150_plus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_06,dense_geometry,outcome-blind deterministic geometry,plus,0.15,0.14924404094938476,0.166015625,3.568238587003007,12.97380982127782,"{""dolma3_arxiv"": 0.0546875, ""dolma3_cc/art_and_design_high"": 0.0048828125, ""dolma3_cc/art_and_design_low"": 0.00830078125, ""dolma3_cc/crime_and_law_high"": 0.0146484375, ""dolma3_cc/crime_and_law_low"": 0.0185546875, ""dolma3_cc/education_and_jobs_high"": 0.0087890625, ""dolma3_cc/education_and_jobs_low"": 0.00830078125, ""dolma3_cc/electronics_and_hardware_high"": 0.03271484375, ""dolma3_cc/electronics_and_hardware_low"": 0.005859375, ""dolma3_cc/entertainment_high"": 0.00244140625, ""dolma3_cc/entertainment_low"": 0.0185546875, ""dolma3_cc/finance_and_business_high"": 0.03125, ""dolma3_cc/finance_and_business_low"": 0.0048828125, ""dolma3_cc/food_and_dining_high"": 0.009765625, ""dolma3_cc/food_and_dining_low"": 0.00390625, ""dolma3_cc/games_high"": 0.01171875, ""dolma3_cc/games_low"": 0.00341796875, ""dolma3_cc/health_high"": 0.00927734375, ""dolma3_cc/health_low"": 0.0029296875, ""dolma3_cc/history_and_geography_high"": 0.01171875, ""dolma3_cc/history_and_geography_low"": 0.0068359375, ""dolma3_cc/industrial_high"": 0.04443359375, ""dolma3_cc/industrial_low"": 0.0078125, ""dolma3_cc/literature_high"": 0.10595703125, ""dolma3_cc/literature_low"": 0.0341796875, ""dolma3_cc/science_math_and_technology_high"": 0.0263671875, ""dolma3_cc/science_math_and_technology_low"": 0.0478515625, ""dolma3_finemath_3plus"": 0.01171875, ""dolma3_stack_edu"": 0.08935546875, ""dolma3_wikipedia"": 0.01025390625, ""dolmino_common_crawl_hq"": 0.02978515625, ""dolmino_olmocr_pdfs_hq"": 0.09619140625, ""dolmino_stack_edu_fim"": 0.06689453125, ""dolmino_stem_heavy_crawl"": 0.009765625, ""dolmino_synth_code"": 0.02197265625, ""dolmino_synth_instruction"": 0.00537109375, ""dolmino_synth_math"": 0.0185546875, ""dolmino_synth_qa"": 0.0908203125, ""dolmino_synth_thinking"": 0.00927734375}"
dense_07_h150_minus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_07,dense_geometry,outcome-blind deterministic geometry,minus,0.15,0.1502886060984089,0.18408203125,2.208909601478052,11.614480835752865,"{""dolma3_arxiv"": 0.048828125, ""dolma3_cc/art_and_design_high"": 0.0078125, ""dolma3_cc/art_and_design_low"": 0.00439453125, ""dolma3_cc/crime_and_law_high"": 0.01806640625, ""dolma3_cc/crime_and_law_low"": 0.00537109375, ""dolma3_cc/education_and_jobs_high"": 0.00341796875, ""dolma3_cc/education_and_jobs_low"": 0.0107421875, ""dolma3_cc/electronics_and_hardware_high"": 0.03271484375, ""dolma3_cc/electronics_and_hardware_low"": 0.00146484375, ""dolma3_cc/entertainment_high"": 0.0048828125, ""dolma3_cc/entertainment_low"": 0.0185546875, ""dolma3_cc/finance_and_business_high"": 0.02783203125, ""dolma3_cc/finance_and_business_low"": 0.00537109375, ""dolma3_cc/food_and_dining_high"": 0.01220703125, ""dolma3_cc/food_and_dining_low"": 0.00146484375, ""dolma3_cc/games_high"": 0.00390625, ""dolma3_cc/games_low"": 0.001953125, ""dolma3_cc/health_high"": 0.0048828125, ""dolma3_cc/health_low"": 0.0185546875, ""dolma3_cc/history_and_geography_high"": 0.0068359375, ""dolma3_cc/history_and_geography_low"": 0.0078125, ""dolma3_cc/industrial_high"": 0.025390625, ""dolma3_cc/industrial_low"": 0.0107421875, ""dolma3_cc/literature_high"": 0.05615234375, ""dolma3_cc/literature_low"": 0.03515625, ""dolma3_cc/science_math_and_technology_high"": 0.0166015625, ""dolma3_cc/science_math_and_technology_low"": 0.0634765625, ""dolma3_finemath_3plus"": 0.0283203125, ""dolma3_stack_edu"": 0.0673828125, ""dolma3_wikipedia"": 0.00634765625, ""dolmino_common_crawl_hq"": 0.08447265625, ""dolmino_olmocr_pdfs_hq"": 0.056640625, ""dolmino_stack_edu_fim"": 0.16650390625, ""dolmino_stem_heavy_crawl"": 0.0048828125, ""dolmino_synth_code"": 0.0185546875, ""dolmino_synth_instruction"": 0.01318359375, ""dolmino_synth_math"": 0.0087890625, ""dolmino_synth_qa"": 0.07568359375, ""dolmino_synth_thinking"": 0.0146484375}"
dense_07_h150_plus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_07,dense_geometry,outcome-blind deterministic geometry,plus,0.15,0.14998033215524736,0.18017578125,2.7105174457914636,11.614480835752865,"{""dolma3_arxiv"": 0.017578125, ""dolma3_cc/art_and_design_high"": 0.0068359375, ""dolma3_cc/art_and_design_low"": 0.00732421875, ""dolma3_cc/crime_and_law_high"": 0.02197265625, ""dolma3_cc/crime_and_law_low"": 0.01806640625, ""dolma3_cc/education_and_jobs_high"": 0.01171875, ""dolma3_cc/education_and_jobs_low"": 0.01953125, ""dolma3_cc/electronics_and_hardware_high"": 0.0234375, ""dolma3_cc/electronics_and_hardware_low"": 0.0078125, ""dolma3_cc/entertainment_high"": 0.0068359375, ""dolma3_cc/entertainment_low"": 0.00439453125, ""dolma3_cc/finance_and_business_high"": 0.0361328125, ""dolma3_cc/finance_and_business_low"": 0.0029296875, ""dolma3_cc/food_and_dining_high"": 0.00634765625, ""dolma3_cc/food_and_dining_low"": 0.00341796875, ""dolma3_cc/games_high"": 0.0126953125, ""dolma3_cc/games_low"": 0.0009765625, ""dolma3_cc/health_high"": 0.01220703125, ""dolma3_cc/health_low"": 0.0029296875, ""dolma3_cc/history_and_geography_high"": 0.0068359375, ""dolma3_cc/history_and_geography_low"": 0.00732421875, ""dolma3_cc/industrial_high"": 0.00830078125, ""dolma3_cc/industrial_low"": 0.01220703125, ""dolma3_cc/literature_high"": 0.0419921875, ""dolma3_cc/literature_low"": 0.0234375, ""dolma3_cc/science_math_and_technology_high"": 0.0283203125, ""dolma3_cc/science_math_and_technology_low"": 0.03369140625, ""dolma3_finemath_3plus"": 0.0224609375, ""dolma3_stack_edu"": 0.115234375, ""dolma3_wikipedia"": 0.00634765625, ""dolmino_common_crawl_hq"": 0.03076171875, ""dolmino_olmocr_pdfs_hq"": 0.107421875, ""dolmino_stack_edu_fim"": 0.0361328125, ""dolmino_stem_heavy_crawl"": 0.00341796875, ""dolmino_synth_code"": 0.0400390625, ""dolmino_synth_instruction"": 0.00390625, ""dolmino_synth_math"": 0.03955078125, ""dolmino_synth_qa"": 0.20263671875, ""dolmino_synth_thinking"": 0.0068359375}"
dense_08_h150_minus,local_wave2b_dense_geometry,dense_geometry,True,False,0,930000,dense_08,dense_geometry,outcome-blind deterministic geometry,minus,0.15,0.14977235006614545,0.17138671875,1.942916113703836,10.59498409660915,"{""dolma3_arxiv"": 0.04296875, ""dolma3_cc/art_and_design_high"": 0.01708984375, ""dolma3_cc/art_and_design_low"": 0.00341796875, ""dolma3_cc/crime_and_law_high"": 0.02294921875, ""dolma3_cc/crime_and_law_low"": 0.00439453125, ""dolma3_cc/education_and_jobs_high"": 0.00244140625, ""dolma3_cc/education_and_jobs_low"": 0.0107421875, ""dolma3_cc/electronics_and_hardware_high"": 0.01220703125, ""dolma3_cc/electronics_and_hardware_low"": 0.0078125, ""dolma3_cc/entertainment_high"": 0.0078125, ""dolma3_cc/entertainment_low"": 0.01123046875, ""dolma3_cc/finance_and_business_high"": 0.02783203125, ""dolma3_cc/finance_and_business_low"": 0.0029296875, ""dolma3_cc/food_and_dining_high"": 0.01171875, ""dolma3_cc/food_and_dining_low"": 0.00439453125, ""dolma3_cc/games_high"": 0.0068359375, ""dolma3_cc/games_low"": 0.0009765625, ""dolma3_cc/health_high"": 0.0087890625, ""dolma3_cc/health_low"": 0.009765625, ""dolma3_cc/history_and_geography_high"": 0.005859375, ""dolma3_cc/history_and_geography_low"": 0.00830078125, ""dolma3_cc/industrial_high"": 0.03076171875, ""dolma3_cc/industrial_low"": 0.02392578125, ""dolma3_cc/literature_high"": 0.07177734375, ""dolma3_cc/literature_low"": 0.0107421875, ""dolma3_cc/science_math_and_technology_high"": 0.01953125, ""dolma3_cc/science_math_and_technology_low"": 0.0869140625, ""dolma3_finemath_3plus"": 0.03173828125, ""dolma3_stack_edu"": 0.14013671875, ""dolma3_wikipedia"": 0.00341796875, ""dolmino_common_crawl_hq"": 0.05322265625, ""dolmino_olmocr_pdfs_hq"": 0.0869140625, ""dolmino_stack_edu_fim"": 0.04345703125, ""dolmino_stem_heavy_crawl"": 0.00341796875, ""dolmino_synth_code"": 0.021484375, ""dolmino_synth_instruction"": 0.00439453125, ""dolmino_synth_math"": 0.02783203125, ""dolmino_synth_qa"": 0.10107421875, ""dolmino_synth_thinking"": 0.0087890625}"
