continuation_id,role,selection_tranche,fit_budget,referee_holdout,prefix_repeat_seed,data_seed,direction_id,direction_family,direction_outcome_status,sign,target_hellinger,bucket,phase_1_count,phase_1_weight,phase_1_materialized_epochs,phase_1_support_cap,total_support_cap
historical_frontier_h080_plus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,plus,0.08,dolmino_synth_thinking,14,0.0068359375,0.2187643437933958,6.7672680940978855,21.18642749409473
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_arxiv,59,0.02880859375,1.3026369398696174,9.191919978715855,28.953842953981127
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/art_and_design_high,19,0.00927734375,0.10375275139996172,2.7464690588686658,9.086179032045354
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/art_and_design_low,32,0.015625,0.4305158191026444,5.33472773227391,15.1945850326734
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/crime_and_law_high,46,0.0224609375,0.1866182687108932,2.8641689185407184,6.7031512182726285
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/crime_and_law_low,18,0.0087890625,0.16256359754718974,4.233630017403927,11.242841081068676
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/education_and_jobs_high,6,0.0029296875,0.014887612233290722,1.7128192461873093,5.532161203685466
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/education_and_jobs_low,68,0.033203125,0.3444635432858555,3.752006254127114,7.411329770360684
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/electronics_and_hardware_high,91,0.04443359375,0.42794414197331027,2.177503087250788,6.261217930594374
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/electronics_and_hardware_low,5,0.00244140625,0.050024709532951794,3.5572692537793955,10.48159517050724
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/entertainment_high,3,0.00146484375,0.004417292082979174,1.5722384864397412,3.932529010266612
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/entertainment_low,22,0.0107421875,0.08901447042332009,2.5319940124119213,8.406276377870158
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/finance_and_business_high,65,0.03173828125,0.07449754408179221,1.311783810434791,2.768739380142504
historical_frontier_h150_minus,local_wave2b_historical_ray,historical_ray,True,False,0,930000,historical_frontier,historical_ray,historical outcome-selected reference,minus,0.15,dolma3_cc/finance_and_business_low,6,0.0029296875,0.014431934769856082,1.9523976870420865,3.5511794688992504
