variant,description,phase_mode,penalty_mode,linear_mode,m_dependent_params_per_domain,total_param_count,train_rmse,train_spearman,train_pearson,cv_rmse,cv_mae,oof_spearman,oof_pearson,cv_foldmean_regret_at_1,cv_regret_at_1,lower_tail_optimism,raw_predicted_optimum_value,raw_nearest_observed_tv,raw_nearest_observed_run_name,raw_nearest_observed_value,raw_phase0_support_gt_1e3,raw_phase1_support_gt_1e3,phase0_max_weight,phase1_max_weight,optimum_success,optimum_message,fit_scale,fit_run_set
dsp_phase_benefit_penalty_nnls,Canonical reduced-bias DSP: phase-1 premium only multiplies the benefit signal.,benefit_gain,log_softplus_squared,nnls,4,158,0.006555406839322407,0.9347064678386194,0.9404140426147096,0.009969339639635177,0.007536321144865046,0.8503125051597327,0.8610519137956926,0.0045864105224609816,0.0,0.004607081203328978,0.7815854323609981,0.8261673208921225,run_00200,1.0687605142593384,1,5,0.9999876720803688,0.3905434300791664,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,60m_1p2b,fit_swarm_60m_default
