run_name,target_family,noise_mode,aggregate_mean_theta,accuracy_reference,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6
run_00236,eval_bpb_irt,variable,0.020917650769670042,0.34539967978947395,-0.28812548157042517,0.4106374458821912,0.7362527705044611,-0.5960368265286746,1.2066758275631604,-1.3438978312326928
run_00123,eval_bpb_irt,variable,0.018603546109193014,0.35176363841845815,-0.4865559096013141,0.7243339731139642,-0.35038063258936786,0.699241352960583,-1.5454338395772946,1.0704163323485876
run_00176,eval_bpb_irt,variable,0.018444744513926498,0.3514644517155893,-0.3522702366169194,1.2114286188405727,0.2500018879911835,0.4434394208488016,-1.8543307069922725,0.4123994830121929
run_00149,eval_bpb_irt,variable,0.01470206065734847,0.34084541341764435,-0.43880365887298983,1.1488238567806879,-2.846114862438653,-0.6325417040993511,1.1398526196194152,1.7169961129549813
run_00188,eval_bpb_irt,variable,0.012033881733290896,0.34952196353458603,0.2763073197129667,1.0845272567766895,-0.4648747758159558,-0.13465440945801835,-0.2049005963251965,-0.48420150449074006
run_00076,eval_bpb_irt,variable,0.011336237913414851,0.3458497873070209,1.9870798247622694,-0.2824756010133011,-2.0870301136331553,-0.22456512716378912,0.0018258175382427444,0.6731826269902226
run_00101,eval_bpb_irt,variable,0.008054122771154193,0.339778329306618,-0.48459015161993446,-0.20756861074556285,1.6513869073472267,-1.1393428313836702,0.906381223695823,-0.677941800666957
run_00010,eval_bpb_irt,variable,0.0061994544705488335,0.34068192221430965,-0.7693732307328425,-0.7966505249771106,-0.28554848726974336,0.4176741165349309,2.4530350948232797,-0.9819402415552211
run_00083,eval_bpb_irt,variable,-0.0017684850697735621,0.35166742761046044,0.6920375663128552,0.22018171970537104,0.6052463111522166,-1.9193531291247545,-0.4780705739455996,0.8693471954812698
run_00072,eval_bpb_irt,variable,-0.00954973447862506,0.3473577729292699,-1.1690166714499235,0.7669729895070864,0.21219483968202418,0.05535456430673458,1.2082216935870962,-1.1310258225047682
run_00172,eval_bpb_irt,variable,-0.01727286861309892,0.3442849581165688,-0.6875926336479677,-0.7828487561635081,0.4416282379262832,0.9935362599899943,-0.4596501809608505,0.3912898611774553
run_00115,eval_bpb_irt,variable,-0.019005634270469196,0.3427924362749087,-1.6049083053834936,1.5713751780288374,-1.4431862974219747,-1.676454931472662,1.3301819436180524,1.7089586070084255
run_00166,eval_bpb_irt,variable,-0.023247255833957776,0.3454612369833544,0.2737345761239936,-2.13332493693615,0.9030304040628532,-0.7785588570648617,0.3084750961034197,1.2871601827069985
run_00033,eval_bpb_irt,variable,-0.02660271821912208,0.344715328732329,-0.3981907270668831,-0.36414729170300925,-1.1170733952346545,1.8219335758380368,-1.1372541788080854,1.035115707659863
run_00110,eval_bpb_irt,variable,-0.027446309454494427,0.33903574458158653,-0.005242852187644472,0.6535453076655904,0.6236798710546919,-0.47915523891073847,-1.0347151409912367,0.07721019664237094
run_00026,eval_bpb_irt,variable,-0.03149448250563419,0.3464193199644457,-1.0780361910302971,-1.1189210621025647,1.1362411651648456,1.2931259962812802,0.37249811973259683,-0.7938749230796662
run_00049,eval_bpb_irt,variable,-0.038322147409176645,0.34897623590794125,-1.1585753451077339,1.0546597710108883,0.7729722088664763,-0.8621270860948947,-0.19621131393019514,0.15934888080039927
run_00052,eval_bpb_irt,variable,-0.04322705586431478,0.34898611032111276,1.368994952354608,-0.7756632106151292,-1.0172131181645583,-0.5389992397394376,-0.4675668275987017,1.17108510857733
run_00151,eval_bpb_irt,variable,-0.04657713192912422,0.34632196368041096,0.5747159640104172,-0.9635657053681109,0.13441939335657332,0.16468744326495105,-0.636306240216875,0.44658635337829894
run_00185,eval_bpb_irt,variable,-0.05130467790969436,0.3568896206339963,0.9029638787237773,0.08313640211726113,-0.14063296036988052,-1.2263180642530078,1.4204931971772594,-1.3474705208535755
run_00225,eval_bpb_irt,variable,-0.05436411711546555,0.34670885124288187,0.7983396091175187,0.3905972706155463,0.8431991566737685,-1.53000158777995,-0.8062575883825349,-0.022061562937141923
run_00095,eval_bpb_irt,variable,-0.060311190552946974,0.34283281766144647,-0.6575817446257952,1.3160135953429306,-2.2875071710468924,0.034198803047771224,0.8450829461188462,0.3879264278454579
run_00097,eval_bpb_irt,variable,-0.06852110323383728,0.3456188938181325,-1.7849697402053153,0.9895592619218072,-0.6056329567534673,0.18658573642886825,1.099502317097668,-0.29617123789258476
run_00017,eval_bpb_irt,variable,-0.06978816714775782,0.3414424658795777,0.051654289156882055,-0.041245019137018876,-1.5087593298205206,0.6184750748555875,-0.8104854766129891,1.271631458671512
run_00163,eval_bpb_irt,variable,-0.07096155655394143,0.34312889344681574,-1.2271894904714675,-0.7945019806601284,0.9579628484518633,0.7085656774470508,0.574924023042007,-0.6455304171329734
