run,step,eval_dump_written_utc,dataset,questions,completed_correct,completed_correct_rate,correct_any_stop,raw_reward_mean,completed_fraction,length_stop_fraction,response_tokens_mean,membership_sha256
tis,5,2026-09-21T10:43:58.051697+00:00,all,1199,547,0.4562135112593828,556,-0.014150237630394982,0.6855713094245204,0.31442869057547956,2236.278565471226,1a2e720553aeb0d0a11854355d0d7be84709e2b617c85d03e40d65253b61474b
tis,5,2026-09-21T10:43:58.051697+00:00,core-math,756,394,0.5211640211640212,402,0.15476190476190477,0.7764550264550265,0.22354497354497355,1957.3425925925926,a301f15236d3d79a1e0ba2037a45f04221ab9c74048b2f38ba6088f29a6c298a
tis,5,2026-09-21T10:43:58.051697+00:00,val-amc,128,9,0.0703125,9,-0.859375,0.4140625,0.5859375,3284.3515625,73bb56c5d07e859a1b6deff9852056886a847f95b611cb6bc01f10e4000e8c1e
tis,5,2026-09-21T10:43:58.051697+00:00,val-gsm8k,256,180,0.703125,187,0.73046875,0.94921875,0.05078125,1203.8828125,4083423960844b0cf33b1de9a413e412db755c4a4446696ba9c548b67a1ab6ea
tis,5,2026-09-21T10:43:58.051697+00:00,val-math500,500,214,0.428,215,-0.14,0.688,0.312,2343.114,d9ea04a7ab0747d31b186881c5cb10a597932a160241e94e6b8c12f5f26b2216
tis,5,2026-09-21T10:43:58.051697+00:00,val-omni,75,1,0.013333333333333334,1,-0.9733333333333334,0.02666666666666667,0.9733333333333334,4043.7733333333335,e9b45093e28a81044442d9a637eb012f01439bb3acf969a80ae18521da6d92cd
tis,5,2026-09-21T10:43:58.051697+00:00,val-rg-sum,128,123,0.9609375,124,0.9455770709465345,0.9921875,0.0078125,1016.203125,9ccd45d839053870c67aa48c06a78f564ab2d5be0e1f13c0ec53f60df1684179
tis,5,2026-09-21T10:43:58.051697+00:00,val-theoremqa,112,20,0.17857142857142858,20,-0.6428571428571429,0.4732142857142857,0.5267857142857143,3105.2946428571427,c844a9c04a510ee8c99a038206f095cf5ffb8ef912a28a3a2511fb87fd1ec4b9
sc32,5,2026-09-21T10:44:00.124726+00:00,all,1199,549,0.4578815679733111,556,-0.022173978431053013,0.6672226855713094,0.3327773144286906,2260.8707256046705,1a2e720553aeb0d0a11854355d0d7be84709e2b617c85d03e40d65253b61474b
sc32,5,2026-09-21T10:44:00.124726+00:00,core-math,756,401,0.5304232804232805,405,0.15608465608465608,0.7632275132275133,0.23677248677248677,1972.0198412698412,a301f15236d3d79a1e0ba2037a45f04221ab9c74048b2f38ba6088f29a6c298a
sc32,5,2026-09-21T10:44:00.124726+00:00,val-amc,128,6,0.046875,6,-0.90625,0.390625,0.609375,3307.4609375,73bb56c5d07e859a1b6deff9852056886a847f95b611cb6bc01f10e4000e8c1e
sc32,5,2026-09-21T10:44:00.124726+00:00,val-gsm8k,256,189,0.73828125,192,0.75,0.9453125,0.0546875,1209.99609375,4083423960844b0cf33b1de9a413e412db755c4a4446696ba9c548b67a1ab6ea
sc32,5,2026-09-21T10:44:00.124726+00:00,val-math500,500,212,0.424,213,-0.148,0.67,0.33,2362.176,d9ea04a7ab0747d31b186881c5cb10a597932a160241e94e6b8c12f5f26b2216
sc32,5,2026-09-21T10:44:00.124726+00:00,val-omni,75,0,0.0,0,-1.0,0.013333333333333334,0.9866666666666667,4085.173333333333,e9b45093e28a81044442d9a637eb012f01439bb3acf969a80ae18521da6d92cd
sc32,5,2026-09-21T10:44:00.124726+00:00,val-rg-sum,128,121,0.9453125,124,0.9094796864153706,0.9765625,0.0234375,1090.578125,9ccd45d839053870c67aa48c06a78f564ab2d5be0e1f13c0ec53f60df1684179
sc32,5,2026-09-21T10:44:00.124726+00:00,val-theoremqa,112,21,0.1875,21,-0.625,0.41964285714285715,0.5803571428571429,3130.3571428571427,c844a9c04a510ee8c99a038206f095cf5ffb8ef912a28a3a2511fb87fd1ec4b9
