run,step,eval_dump_written_utc,dataset,questions,completed_correct,completed_correct_rate,correct_any_stop,raw_reward_mean,completed_fraction,length_stop_fraction,response_tokens_mean,membership_sha256
flash_sc_pilot,0,2026-09-21T02:06:46+00:00,all,1199,373,0.311092577147623,377,-0.2977224829355521,0.6488740617180984,0.3511259382819016,2370.5979983319435,1a2e720553aeb0d0a11854355d0d7be84709e2b617c85d03e40d65253b61474b
flash_sc_pilot,0,2026-09-21T02:06:46+00:00,core-math,756,232,0.30687830687830686,234,-0.19973544973544974,0.7380952380952381,0.2619047619047619,2102.580687830688,a301f15236d3d79a1e0ba2037a45f04221ab9c74048b2f38ba6088f29a6c298a
flash_sc_pilot,0,2026-09-21T02:06:46+00:00,val-amc,128,5,0.0390625,5,-0.921875,0.3828125,0.6171875,3278.96875,73bb56c5d07e859a1b6deff9852056886a847f95b611cb6bc01f10e4000e8c1e
flash_sc_pilot,0,2026-09-21T02:06:46+00:00,val-gsm8k,256,118,0.4609375,119,0.46484375,0.9296875,0.0703125,1314.62890625,4083423960844b0cf33b1de9a413e412db755c4a4446696ba9c548b67a1ab6ea
flash_sc_pilot,0,2026-09-21T02:06:46+00:00,val-math500,500,114,0.228,115,-0.54,0.64,0.36,2506.012,d9ea04a7ab0747d31b186881c5cb10a597932a160241e94e6b8c12f5f26b2216
flash_sc_pilot,0,2026-09-21T02:06:46+00:00,val-omni,75,0,0.0,0,-1.0,0.013333333333333334,0.9866666666666667,4093.7466666666664,e9b45093e28a81044442d9a637eb012f01439bb3acf969a80ae18521da6d92cd
flash_sc_pilot,0,2026-09-21T02:06:46+00:00,val-rg-sum,128,125,0.9765625,127,0.6018026793771333,0.9765625,0.0234375,1189.015625,9ccd45d839053870c67aa48c06a78f564ab2d5be0e1f13c0ec53f60df1684179
flash_sc_pilot,0,2026-09-21T02:06:46+00:00,val-theoremqa,112,11,0.09821428571428571,11,-0.8035714285714286,0.4017857142857143,0.5982142857142857,3338.0625,c844a9c04a510ee8c99a038206f095cf5ffb8ef912a28a3a2511fb87fd1ec4b9
