run,step,eval_dump_written_utc,dataset,questions,completed_correct,completed_correct_rate,correct_any_stop,raw_reward_mean,completed_fraction,length_stop_fraction,response_tokens_mean,membership_sha256
snowball_sc32_attempt1,0,2026-09-21T01:24:08+00:00,all,1199,384,0.3202668890742285,398,-0.28134269793572914,0.6338615512927439,0.36613844870725604,2419.6371976647206,1a2e720553aeb0d0a11854355d0d7be84709e2b617c85d03e40d65253b61474b
snowball_sc32_attempt1,0,2026-09-21T01:24:08+00:00,core-math,756,251,0.33201058201058203,258,-0.17063492063492064,0.7288359788359788,0.27116402116402116,2146.037037037037,a301f15236d3d79a1e0ba2037a45f04221ab9c74048b2f38ba6088f29a6c298a
snowball_sc32_attempt1,0,2026-09-21T01:24:08+00:00,val-amc,128,3,0.0234375,3,-0.953125,0.328125,0.671875,3397.015625,73bb56c5d07e859a1b6deff9852056886a847f95b611cb6bc01f10e4000e8c1e
snowball_sc32_attempt1,0,2026-09-21T01:24:08+00:00,val-gsm8k,256,140,0.546875,145,0.56640625,0.91796875,0.08203125,1348.2578125,4083423960844b0cf33b1de9a413e412db755c4a4446696ba9c548b67a1ab6ea
snowball_sc32_attempt1,0,2026-09-21T01:24:08+00:00,val-math500,500,111,0.222,113,-0.548,0.632,0.368,2554.5,d9ea04a7ab0747d31b186881c5cb10a597932a160241e94e6b8c12f5f26b2216
snowball_sc32_attempt1,0,2026-09-21T01:24:08+00:00,val-omni,75,0,0.0,0,-1.0,0.013333333333333334,0.9866666666666667,4076.266666666667,e9b45093e28a81044442d9a637eb012f01439bb3acf969a80ae18521da6d92cd
snowball_sc32_attempt1,0,2026-09-21T01:24:08+00:00,val-rg-sum,128,119,0.9296875,126,0.614610196680162,0.9375,0.0625,1328.828125,9ccd45d839053870c67aa48c06a78f564ab2d5be0e1f13c0ec53f60df1684179
snowball_sc32_attempt1,0,2026-09-21T01:24:08+00:00,val-theoremqa,112,11,0.09821428571428571,11,-0.8035714285714286,0.4107142857142857,0.5892857142857143,3286.723214285714,c844a9c04a510ee8c99a038206f095cf5ffb8ef912a28a3a2511fb87fd1ec4b9
