run,step,eval_dump_written_utc,dataset,questions,completed_correct,completed_correct_rate,correct_any_stop,raw_reward_mean,completed_fraction,length_stop_fraction,response_tokens_mean,membership_sha256
tis,5,2026-09-21T09:16:23.695753+00:00,all,1199,534,0.445371142618849,539,-0.03049972730190742,0.6705587989991659,0.329441201000834,2206.190158465388,1a2e720553aeb0d0a11854355d0d7be84709e2b617c85d03e40d65253b61474b
tis,5,2026-09-21T09:16:23.695753+00:00,core-math,756,391,0.5171957671957672,394,0.15343915343915343,0.7632275132275133,0.23677248677248677,1911.1084656084656,a301f15236d3d79a1e0ba2037a45f04221ab9c74048b2f38ba6088f29a6c298a
tis,5,2026-09-21T09:16:23.695753+00:00,val-amc,128,6,0.046875,6,-0.90625,0.4140625,0.5859375,3210.0078125,73bb56c5d07e859a1b6deff9852056886a847f95b611cb6bc01f10e4000e8c1e
tis,5,2026-09-21T09:16:23.695753+00:00,val-gsm8k,256,169,0.66015625,172,0.671875,0.93359375,0.06640625,1231.9140625,4083423960844b0cf33b1de9a413e412db755c4a4446696ba9c548b67a1ab6ea
tis,5,2026-09-21T09:16:23.695753+00:00,val-math500,500,222,0.444,222,-0.112,0.676,0.324,2258.856,d9ea04a7ab0747d31b186881c5cb10a597932a160241e94e6b8c12f5f26b2216
tis,5,2026-09-21T09:16:23.695753+00:00,val-omni,75,0,0.0,0,-1.0,0.02666666666666667,0.9733333333333334,4071.88,e9b45093e28a81044442d9a637eb012f01439bb3acf969a80ae18521da6d92cd
tis,5,2026-09-21T09:16:23.695753+00:00,val-rg-sum,128,120,0.9375,122,0.909615835664164,0.9765625,0.0234375,1053.9296875,9ccd45d839053870c67aa48c06a78f564ab2d5be0e1f13c0ec53f60df1684179
tis,5,2026-09-21T09:16:23.695753+00:00,val-theoremqa,112,17,0.15178571428571427,17,-0.6964285714285714,0.41964285714285715,0.5803571428571429,3118.2946428571427,c844a9c04a510ee8c99a038206f095cf5ffb8ef912a28a3a2511fb87fd1ec4b9
sc32,5,2026-09-21T09:16:25.640780+00:00,all,1199,525,0.4378648874061718,534,-0.05177969454498642,0.6513761467889908,0.3486238532110092,2307.0383653044205,1a2e720553aeb0d0a11854355d0d7be84709e2b617c85d03e40d65253b61474b
sc32,5,2026-09-21T09:16:25.640780+00:00,core-math,756,384,0.5079365079365079,386,0.11904761904761904,0.7513227513227513,0.24867724867724866,2015.7063492063492,a301f15236d3d79a1e0ba2037a45f04221ab9c74048b2f38ba6088f29a6c298a
sc32,5,2026-09-21T09:16:25.640780+00:00,val-amc,128,7,0.0546875,7,-0.890625,0.375,0.625,3294.546875,73bb56c5d07e859a1b6deff9852056886a847f95b611cb6bc01f10e4000e8c1e
sc32,5,2026-09-21T09:16:25.640780+00:00,val-gsm8k,256,181,0.70703125,182,0.7109375,0.9375,0.0625,1256.15625,4083423960844b0cf33b1de9a413e412db755c4a4446696ba9c548b67a1ab6ea
sc32,5,2026-09-21T09:16:25.640780+00:00,val-math500,500,203,0.406,204,-0.184,0.656,0.344,2404.596,d9ea04a7ab0747d31b186881c5cb10a597932a160241e94e6b8c12f5f26b2216
sc32,5,2026-09-21T09:16:25.640780+00:00,val-omni,75,0,0.0,0,-1.0,0.013333333333333334,0.9866666666666667,4095.84,e9b45093e28a81044442d9a637eb012f01439bb3acf969a80ae18521da6d92cd
sc32,5,2026-09-21T09:16:25.640780+00:00,val-rg-sum,128,115,0.8984375,122,0.866532392504385,0.9453125,0.0546875,1140.8515625,9ccd45d839053870c67aa48c06a78f564ab2d5be0e1f13c0ec53f60df1684179
sc32,5,2026-09-21T09:16:25.640780+00:00,val-theoremqa,112,19,0.16964285714285715,19,-0.6607142857142857,0.38392857142857145,0.6160714285714286,3279.875,c844a9c04a510ee8c99a038206f095cf5ffb8ef912a28a3a2511fb87fd1ec4b9
