step,age,position,tokens,engine_abs_mean,stale_abs_mean,combined_abs_mean,engine_abs_p99,stale_abs_p99,combined_abs_p99,engine_signed_mean,stale_signed_mean,combined_signed_mean,opposite_sign_fraction,canceled_absolute_mean,tis_capped_fraction,reconstruction_abs_max
5,4,first_256,32768,0.014089967884651496,0.01401547029305048,0.014194315419991665,0.13634409725665889,0.1350797402858733,0.13995158433914182,-0.0003217441595269237,-0.0001028975793313906,-0.0004246417388583143,0.586181640625,0.013911122757710311,0.050750732421875,0.0
5,4,middle,305819,0.016607508463358078,0.01619789943073925,0.016709494866141525,0.13322069406509404,0.12955338478088388,0.13585454702377323,-0.0006345672349016756,-1.3690534780437118e-05,-0.0006482577696821127,0.6229665259516249,0.0160959130279558,0.06097070489407133,0.0
5,4,last_256,32768,0.013349306260281545,0.01292363117886506,0.013220409667775858,0.1294680255651466,0.1244330358505249,0.12443217754364001,-0.0008202821068712617,0.0001913270017818592,-0.0006289551050894025,0.5946044921875,0.013052527771370746,0.04730224609375,0.0
6,5,all,407481,0.015585799809133933,0.015283793074759017,0.015661119949779916,0.1323234081268312,0.13088645935058593,0.13463029861450204,-0.0006394217988351609,2.1986933820030545e-05,-0.0006174348650151305,0.612845752317286,0.015208472934113032,0.057192850709603636,0.0
6,5,first_256,32768,0.015029027341142615,0.015033476558018555,0.015085068391043474,0.14474995493888806,0.14739610135555206,0.14635447978973354,-0.0003513731034026949,-0.00038423914975526546,-0.0007356122531579604,0.5911865234375,0.014977435508117693,0.053863525390625,0.0
6,5,middle,341945,0.01591343292570934,0.015590687822023734,0.015994153323839824,0.13195660352706906,0.13018614768981934,0.1344206357002258,-0.000658354526769056,5.573038101105688e-05,-0.000602624145757999,0.6171577300443054,0.015509967423893246,0.05872289403266607,0.0
6,5,last_256,32768,0.012723611521284872,0.01233156063051822,0.012761857266178823,0.12495802879333495,0.12532455921173094,0.12530664205551145,-0.000729901168908872,7.608890088728511e-05,-0.0006538122680215868,0.589508056640625,0.012293314885624268,0.0445556640625,0.0
7,6,all,316883,0.015851151760791188,0.015841492885122436,0.016176077841343152,0.1339107310771942,0.13377029597759246,0.13947366476058956,-0.0006187834292205877,-9.221271624839769e-05,-0.0007109961454689855,0.6142393249243412,0.015516566804570473,0.058551578973943065,0.0
7,6,first_256,32680,0.014707294966175316,0.01503524260640416,0.01489269688512611,0.14348751544952382,0.14853629827499365,0.15193494319915743,-0.0005340802107544111,0.00010285637294274245,-0.00043122383781166873,0.5925030599755202,0.014849840687453368,0.053274173806609544,0.0
7,6,middle,252546,0.016501487703519616,0.01633143962685423,0.016729973699155347,0.13422916531562773,0.13187302350997915,0.13807696700096123,-0.0006538441061398047,-0.00011080771350257892,-0.0007646518196423837,0.6215184560436514,0.016102953631218497,0.060777046557854805,0.0
7,6,last_256,32680,0.01201028789827317,0.01291658801629628,0.013225832137290965,0.12468559265136715,0.13765095770359,0.14225796937942484,-0.00046229338608684675,-9.719260496720402e-05,-0.0005594859910540508,0.5796511627906977,0.011701043777278488,0.046664626682986536,0.0
8,7,all,310091,0.0159255588641715,0.01602123091559987,0.016452439212316223,0.13402361869811974,0.1355427861213681,0.14103533029556153,-0.0006600057208057251,-0.0001286597077860795,-0.0007886654285918047,0.6128813799820053,0.015494350567455144,0.05927614796946703,0.0
8,7,first_256,32768,0.014099642570482043,0.01486271848146167,0.015000699454042109,0.1314006972312913,0.139419275522232,0.1460710459947584,-0.0005058007827571666,-0.00018175681890403284,-0.0006875576016611995,0.590545654296875,0.013961661597901603,0.052642822265625,0.0
8,7,middle,245460,0.0165261130875523,0.016335048106640708,0.016813935515639786,0.13555331468582157,0.13279264986515046,0.1389902496337893,-0.0006983965551016281,-6.796022917118781e-05,-0.000766356784272816,0.6176688666177789,0.016047225678553222,0.06130937831011163,0.0
8,7,last_256,32768,0.01315655502174904,0.014793115935618283,0.015139520443449468,0.12506972193717936,0.16075210154056468,0.15694324769079654,-0.00048592358188228094,-0.0005479145128060553,-0.0010338380946883362,0.59844970703125,0.012810150513917856,0.050506591796875,0.0
9,8,all,317153,0.014812566463787428,0.014897847030421298,0.015291439174288652,0.13113451480865473,0.13391832351684557,0.13894661903381322,-0.0005895664962107639,-6.198483755210593e-06,-0.0005957649799659745,0.6112980170454008,0.014418974319920078,0.05512166052346974,0.0
9,8,first_256,32768,0.014197617621146463,0.0144026243248087,0.01445720757902824,0.1352218472957605,0.1450956547260283,0.14249360918998666,-0.0007523211771688465,0.00015967858132579318,-0.0005926425958430533,0.591949462890625,0.014143034366926923,0.052581787109375,0.0
9,8,middle,253196,0.01517648247034098,0.015086535877578505,0.015563189816006646,0.13092732429504378,0.1314584791660305,0.13707549571990887,-0.0005937912969419345,-5.386075863505714e-06,-0.0005991773728054403,0.6154599598729837,0.01469982853191284,0.05630420701748843,0.0
9,8,last_256,32768,0.01257630178621456,0.013987054375374973,0.014039239280816967,0.1272214382886886,0.15009790301322867,0.15178695678710902,-0.00035201814582173896,-0.00020843230089395595,-0.0005604504467156949,0.597320556640625,0.012524116880772568,0.04864501953125,0.0
10,9,all,405161,0.01566589581005749,0.01570910740243597,0.01606186059926765,0.13316655158996601,0.1332389116287233,0.13805370330810574,-0.0007337712511641047,-0.00012232253189360084,-0.0008560937830577055,0.6136795002480495,0.015313142613225802,0.0575474934655606,0.0
10,9,first_256,32768,0.013740598346685333,0.013942567372626308,0.014156210483536387,0.14113349676132186,0.14656867265701284,0.14493929147720297,-0.0007380915384580383,-8.323418547706487e-05,-0.0008213257239351032,0.575897216796875,0.013526955235775252,0.04962158203125,0.0
10,9,middle,339672,0.016125559708705942,0.016127118813764076,0.016477508682357204,0.1334751343727107,0.13242063045501648,0.1374195444583889,-0.0007574865524222377,-0.00012169522160058938,-0.0008791817740228272,0.6196242257236393,0.015775169840112815,0.059333710167455665,0.0
10,9,last_256,32768,0.012820407359473934,0.013138112025741545,0.013652056893059584,0.12498980998992919,0.12799844086170195,0.13687579035758937,-0.0004937927934589102,-0.00016314688206338162,-0.0006569396755222918,0.589630126953125,0.012306462492155895,0.046905517578125,0.0
11,10,all,264611,0.013253775547336944,0.013728337591521773,0.01399272217672028,0.12862179279327385,0.13406059741973853,0.1382723689079282,-0.0005855979375921663,-0.00016978665654725962,-0.000755384594139426,0.5900132647546776,0.012989390962138438,0.04938948116291462,0.0
11,10,first_256,32768,0.012566267381774411,0.013439126846619328,0.013614600214484084,0.13167802572250353,0.14487454414367665,0.1484908103942868,-0.00048470169067642787,-0.0002070390847255031,-0.000691740775401931,0.575714111328125,0.012390794013909657,0.04669189453125,0.0
11,10,middle,201274,0.013855545885995794,0.014040920839107218,0.014401056733652457,0.129765920639037,0.13110953390598284,0.13623848676681502,-0.0006119145085336031,-0.00011914173720540363,-0.0007310562457390067,0.5969275713703708,0.013495409991450555,0.05159136301757803,0.0
11,10,last_256,32768,0.010235446372423901,0.01234420950490454,0.012072321054327134,0.1221274709701536,0.15208049893379189,0.14714856311678695,-0.0004929840620945358,-0.00038260462182491094,-0.0008755886839194467,0.56298828125,0.01050733482300131,0.03973388671875,0.0
12,11,all,446530,0.014883372642460847,0.015225011609805989,0.015493034621430625,0.1315294408798219,0.13531311273574892,0.14027347683906594,-0.0005323465674948953,-3.6350121483613875e-05,-0.0005686966889785092,0.6071081450294493,0.014615349630836211,0.05620451033525183,0.0
12,11,first_256,32768,0.014877159393114075,0.015635019839805416,0.015618785936183615,0.14291807174682603,0.15594473123550415,0.15453090786933893,-0.0005415473868713272,-7.885522808589247e-05,-0.0006204026149572196,0.59271240234375,0.014893393296735877,0.05517578125,0.0
12,11,middle,380994,0.01508636805671862,0.0153411903654235,0.01563486618819349,0.13100645184516915,0.13344107866287236,0.13873221397399926,-0.0005336477725251617,-2.552081737368961e-05,-0.0005591685898988512,0.6093035585862244,0.014792692233948633,0.05697989994593091,0.0
12,11,last_256,32768,0.012529355335785718,0.013464191343132427,0.013718205671568662,0.1245696687698362,0.1342342251539227,0.14053508639335627,-0.0005080166188062899,-0.00011975748711206299,-0.0006277741059183529,0.595977783203125,0.012275341007349484,0.0482177734375,0.0
13,12,all,263431,0.013960351240218816,0.01497336545039284,0.015206795930249567,0.13090375661850026,0.14465574622154254,0.14888428449630747,-0.0005703913816635595,-9.039690079869705e-05,-0.0006607882824622564,0.5934039653647445,0.013726920760362088,0.05353204444427573,0.0
13,12,first_256,32768,0.013374674040937205,0.014512732161003385,0.014527905795213306,0.1434099024534224,0.1572989273071288,0.16262827873229976,-0.0006334055585580742,-9.917082092464335e-05,-0.0007325763794827176,0.5771484375,0.013359500406727284,0.049896240234375,0.0
13,12,middle,199694,0.014430045877621523,0.01481805446774013,0.015111850801111345,0.12986103355884554,0.13714229583740245,0.14180414676666311,-0.0005629567171216735,-6.0128256438360446e-05,-0.000623084973560034,0.5996724989233527,0.01413624954425031,0.05453844381904314,0.0
13,12,last_256,32768,0.011631324955065029,0.01644049959738792,0.016543097963143703,0.12495003223419186,0.19128873825073223,0.19734300613403216,-0.0005914675522363435,-0.00019292974557189924,-0.0007843972978082427,0.571044921875,0.011528726589309247,0.051239013671875,0.0
14,13,all,464926,0.015957419669445392,0.01643751983466814,0.016751561908574002,0.13594511151313782,0.14264732599258423,0.1471983790397644,-0.0006671379195314687,-6.127792706158931e-05,-0.000728415846593058,0.6119748088943187,0.01564337759553952,0.060596740126385704,0.0
14,13,first_256,32768,0.014119373761188153,0.015113745440851112,0.015208527310146281,0.1378817844390861,0.15822165727615334,0.1604268240928648,-0.0005057812260027782,-5.345430801930568e-05,-0.0005592355340220839,0.590972900390625,0.014024591891892984,0.054718017578125,0.0
14,13,middle,399436,0.016222136069706797,0.01659990759239549,0.016913401514248184,0.13579364120960258,0.14042718112468736,0.14560600519180336,-0.0006767215114804909,-6.001000627164948e-05,-0.0007367315177521404,0.6144063129011906,0.015908642147854108,0.06137153386274647,0.0
14,13,last_256,32768,0.01456135241023441,0.01577666625574503,0.016312971339885043,0.1343720495700836,0.1521668398380278,0.1597194445133204,-0.0007069015309903565,-9.050230819364802e-05,-0.0007974038391840045,0.603424072265625,0.0140250473260944,0.056976318359375,0.0
15,14,all,291064,0.014270051651861515,0.015656070090727208,0.015838419810531783,0.13081252634525264,0.15109640955924952,0.15405782282352445,-0.0006127431005524659,-0.00028608883144982564,-0.0008988319320022917,0.5977207761866806,0.014087701932056943,0.05561319847181376,0.0
15,14,first_256,32768,0.012513747516977624,0.01437318617052383,0.014632909875234829,0.12712664544582275,0.16245457172393793,0.1642764401435848,-0.0005580118691757337,-0.00019813972670428654,-0.0007561515958800203,0.569610595703125,0.012254023812266625,0.050506591796875,0.0
15,14,middle,226713,0.01482469521535343,0.01565663813584095,0.01588035317529414,0.13174102067947394,0.14485362052917486,0.14780895233154315,-0.000659371162097979,-0.00015662594680382393,-0.0008159971089018028,0.6043720474785301,0.01460098017590024,0.05663989272781005,0.0
15,14,last_256,32768,0.0121401828648485,0.017075332595346743,0.01686623176832037,0.12564057767391162,0.19557605743408102,0.20157248616218565,-0.000301433307878203,-0.0012972576579564552,-0.0015986909658346582,0.579742431640625,0.012349283691874872,0.05389404296875,0.0
16,15,all,357135,0.015485581534074706,0.016727639093176802,0.016991011459291775,0.13176363468170083,0.1488187980651852,0.153960838317871,-0.0006235246189515629,-0.00016938214395024258,-0.0007929067629018054,0.6036820810057821,0.015222209167959732,0.060932140507091156,0.0
16,15,first_256,32768,0.013914990032716025,0.015307469725032254,0.015202743914011725,0.14201775848865494,0.16079728484153738,0.16102041959762564,-0.0006699241003244947,-0.00010755520982327687,-0.0007774793101477716,0.584625244140625,0.014019715843736551,0.05279541015625,0.0
16,15,middle,291599,0.015983457884500802,0.016950871279076688,0.017290859883534175,0.13164319038391148,0.1458450460433961,0.15103299617767385,-0.0006221134219325295,-0.0001060481960185611,-0.0007281616179510905,0.6083594251009091,0.01564346928004331,0.06286372724186297,0.0
16,15,last_256,32768,0.012625623538732367,0.016161288619517745,0.01611095928226166,0.12523979425430284,0.17775321546941938,0.17440085709094993,-0.0005896832320474153,-0.0007948112473560899,-0.0013844944794035052,0.58111572265625,0.01267595287598846,0.0518798828125,0.0
17,16,all,331954,0.0142197831587876,0.01559479244734357,0.0158110865917284,0.12840693473815867,0.14935605645179748,0.1537106299400322,-0.0006034991368901691,-0.00014354749223329603,-0.000747046629123465,0.596097652084325,0.014003489014402773,0.05602884737041879,0.0
17,16,first_256,32768,0.013992698040986802,0.015364686851776724,0.015520517302477756,0.14369218111038098,0.1568728417158123,0.16838433742523107,-0.0012247279848037356,0.00012046041545130158,-0.001104267569352434,0.57366943359375,0.01383686759028577,0.053131103515625,0.0
17,16,middle,267433,0.014639117559093924,0.015710428181025842,0.0159226188187435,0.12824800491333,0.1447369384765625,0.14813154220581054,-0.0005122275894388883,-7.171452722872835e-05,-0.0005839421166676167,0.6025546585499919,0.014426926921376263,0.05755460246117719,0.0
17,16,last_256,32768,0.01110361948326164,0.015080481614598868,0.015369692285626445,0.12377567231655105,0.18213123440742468,0.18464385032653624,-0.0008096004888857782,-0.0009024135600619447,-0.0017120140489477228,0.5650634765625,0.010814408812234066,0.047210693359375,0.0
