run,step,iris_job_index,iris_attempt,consumed_tokens,cumulative_consumed_tokens,step_seconds,cumulative_cycle_seconds,nominal_cycle_gpu_hours,age_mean,age_p90,age_at_least_four_fraction,stale_rejected,rejected_rate,mismatch_log_ratio_abs_mean,tis_capped_fraction,correction_abs_mean,policy_entropy,response_bytes_mean,length_stop_fraction
r19,29,0,0,403611.0,9508992.0,124.51893182843924,3075.31296941638,13.668057641850577,5.040593541801388,5.0,1.0,0,0.0,0.015521521132291334,2.1761838979728054e-06,,0.4869077429175377,9476609.984375,0.546875
r19,30,0,0,316970.0,9825962.0,166.14148435369134,3241.4544537700713,14.406464238978094,5.0,5.0,1.0,0,0.0,0.014827965984149642,4.104648496650043e-06,,0.46490274369716644,10275593.0,0.34375
r19,31,0,0,360327.0,10186289.0,59.04779202211648,3300.5022457921878,14.668898870187501,5.0,5.0,1.0,0,0.0,0.01657102738879993,8.983492080005817e-06,,0.5098706670105457,1347291.0746606335,0.4609375
r19,32,0,0,336629.0,10522918.0,84.67754747811705,3385.179793270305,15.0452435256458,5.0,5.0,1.0,0,0.0,0.015566492648569562,2.3446878003596794e-06,,0.4665310010313988,10416670.992125984,0.4140625
r19,33,0,0,335541.0,10858459.0,159.46379471290857,3544.6435879832134,15.753971502147614,5.0,5.0,1.0,0,0.0,0.015109557376971745,9.49934110394679e-06,,0.4660460390150547,10897018.945736434,0.3828125
r19,34,0,0,325521.0,11183980.0,57.16294478531927,3601.8065327685326,16.00802903452681,5.0,5.0,1.0,0,0.0,0.01538341266171296,2.01238344743615e-05,,0.4629864878952503,7461681.59375,0.4140625
r19,35,0,0,353037.0,11537017.0,74.77572983689606,3676.5822626054287,16.34036561157968,5.0,5.0,1.0,0,0.0,0.014874948467316636,1.7424087218387285e-05,,0.4586217850446701,8989328.5390625,0.4296875
r19,36,0,0,316044.0,11853061.0,124.80155592039227,3801.383818525821,16.895039193448092,5.0,5.0,1.0,0,0.0,0.014707442339239025,1.751279819472984e-05,,0.45860689505934715,8047764.4375,0.3515625
r19,37,0,0,344366.0,12197427.0,65.62319512758404,3867.007013653405,17.186697838459576,4.995072103517769,5.0,1.0,0,0.0,0.015455842675169702,3.9246881897270214e-05,,0.4722558557987213,10647350.765625,0.5
r19,38,0,0,387756.0,12585183.0,116.07308852206916,3983.080102175474,17.702578231890996,5.042253375834288,5.0,1.0,0,0.0,0.015617016426251176,1.9073486328125e-06,,0.4802210256457329,9412695.4921875,0.546875
r19,39,0,0,255881.0,12841064.0,69.29805403295904,4052.378156208433,18.01056958314859,5.0,5.0,1.0,0,0.0,0.015578960672289593,1.0347874649596633e-05,,0.460432443767786,9173740.265625,0.1953125
r19,40,0,0,308974.0,13150038.0,203.69263204187155,4256.070788250305,18.915870170001355,5.0,5.0,1.0,0,0.0,0.015391939323824242,5.189675130168325e-05,,0.4518227353692055,8736574.203125,0.328125
r20,1,0,0,100525.0,100525.0,539.482867940329,539.482867940329,2.397701635290351,0.0,0.0,0.0,0,0.0,0.012531653055076235,0.0,3.463572852524521e-05,0.36288948357105255,4579485.130577428,0.0
r20,2,0,0,170987.0,271512.0,113.39685759786516,652.8797255381942,2.901687669058641,1.0,1.0,0.0,0,0.0,0.013764406308395942,0.0,3.345928621456551e-05,0.4184208773076534,9443335.59375,0.0
r20,3,0,0,336265.0,607777.0,57.02862513717264,709.9083506753668,3.1551482252238525,2.0,2.0,0.0,0,0.0,0.014563608663149886,2.612876187413349e-06,3.468329703082418e-05,0.46561964973807335,9238214.953125,0.265625
r20,4,0,0,480129.0,1087906.0,78.20618201233447,788.1145326877013,3.5027312563897834,3.0,3.0,0.0,0,0.0,0.01641093115993885,2.1644273147103377e-06,3.3225369406864047e-06,0.5573679208755493,10887101.9375,0.7890625
r20,5,0,0,458689.0,1546595.0,150.05398970842361,938.1685223961249,4.16963787731611,3.995487138344281,4.0,0.9954871383442812,0,0.0,0.01561778698852324,3.814697265625e-06,3.0939912107896816e-06,0.5190854445099831,9876314.875,0.7265625
r20,6,0,0,305967.0,1852562.0,69.219940780662,1007.3884631767869,4.477282058563497,4.555043517764988,5.0,1.0,0,0.0,0.014411971197969371,0.0,8.937133401332176e-06,0.43324868008494377,11087211.28125,0.2734375
r20,7,0,0,339437.0,2191999.0,141.97555085737258,1149.3640140341595,5.108284506818487,5.0,5.0,1.0,0,0.0,0.01609513570897134,1.9073486328125e-06,2.5661991571723775e-05,0.5086496993899345,9529999.40625,0.3125
r20,8,0,0,317241.0,2509240.0,69.56899185013026,1218.9330058842897,5.417480026152399,5.0,5.0,1.0,0,0.0,0.01590238537028119,9.533251613902394e-06,3.802545666076185e-05,0.48593733087182045,10636973.8046875,0.4140625
r20,9,0,0,373595.0,2882835.0,143.79203856736422,1362.725044451654,6.056555753118462,5.0,5.0,1.0,0,0.0,0.01580187750118243,0.0,3.597264867494232e-05,0.4920622669160366,10062256.3046875,0.5
r20,10,0,0,339142.0,3221977.0,178.67448537983,1541.399529831484,6.850664577028818,5.0,5.0,1.0,0,0.0,0.015201725773246666,2.4075501642073505e-05,2.1469979515131854e-05,0.46615419536828995,10311114.3515625,0.4375
r20,11,0,0,365867.0,3587844.0,63.347271668724716,1604.7468015002087,7.132208006667594,4.996329267192723,5.0,1.0,0,0.0,0.014415267279936604,2.3807710931578185e-06,1.2711007229881943e-05,0.4453146755695343,1314873.3438914027,0.453125
r20,12,0,0,342417.0,3930261.0,134.97577584255487,1739.7225773427635,7.732100343745616,5.047848091654328,5.0,1.0,0,0.0,0.014890854442954939,4.662787432607729e-06,2.0311052622901116e-05,0.4534131698310375,9305937.53125,0.3828125
r20,13,0,0,365286.0,4295547.0,69.26078094076365,1808.9833582835272,8.039926036815677,5.0,5.0,1.0,0,0.0,0.01529487066600519,3.814697265625e-06,1.5113699191715568e-05,0.4755667969584465,11035697.7109375,0.53125
r20,14,0,0,345211.0,4640758.0,139.26505081914365,1948.2484091026708,8.658881818234093,5.0,5.0,1.0,0,0.0,0.015554451789380528,0.0,3.704196325315934e-05,0.47764910012483597,8764204.7109375,0.4609375
r20,15,0,0,354118.0,4994876.0,104.42626329604536,2052.674672398716,9.122998543994294,5.0,5.0,1.0,0,0.0,0.015233824209749561,1.9073486328125e-06,1.5986012613211642e-05,0.47520679235458374,9440987.3828125,0.484375
r20,16,0,0,308023.0,5302899.0,89.89191410969943,2142.5665865084156,9.522518162259624,5.0,5.0,1.0,0,0.0,0.015555885390610587,2.1335743440431543e-05,5.222072081778606e-05,0.46846142411231995,8503602.484375,0.265625
r20,17,0,0,319830.0,5622729.0,104.81417364161462,2247.3807601500303,9.988358934000134,5.0,5.0,1.0,0,0.0,0.01432669794467234,2.592500322862179e-06,3.491375701969446e-05,0.4391341097652912,9111716.2890625,0.328125
r20,18,0,0,378752.0,6001481.0,100.35298406425864,2347.733744214289,10.434372196507951,5.0,5.0,1.0,0,0.0,0.015694814695227398,3.347446818224853e-05,6.477893904843768e-05,0.48561007156968117,9588589.4140625,0.4609375
r20,19,0,0,300866.0,6302347.0,72.1817067982629,2419.915451012552,10.755179782278008,5.0,5.0,1.0,0,0.0,0.015070009823923874,7.501200343540404e-06,3.685738431613572e-05,0.4633908160030842,10327487.7421875,0.2421875
r20,20,0,0,322618.0,6624965.0,167.90093671809882,2587.8163877306506,11.50140616769178,4.707046723989362,5.0,0.9023489079964541,0,0.0,0.015152130545784967,1.1011562037310796e-05,3.297550438219332e-05,0.4591544531285763,8514001.8046875,0.3671875
r20,21,0,0,284787.0,6909752.0,69.41421823017299,2657.2306059608236,11.809913804270327,4.8463869488424685,6.0,0.910441838988437,0,0.0,0.01638227905860239,2.567351930338191e-05,5.635968682327075e-05,0.49094124138355255,1485056.6674208145,0.28125
r20,22,0,0,313229.0,7222981.0,76.65681285876781,2733.8874188195914,12.150610750309296,5.207819199371706,6.0,1.0,0,0.0,0.014575865968399764,2.2031907974451315e-05,2.9251525930362732e-05,0.44683096930384636,9589770.609375,0.3125
r20,23,0,0,331134.0,7554115.0,88.2929877396673,2822.1804065592587,12.54302402915226,5.195555273695845,6.0,1.0,0,0.0,0.015170141585766123,1.889665327325929e-05,2.388349628290598e-05,0.44394713267683983,9332641.6796875,0.4296875
r20,24,0,0,361341.0,7915456.0,85.77672541607171,2907.9571319753304,12.924253919890358,5.088434470486328,5.0,1.0,0,0.0,0.014601719145630885,0.0,2.5424230102544243e-05,0.4566560164093971,11503736.65625,0.4765625
r20,25,0,0,292706.0,8208162.0,146.53296098206192,3054.4900929573923,13.575511524255077,5.0,5.0,1.0,0,0.0,0.013962175702125065,0.0,1.0095883201444167e-05,0.40617121383547783,9350569.4375,0.34375
r20,26,0,0,348975.0,8557137.0,74.07284585852176,3128.562938815914,13.904724172515174,5.0,5.0,1.0,0,0.0,0.01522037993810931,3.814697265625e-06,2.5696870920910442e-05,0.46732408180832863,10518563.09375,0.4140625
r20,27,0,0,329610.0,8886747.0,64.70351455640048,3193.2664533723146,14.192295348321398,5.0,5.0,1.0,0,0.0,0.014607702468918644,2.4703556391614256e-06,1.7599806483303837e-05,0.4296860843896866,9878669.390625,0.3125
r20,28,0,0,320148.0,9206895.0,103.91658339463174,3297.1830367669463,14.654146830075318,4.846471007159189,5.0,0.9488236690530629,0,0.0,0.01634996736547148,9.504257832304575e-06,9.15629172482113e-06,0.5060301348567009,10484207.9765625,0.3671875
r20,29,0,0,383678.0,9590573.0,124.17937515769154,3421.362411924638,15.206055164109502,5.039233419690469,5.0,1.0,0,0.0,0.015669933554124268,5.4774550335423555e-06,1.8944552721222863e-05,0.47861702740192413,9849171.4765625,0.5390625
r20,30,0,0,332457.0,9923030.0,177.37947899568826,3598.741890920326,15.994408404090338,5.086152494909116,5.0,1.0,0,0.0,0.015202710423444524,0.0,5.945429393250379e-05,0.4662962108850479,10851617.796875,0.40625
r20,31,0,0,359752.0,10282782.0,70.35548579506576,3669.097376715392,16.307099452068407,4.909612733216216,5.0,0.9549828770931086,0,0.0,0.016993538548743164,4.427599833434215e-06,2.1565356433939087e-05,0.5333164371550083,1371610.6300904977,0.4765625
r20,32,0,0,339653.0,10622435.0,79.15414634905756,3748.2515230644494,16.65889565806422,5.0482374658842994,5.0,1.0,0,0.0,0.016026951816759713,1.794944364519324e-05,5.8004209904538584e-05,0.47003358229994774,10675731.4375,0.4375
r20,33,0,0,360602.0,10983037.0,155.90850346256047,3904.16002652701,17.351822340120044,5.0437629297674444,5.0,1.0,0,0.0,0.015658931241019122,1.9073486328125e-06,2.128963274117268e-05,0.4871172606945038,11249255.09375,0.4453125
r20,34,0,0,337488.0,11320525.0,62.14413349144161,3966.3041600184515,17.628018488970895,5.046016450955293,5.0,1.0,0,0.0,0.015540662255241507,1.9113149392069317e-06,3.312582464332081e-05,0.46770013123750687,7835201.265625,0.4296875
r20,35,0,0,372689.0,11693214.0,64.07811553124338,4030.382275549695,17.9128101135542,5.0,5.0,1.0,0,0.0,0.015372709367881798,1.0385992027295288e-05,3.595919065446651e-05,0.4680759459733963,8894287.140625,0.4765625
r20,36,0,0,321840.0,12015054.0,70.93877942394465,4101.32105497364,18.22809357766062,5.0,5.0,1.0,0,0.0,0.014862522052711286,7.723996350250673e-05,5.519479304894048e-05,0.4617823176085949,8149565.046875,0.375
r20,37,0,0,363388.0,12378442.0,91.33195870742202,4192.653013681062,18.63401339413805,4.891141149405044,5.0,0.9637137164683479,0,0.0,0.015495065584239067,6.640608376073942e-05,1.5348769011325203e-05,0.48053767904639244,10832260.609375,0.484375
r20,38,0,0,386204.0,12764646.0,142.04802295845002,4334.701036639512,19.26533794062005,5.042423175316672,5.0,1.0,0,0.0,0.015862790940298077,1.8839703443518374e-05,3.093319628533209e-05,0.48319584503769875,9319172.046875,0.546875
r20,39,0,0,271158.0,13035804.0,67.08408002182841,4401.78511666134,19.563489407383734,5.060422336792571,5.0,1.0,0,0.0,0.01617861148274255,5.973701445327606e-05,7.402580149573623e-05,0.46440349891781807,8979829.7578125,0.265625
r20,40,0,0,306471.0,13342275.0,204.69093147292733,4606.476048134267,20.473226880596744,5.04570416124201,5.0,1.0,0,0.0,0.016283353780579646,0.00010060166982839291,6.358558493957389e-05,0.4744063876569271,8568887.5546875,0.3046875
r21,1,0,0,297334.0,297334.0,98.28372012637556,98.28372012637556,0.43681653389500247,0.0,0.0,0.0,0,0.0,0.01504039876946751,0.0,,0.45482470095157623,1269164.2205882352,0.2890625
r21,2,0,0,328082.0,625416.0,102.98384836409241,201.26756849046797,0.8945225266243021,0.0,0.0,0.0,0,0.0,0.01577284177051424,3.814697265625e-06,,0.4965743310749531,9571706.5859375,0.4375
r21,3,0,0,333845.0,959261.0,106.97972279787064,308.2472912883386,1.369987961281505,0.0,0.0,0.0,0,0.0,0.015588093846548386,0.0,,0.48591234162449837,9736134.9296875,0.4375
r21,4,0,0,357255.0,1316516.0,111.79027384333313,420.0375651316717,1.8668336228074298,0.0,0.0,0.0,0,0.0,0.014897643128334793,0.0,,0.4630014896392822,10396705.4140625,0.4921875
r21,5,0,0,308798.0,1625314.0,97.27711118385196,517.3146763155237,2.2991763391801054,0.0,0.0,0.0,0,0.0,0.015216087019048008,0.0,,0.45370955020189285,8999267.4453125,0.3515625
r21,6,0,0,223316.0,1848630.0,77.70219814404845,595.0168744595721,2.644519442042543,0.0,0.0,0.0,0,0.0,0.013875761263239085,0.0,,0.414368849247694,6500973.96875,0.109375
r21,7,0,0,311043.0,2159673.0,97.51209296565503,692.5289674252272,3.0779065218898984,0.0,0.0,0.0,0,0.0,0.015443876608097542,1.9073486328125e-06,,0.48591752350330353,9062923.890625,0.3359375
r21,8,0,0,323515.0,2483188.0,104.6553581962362,797.1843256214634,3.543041447206504,0.0,0.0,0.0,0,0.0,0.01575576331099533,2.201324377892888e-06,,0.48781225830316544,9423934.6015625,0.421875
r21,9,0,0,363573.0,2846761.0,118.20969936810434,915.3940249895677,4.068417888842523,0.0,0.0,0.0,0,0.0,0.015529232179092672,0.0,,0.49199574813246727,10592819.46875,0.46875
r21,10,0,0,353627.0,3200388.0,227.76430596318096,1143.1583309527487,5.080703693123327,0.0,0.0,0.0,0,0.0,0.015024647815102512,0.0,,0.47009433433413506,10292592.2890625,0.421875
r21,11,0,0,375984.0,3576372.0,127.40720287524164,1270.5655338279903,5.646957928124401,0.0,0.0,0.0,0,0.0,0.014162847659292939,1.9414760572544765e-06,,0.43915649875998497,1599057.5656108598,0.4765625
r21,12,0,0,321636.0,3898008.0,104.08891184907407,1374.6544456770644,6.109575314120286,0.0,0.0,0.0,0,0.0,0.01439293187360715,5.741704626416322e-06,,0.4514404647052288,9362888.046875,0.34375
r21,13,0,0,370319.0,4268327.0,120.55038271471858,1495.204828391783,6.645354792852369,0.0,0.0,0.0,0,0.0,0.01559302503841714,1.9073486328125e-06,,0.4922843463718891,10787452.015625,0.515625
r21,14,0,0,347405.0,4615732.0,111.32818445842713,1606.53301285021,7.140146723778711,0.0,0.0,0.0,0,0.0,0.015724771608438822,1.0431625923956744e-05,,0.48257870599627495,10124397.9921875,0.4375
r21,15,0,0,351022.0,4966754.0,116.17147853784263,1722.7044913880527,7.656464406169123,0.0,0.0,0.0,0,0.0,0.01492109599912616,0.0,,0.4787919819355011,10221935.6484375,0.4375
r21,16,0,0,289360.0,5256114.0,99.01895356923342,1821.7234449572861,8.096548644254606,0.0,0.0,0.0,0,0.0,0.01491915081181134,0.0,,0.4556185118854046,8425991.28125,0.2578125
r21,17,0,0,336529.0,5592643.0,108.09951041266322,1929.8229553699493,8.576990912755331,0.0,0.0,0.0,0,0.0,0.014188470614460894,0.0,,0.4544616639614105,9789854.8828125,0.3671875
r21,18,0,0,375243.0,5967886.0,127.13682817481458,2056.959783544764,9.142043482421172,0.0,0.0,0.0,0,0.0,0.015035340039374649,0.0,,0.4774870127439499,10927484.8359375,0.5078125
r21,19,0,0,302200.0,6270086.0,99.95717843528837,2156.9169619800523,9.586297608800232,0.0,0.0,0.0,0,0.0,0.015034724218986358,3.814697265625e-06,,0.46268172562122345,8806139.6015625,0.265625
r21,20,0,0,319451.0,6589537.0,203.7543613743037,2360.671323354356,10.491872548241583,0.0,0.0,0.0,0,0.0,0.014917268683992221,1.9073486328125e-06,,0.4665442518889904,9306241.9140625,0.359375
r21,21,0,0,308824.0,6898361.0,104.73040208779275,2465.4017254421487,10.957341001965105,0.0,0.0,0.0,0,0.0,0.01602295509070559,0.0,,0.499035082757473,1319113.0554298642,0.359375
r21,22,0,0,313543.0,7211904.0,107.02855764795095,2572.4302830900997,11.433023480400443,0.0,0.0,0.0,0,0.0,0.014895762449014914,0.0,,0.4649837873876095,9128213.28125,0.296875
r21,23,0,0,337135.0,7549039.0,111.18667766358703,2683.6169607536867,11.927186492238608,0.0,0.0,0.0,0,0.0,0.014152415754339794,0.0,,0.4349157474935055,9799118.703125,0.390625
r21,24,0,0,354034.0,7903073.0,118.43665667064488,2802.0536174243316,12.45357163299703,0.0,0.0,0.0,0,0.0,0.014162876212575885,0.0,,0.44687432050704956,10300277.8203125,0.421875
r21,25,0,0,289893.0,8192966.0,97.49690123461187,2899.5505186589435,12.886891194039748,0.0,0.0,0.0,0,0.0,0.013893649383641637,0.0,,0.40712547674775124,8430753.859375,0.3359375
r21,26,0,0,348306.0,8541272.0,112.98061370942742,3012.531132368371,13.389027254970538,0.0,0.0,0.0,0,0.0,0.014646816506842098,3.814697265625e-06,,0.4624950550496578,10126087.2265625,0.4140625
r21,27,0,0,332607.0,8873879.0,110.0694823935628,3122.6006147619337,13.878224954497483,0.0,0.0,0.0,0,0.0,0.014722619335285703,1.9073486328125e-06,,0.44432249292731285,9679814.6171875,0.328125
r21,28,0,0,314674.0,9188553.0,106.8269983669743,3229.427613128908,14.353011613906258,0.0,0.0,0.0,0,0.0,0.015949563424017155,2.1749722236563684e-06,,0.4990817904472351,9171909.328125,0.3671875
r21,29,0,0,391274.0,9579827.0,131.18740810174495,3360.615021230653,14.936066761025124,0.0,0.0,0.0,0,0.0,0.015511248222868625,2.3387217424897244e-06,,0.4956699125468731,11406994.0546875,0.515625
r21,30,0,0,310266.0,9890093.0,200.91424784436822,3561.529269075021,15.829018973666761,0.0,0.0,0.0,0,0.0,0.014467454683798996,0.0,,0.4499039016664028,9030345.1015625,0.3515625
r21,31,0,0,375083.0,10265176.0,126.2231680303812,3687.7524371054024,16.390010831579566,0.0,0.0,0.0,0,0.0,0.016345800633752124,1.9073486328125e-06,,0.5274193212389946,1600732.7126696832,0.5390625
r21,32,0,0,338059.0,10603235.0,111.7011528396979,3799.4535899451002,16.886460399756,0.0,0.0,0.0,0,0.0,0.01551740224711611,2.378234512434574e-06,,0.48158593848347664,9851504.1015625,0.40625
r21,33,0,0,355932.0,10959167.0,118.45888474583626,3917.9124746909365,17.412944331959718,0.0,0.0,0.0,0,0.0,0.015077095964986157,0.0,,0.47627413272857666,10358994.7421875,0.421875
r21,34,0,0,327277.0,11286444.0,110.55749696213752,4028.469971653074,17.904310985124773,0.0,0.0,0.0,0,0.0,0.015134320677327716,3.814697265625e-06,,0.47724202275276184,9531503.046875,0.40625
r21,35,0,0,374118.0,11660562.0,127.45401955489069,4155.923991207965,18.470773294257622,0.0,0.0,0.0,0,0.0,0.014639605893938208,0.0,,0.4597867466509342,10889186.03125,0.484375
r21,36,0,0,328099.0,11988661.0,108.15556120406836,4264.079552412033,18.951464677386813,0.0,0.0,0.0,0,0.0,0.0144017460638637,0.0,,0.4563898369669914,9553156.984375,0.359375
r21,37,0,0,370369.0,12359030.0,124.88751348853111,4388.967065900564,19.506520292891395,0.0,0.0,0.0,0,0.0,0.015132544887266633,1.9073486328125e-06,,0.4846014529466629,10785237.6328125,0.5390625
r21,38,0,0,381560.0,12740590.0,127.4718280248344,4516.438893925399,20.073061750779548,0.0,0.0,0.0,0,0.0,0.015165365393355466,0.0,,0.47404997795820236,11113610.0078125,0.5078125
r21,39,0,0,250448.0,12991038.0,84.63071688544005,4601.069610810839,20.449198270270394,0.0,0.0,0.0,0,0.0,0.015202315262071072,0.0,,0.4569942019879818,7300109.7421875,0.234375
r21,40,0,0,310434.0,13301472.0,208.7882191920653,4809.857830002904,21.377145911124018,0.0,0.0,0.0,0,0.0,0.015426536361498124,0.0,,0.4756351374089718,9034462.34375,0.328125
r22,1,0,1,296816.0,296816.0,102.08572098589502,102.08572098589502,0.4537143154928668,0.0,0.0,0.0,0,0.0,0.01527547387206014,0.0,1.845767999952841e-05,0.45994334295392036,1267033.6142533936,0.296875
r22,2,0,1,322960.0,619776.0,106.0742623199476,208.15998330584262,0.9251554813593005,0.0,0.0,0.0,0,0.0,0.015777936304684676,0.0,2.441019330490235e-05,0.48348648101091385,9421587.8515625,0.3984375
r22,3,0,1,321134.0,940910.0,108.14247247902676,316.3024557848694,1.4057886923771972,0.0,0.0,0.0,0,0.0,0.01543441809732643,0.0,6.452651007293753e-06,0.47757596150040627,9359784.3359375,0.421875
r22,4,0,1,361967.0,1302877.0,115.1373868859373,431.4398426708067,1.917510411870252,0.0,0.0,0.0,0,0.0,0.014831861841855212,1.9073486328125e-06,1.5781287970639823e-05,0.4743576645851135,10533788.734375,0.4765625
