run,step,eval_dump_written_utc,dataset,questions,completed_correct,completed_correct_rate,correct_any_stop,raw_reward_mean,completed_fraction,length_stop_fraction,response_tokens_mean,membership_sha256
r24,0,2026-09-20T00:34:11+00:00,all,756,73,0.09656084656084656,73,-0.5542328042328042,0.6865079365079365,0.3134920634920635,2304.058201058201,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r24,0,2026-09-20T00:34:11+00:00,val-gsm8k,256,65,0.25390625,65,0.25390625,0.91015625,0.08984375,1371.96875,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r24,0,2026-09-20T00:34:11+00:00,val-math500,500,8,0.016,8,-0.968,0.572,0.428,2781.288,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r24,10,2026-09-20T01:01:16+00:00,all,756,112,0.14814814814814814,112,-0.4933862433862434,0.701058201058201,0.29894179894179895,2222.8809523809523,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r24,10,2026-09-20T01:01:16+00:00,val-gsm8k,256,97,0.37890625,97,0.37890625,0.89453125,0.10546875,1284.1953125,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r24,10,2026-09-20T01:01:16+00:00,val-math500,500,15,0.03,15,-0.94,0.602,0.398,2703.488,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r24,20,2026-09-20T01:20:26+00:00,all,756,128,0.1693121693121693,131,-0.45634920634920634,0.705026455026455,0.294973544973545,2243.472222222222,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r24,20,2026-09-20T01:20:26+00:00,val-gsm8k,256,106,0.4140625,107,0.41796875,0.92578125,0.07421875,1282.83984375,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r24,20,2026-09-20T01:20:26+00:00,val-math500,500,22,0.044,24,-0.904,0.592,0.408,2735.316,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r24,30,2026-09-20T01:39:48+00:00,all,756,177,0.23412698412698413,178,-0.35714285714285715,0.6957671957671958,0.30423280423280424,2234.7566137566137,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r24,30,2026-09-20T01:39:48+00:00,val-gsm8k,256,126,0.4921875,126,0.4921875,0.91015625,0.08984375,1227.06640625,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r24,30,2026-09-20T01:39:48+00:00,val-math500,500,51,0.102,52,-0.792,0.586,0.414,2750.694,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r24,40,2026-09-20T01:58:54+00:00,all,756,248,0.328042328042328,250,-0.17857142857142858,0.716931216931217,0.2830687830687831,2191.457671957672,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r24,40,2026-09-20T01:58:54+00:00,val-gsm8k,256,135,0.52734375,135,0.52734375,0.9375,0.0625,1169.2890625,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r24,40,2026-09-20T01:58:54+00:00,val-math500,500,113,0.226,115,-0.54,0.604,0.396,2714.808,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r25,0,2026-09-20T00:34:37+00:00,all,756,79,0.10449735449735449,80,-0.541005291005291,0.6944444444444444,0.3055555555555556,2318.863756613757,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r25,0,2026-09-20T00:34:37+00:00,val-gsm8k,256,69,0.26953125,69,0.26953125,0.90234375,0.09765625,1422.24609375,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r25,0,2026-09-20T00:34:37+00:00,val-math500,500,10,0.02,11,-0.956,0.588,0.412,2777.932,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r25,10,2026-09-20T01:01:16+00:00,all,756,98,0.12962962962962962,99,-0.5119047619047619,0.6970899470899471,0.3029100529100529,2249.218253968254,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r25,10,2026-09-20T01:01:16+00:00,val-gsm8k,256,85,0.33203125,85,0.33203125,0.90625,0.09375,1338.29296875,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r25,10,2026-09-20T01:01:16+00:00,val-math500,500,13,0.026,14,-0.944,0.59,0.41,2715.612,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r25,20,2026-09-20T01:19:00+00:00,all,756,158,0.20899470899470898,158,-0.41534391534391535,0.7076719576719577,0.2923280423280423,2201.5674603174602,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r25,20,2026-09-20T01:19:00+00:00,val-gsm8k,256,130,0.5078125,130,0.5078125,0.91796875,0.08203125,1209.78515625,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r25,20,2026-09-20T01:19:00+00:00,val-math500,500,28,0.056,28,-0.888,0.6,0.4,2709.36,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r25,30,2026-09-20T01:37:50+00:00,all,756,190,0.25132275132275134,191,-0.335978835978836,0.7208994708994709,0.2791005291005291,2155.899470899471,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r25,30,2026-09-20T01:37:50+00:00,val-gsm8k,256,135,0.52734375,136,0.53125,0.9296875,0.0703125,1137.3984375,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r25,30,2026-09-20T01:37:50+00:00,val-math500,500,55,0.11,55,-0.78,0.614,0.386,2677.372,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r25,40,2026-09-20T01:57:03+00:00,all,756,283,0.37433862433862436,284,-0.1111111111111111,0.7354497354497355,0.26455026455026454,2082.6018518518517,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r25,40,2026-09-20T01:57:03+00:00,val-gsm8k,256,152,0.59375,152,0.59375,0.94140625,0.05859375,1053.46484375,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r25,40,2026-09-20T01:57:03+00:00,val-math500,500,131,0.262,132,-0.472,0.63,0.37,2609.52,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r27,0,2026-09-20T00:51:30+00:00,all,756,88,0.1164021164021164,88,-0.5264550264550265,0.6904761904761905,0.30952380952380953,2320.4285714285716,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r27,0,2026-09-20T00:51:30+00:00,val-gsm8k,256,74,0.2890625,74,0.2890625,0.8984375,0.1015625,1418.37890625,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r27,0,2026-09-20T00:51:30+00:00,val-math500,500,14,0.028,14,-0.944,0.584,0.416,2782.278,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r27,10,2026-09-20T01:19:47+00:00,all,756,95,0.12566137566137567,97,-0.5198412698412699,0.7037037037037037,0.2962962962962963,2313.649470899471,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r27,10,2026-09-20T01:19:47+00:00,val-gsm8k,256,87,0.33984375,87,0.33984375,0.9140625,0.0859375,1405.44921875,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r27,10,2026-09-20T01:19:47+00:00,val-math500,500,8,0.016,10,-0.96,0.596,0.404,2778.648,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r27,20,2026-09-20T01:38:21+00:00,all,756,130,0.17195767195767195,131,-0.4603174603174603,0.6997354497354498,0.3002645502645503,2284.6666666666665,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r27,20,2026-09-20T01:38:21+00:00,val-gsm8k,256,110,0.4296875,110,0.4296875,0.90625,0.09375,1369.83203125,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r27,20,2026-09-20T01:38:21+00:00,val-math500,500,20,0.04,21,-0.916,0.594,0.406,2753.062,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r27,30,2026-09-20T01:58:12+00:00,all,756,173,0.22883597883597884,173,-0.37566137566137564,0.7129629629629629,0.28703703703703703,2257.1071428571427,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r27,30,2026-09-20T01:58:12+00:00,val-gsm8k,256,130,0.5078125,130,0.5078125,0.91796875,0.08203125,1266.45703125,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r27,30,2026-09-20T01:58:12+00:00,val-math500,500,43,0.086,43,-0.828,0.608,0.392,2764.32,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r27,40,2026-09-20T02:18:22+00:00,all,756,245,0.32407407407407407,248,-0.19047619047619047,0.6931216931216931,0.30687830687830686,2258.26455026455,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r27,40,2026-09-20T02:18:22+00:00,val-gsm8k,256,140,0.546875,140,0.546875,0.9140625,0.0859375,1263.80859375,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r27,40,2026-09-20T02:18:22+00:00,val-math500,500,105,0.21,108,-0.568,0.58,0.42,2767.426,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r28,0,2026-09-20T00:51:29+00:00,all,756,79,0.10449735449735449,79,-0.5423280423280423,0.7195767195767195,0.2804232804232804,2242.822751322751,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r28,0,2026-09-20T00:51:29+00:00,val-gsm8k,256,68,0.265625,68,0.265625,0.90625,0.09375,1413.24609375,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r28,0,2026-09-20T00:51:29+00:00,val-math500,500,11,0.022,11,-0.956,0.624,0.376,2667.566,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r28,10,2026-09-20T01:19:43+00:00,all,756,117,0.15476190476190477,119,-0.48148148148148145,0.708994708994709,0.291005291005291,2270.80291005291,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r28,10,2026-09-20T01:19:43+00:00,val-gsm8k,256,100,0.390625,102,0.3984375,0.9140625,0.0859375,1326.5703125,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r28,10,2026-09-20T01:19:43+00:00,val-math500,500,17,0.034,17,-0.932,0.604,0.396,2754.25,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r28,20,2026-09-20T01:38:44+00:00,all,756,148,0.19576719576719576,148,-0.43915343915343913,0.7156084656084656,0.2843915343915344,2209.2380952380954,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r28,20,2026-09-20T01:38:44+00:00,val-gsm8k,256,128,0.5,128,0.5,0.92578125,0.07421875,1225.1015625,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r28,20,2026-09-20T01:38:44+00:00,val-math500,500,20,0.04,20,-0.92,0.608,0.392,2713.116,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r28,30,2026-09-20T01:57:30+00:00,all,756,196,0.25925925925925924,198,-0.3373015873015873,0.7222222222222222,0.2777777777777778,2180.718253968254,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r28,30,2026-09-20T01:57:30+00:00,val-gsm8k,256,151,0.58984375,151,0.58984375,0.921875,0.078125,1215.890625,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r28,30,2026-09-20T01:57:30+00:00,val-math500,500,45,0.09,47,-0.812,0.62,0.38,2674.71,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
r28,40,2026-09-20T02:17:05+00:00,all,756,289,0.38227513227513227,291,-0.10846560846560846,0.708994708994709,0.291005291005291,2149.5066137566137,448615d2489352d13e1c4e994bfe458485d7503c1076ddf0aa608fd6c637048d
r28,40,2026-09-20T02:17:05+00:00,val-gsm8k,256,163,0.63671875,164,0.640625,0.93359375,0.06640625,1111.98046875,57e2cba714e021914939518a776964f9b151a863dbcda3ec7c2cf363da913255
r28,40,2026-09-20T02:17:05+00:00,val-math500,500,126,0.252,127,-0.492,0.594,0.406,2680.72,32f5b9fbe0b84b799b8c4aa073c7233dd42531c6dbb1290ad5c099976289b32a
