suite,prompt_sha16,position,scenario,topk,tis_cap,behavior_tail_mass,current_tail_mass,behavior_cap_mass,behavior_log_ratio_abs_mean,exact_gradient_l1,exact_gradient_l2,error_l1,error_l2,relative_error_l1
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.016,32,1.001,0.000363831716806,0.00472369279484,0.00092805487715,0.0159999877148,0.026926586589,0.0144899452335,0.000317410770266,1.55280555698e-05,0.0117880062226
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.016,32,1.05,0.000363831716806,0.00472369279484,0.000926173355702,0.0159999877148,0.0268371218549,0.0144429331818,0.000332943506508,1.65766484356e-05,0.0124060809616
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.016,32,2.0,0.000363831716806,0.00472369279484,0.00089530490394,0.0159999877148,0.0251330643331,0.0135461218931,0.000633982968472,5.05463616837e-05,0.0252250565259
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.016,128,1.001,0.000277211081033,0.00351143358679,0.00092805487715,0.0159999877148,0.026926586589,0.0144899452335,0.000247107920155,9.47010405212e-06,0.00917709785971
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.016,128,1.05,0.000277211081033,0.00351143358679,0.000926173355702,0.0159999877148,0.0268371218549,0.0144429331818,0.000259201009594,1.03103211732e-05,0.00965830132589
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.016,128,2.0,0.000277211081033,0.00351143358679,0.00089530490394,0.0159999877148,0.0251330643331,0.0135461218931,0.000493590637935,3.9887867977e-05,0.0196390949943
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.05,1,1.001,0.00103156891685,0.0468587387808,0.000927206114238,0.0499998599733,0.0874194903904,0.0467870289211,0.000805032265897,0.000198491029412,0.009208841899
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.05,1,1.05,0.00103156891685,0.0468587387808,0.00092575677741,0.0499998599733,0.0873330431467,0.0467419614341,0.000844218595326,0.000208256882992,0.00966665725718
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.05,1,2.0,0.00103156891685,0.0468587387808,0.000906406248688,0.0499998599733,0.0856784652396,0.0458780481359,0.00160332134229,0.000408901407031,0.018713236025
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.05,4,1.001,0.000572991785614,0.0186751306429,0.000927206114238,0.0499998599733,0.0874194903904,0.0467870289211,0.000685772513482,6.452946407e-05,0.00784461806422
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.05,4,1.05,0.000572991785614,0.0186751306429,0.00092575677741,0.0499998599733,0.0873330431467,0.0467419614341,0.000719228146828,6.79619368922e-05,0.0082354641601
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.05,4,2.0,0.000572991785614,0.0186751306429,0.000906406248688,0.0499998599733,0.0856784652396,0.0458780481359,0.00136753052927,0.000165123803732,0.0159611931125
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.05,8,1.001,0.000458733033182,0.0184279557609,0.000927206114238,0.0499998599733,0.0874194903904,0.0467870289211,0.000513299439304,3.13614298908e-05,0.00587168189852
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.05,8,1.05,0.000458733033182,0.0184279557609,0.00092575677741,0.0499998599733,0.0873330431467,0.0467419614341,0.000538403720938,3.31535074318e-05,0.00616494858691
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.05,8,2.0,0.000458733033182,0.0184279557609,0.000906406248688,0.0499998599733,0.0856784652396,0.0458780481359,0.00102480791293,7.51720466246e-05,0.0119610909236
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.05,32,1.001,0.000363831716806,0.0165884331728,0.000927206114238,0.0499998599733,0.0874194903904,0.0467870289211,0.000410625758628,2.22088042696e-05,0.00469718774148
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.05,32,1.05,0.000363831716806,0.0165884331728,0.00092575677741,0.0499998599733,0.0873330431467,0.0467419614341,0.000430709086546,2.35162453693e-05,0.00493179982085
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.05,32,2.0,0.000363831716806,0.0165884331728,0.000906406248688,0.0499998599733,0.0856784652396,0.0458780481359,0.000819795787388,5.65383086282e-05,0.00956828282457
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.05,128,1.001,0.000277211081033,0.0124689494192,0.000927206114238,0.0499998599733,0.0874194903904,0.0467870289211,0.000320322182652,1.35594611387e-05,0.00366419640771
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.05,128,1.05,0.000277211081033,0.0124689494192,0.00092575677741,0.0499998599733,0.0873330431467,0.0467419614341,0.000335991308357,1.45057613981e-05,0.00384724150505
val-gsm8k,e21f6062be8c8538,prompt,calibrated_0.05,128,2.0,0.000277211081033,0.0124689494192,0.000906406248688,0.0499998599733,0.0856784652396,0.0458780481359,0.000639597875532,4.08303497269e-05,0.00746509491905
val-gsm8k,e21f6062be8c8538,answer16,real_base_to_step8,1,1.001,0.0495003201474,0.0530277853224,0.0494999863532,0.00692878549769,0.00658708361303,0.00396310957789,0.000824786394299,0.000532002610724,0.125212680262
val-gsm8k,e21f6062be8c8538,answer16,real_base_to_step8,1,1.05,0.0495003201474,0.0530277853224,0.0398620774971,0.00692878549769,0.00246651563045,0.00149907189626,0.000844761194903,0.000458415865543,0.342491725767
val-gsm8k,e21f6062be8c8538,answer16,real_base_to_step8,1,2.0,0.0495003201474,0.0530277853224,0,0.00692878549769,3.08222127912e-13,2.92051882721e-13,0,0,
val-gsm8k,e21f6062be8c8538,answer16,real_base_to_step8,4,1.001,7.01393043845e-05,7.85559261278e-05,0.0494999863532,0.00692878549769,0.00658708361303,0.00396310957789,6.96257895463e-07,3.65521123365e-07,0.000105700479357
val-gsm8k,e21f6062be8c8538,answer16,real_base_to_step8,4,1.05,7.01393043845e-05,7.85559261278e-05,0.0398620774971,0.00692878549769,0.00246651563045,0.00149907189626,7.30333391957e-07,3.84440477213e-07,0.00029609923527
val-gsm8k,e21f6062be8c8538,answer16,real_base_to_step8,4,2.0,7.01393043845e-05,7.85559261278e-05,0,0.00692878549769,3.08222127912e-13,2.92051882721e-13,0,0,
val-gsm8k,e21f6062be8c8538,answer16,real_base_to_step8,8,1.001,2.0926981254e-06,2.17530864923e-06,0.0494999863532,0.00692878549769,0.00658708361303,0.00396310957789,6.3407001056e-08,3.05833264422e-08,9.62595964785e-06
val-gsm8k,e21f6062be8c8538,answer16,real_base_to_step8,8,1.05,2.0926981254e-06,2.17530864923e-06,0.0398620774971,0.00692878549769,0.00246651563045,0.00149907189626,5.64249285773e-08,3.73621804715e-08,2.28763717857e-05
val-gsm8k,e21f6062be8c8538,answer16,real_base_to_step8,8,2.0,2.0926981254e-06,2.17530864923e-06,0,0.00692878549769,3.08222127912e-13,2.92051882721e-13,0,0,
val-gsm8k,e21f6062be8c8538,answer16,real_base_to_step8,32,1.001,1.45449452135e-07,1.51080347858e-07,0.0494999863532,0.00692878549769,0.00658708361303,0.00396310957789,3.11398369004e-09,4.40847371233e-10,4.72740877903e-07
val-gsm8k,e21f6062be8c8538,answer16,real_base_to_step8,32,1.05,1.45449452135e-07,1.51080347858e-07,0.0398620774971,0.00692878549769,0.00246651563045,0.00149907189626,2.05429018693e-09,1.00582048204e-09,8.32871343514e-07
val-gsm8k,e21f6062be8c8538,answer16,real_base_to_step8,32,2.0,1.45449452135e-07,1.51080347858e-07,0,0.00692878549769,3.08222127912e-13,2.92051882721e-13,0,0,
val-gsm8k,e21f6062be8c8538,answer16,real_base_to_step8,128,1.001,1.78828740939e-08,1.84797762343e-08,0.0494999863532,0.00692878549769,0.00658708361303,0.00396310957789,3.36810982162e-10,2.69921408946e-11,5.1132033833e-08
val-gsm8k,e21f6062be8c8538,answer16,real_base_to_step8,128,1.05,1.78828740939e-08,1.84797762343e-08,0.0398620774971,0.00692878549769,0.00246651563045,0.00149907189626,1.46213192302e-10,6.9969634793e-11,5.92792482226e-08
val-gsm8k,e21f6062be8c8538,answer16,real_base_to_step8,128,2.0,1.78828740939e-08,1.84797762343e-08,0,0.00692878549769,3.08222127912e-13,2.92051882721e-13,0,0,
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.016,1,1.001,0.0495003201474,0.0563724846917,0.0250028119936,0.0159999945695,0.0174338736281,0.0115853457043,0.0117275888031,0.00682410630221,0.672689790762
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.016,1,1.05,0.0495003201474,0.0563724846917,0.0250027995712,0.0159999945695,0.0150670352709,0.0104092714494,0.012262838755,0.00718179340256,0.813885315487
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.016,1,2.0,0.0495003201474,0.0563724846917,6.49033211808e-05,0.0159999945695,3.77918258725e-05,2.59192838534e-05,3.77918261757e-05,2.59192840505e-05,1.00000000802
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.016,4,1.001,7.01393043845e-05,0.000155572274023,0.0250028119936,0.0159999945695,0.0174338736281,0.0115853457043,4.56208215812e-06,2.58023304058e-06,0.000261679203109
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.016,4,1.05,7.01393043845e-05,0.000155572274023,0.0250027995712,0.0159999945695,0.0150670352709,0.0104092714494,4.78539473255e-06,2.7059353423e-06,0.000317606924421
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.016,4,2.0,7.01393043845e-05,0.000155572274023,6.49033211808e-05,0.0159999945695,3.77918258725e-05,2.59192838534e-05,9.11405745775e-06,5.70378571183e-06,0.24116478226
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.016,8,1.001,2.0926981254e-06,2.7443122877e-06,0.0250028119936,0.0159999945695,0.0174338736281,0.0115853457043,4.86224380386e-07,1.91029072175e-07,2.78896354739e-05
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.016,8,1.05,2.0926981254e-06,2.7443122877e-06,0.0250027995712,0.0159999945695,0.0150670352709,0.0104092714494,5.10025500387e-07,2.03030924894e-07,3.38504218789e-05
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.016,8,2.0,2.0926981254e-06,2.7443122877e-06,6.49033211808e-05,0.0159999945695,3.77918258725e-05,2.59192838534e-05,3.37434733692e-08,2.04128623887e-08,0.000892877562545
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.016,32,1.001,1.45449452135e-07,2.02725341001e-07,0.0250028119936,0.0159999945695,0.0174338736281,0.0115853457043,2.59758723841e-08,3.56909077261e-09,1.48996562314e-06
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.016,32,1.05,1.45449452135e-07,2.02725341001e-07,0.0250027995712,0.0159999945695,0.0150670352709,0.0104092714494,2.72474186815e-08,3.84385200779e-09,1.80841274952e-06
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.016,32,2.0,1.45449452135e-07,2.02725341001e-07,6.49033211808e-05,0.0159999945695,3.77918258725e-05,2.59192838534e-05,3.66057538685e-09,1.817364036e-09,9.68615646992e-05
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.016,128,1.001,1.78828740939e-08,2.62105484155e-08,0.0250028119936,0.0159999945695,0.0174338736281,0.0115853457043,4.0138085787e-09,3.67354350384e-10,2.30230450462e-07
val-gsm8k,e21f6062be8c8538,answer16,calibrated_0.016,128,1.05,1.78828740939e-08,2.62105484155e-08,0.0250027995712,0.0159999945695,0.0150670352709,0.0104092714494,4.21028900345e-09,4.50347864801e-10,2.79437124009e-07
