variant,fit_scale,fit_run_set,fit_row_count,optimizer_success,optimizer_message,eta,lam,reg,beta,a_broad_text,a_tech_code,a_reasoning,tau_broad_text,tau_tech_code,tau_reasoning,train_rmse,train_spearman,cv_rmse,cv_foldmean_regret_at_1,cv_regret_at_1,lower_tail_optimism,cv_depopt_best8,cv_rawopt_nearest_tv,oof_spearman,raw_predicted_optimum_value,raw_nearest_observed_run_name,raw_nearest_observed_value,raw_nearest_observed_tv,phase0_max_weight,phase1_max_weight,phase0_broad_text,phase0_tech_code,phase0_reasoning,phase1_broad_text,phase1_tech_code,phase1_reasoning,total_param_count,notes,delta,objective,oof_pearson,train_pearson,raw_phase0_lt_1e4,raw_phase1_lt_1e4,optimum_success,optimum_message,signal_feature_count,penalty_feature_count,linear_coefficient_count,intercept_count,linear_head_param_count,nonlinear_param_count
power_family_penalty_effective_exposure_no_l2,300m_6b,swarm_like_300m,242,True,Optimization terminated successfully.,2980.9579870417283,54.59815003314424,0.0,1e-06,1.523090139357116,0.3176306775429682,1.1059058897511005,4.962785007027423,1.2986808264432412,4.888977926796068,0.0101023593550466,0.8291147359423483,0.0111406225392205,0.007788860797882,0.0006219148635864,0.0050188466015847,0.0893111997305516,0.5395053372657312,0.8040415047833632,0.8735908239314258,baseline_stratified,0.9688005447387696,0.5000000000000001,0.0256410297796753,0.3939063219078109,0.7948717914955296,0.1538461574402434,0.0512820510642276,5.613329768256701e-06,0.9999942398114972,1.468587346119057e-07,42,Existing 300M no-L2 GRP summary; phase-1 multiplier is inside effective exposure.,,,,,,,,,,,,,,
power_family_penalty_phase_benefit_penalty_premium_no_l2,300m_6b,swarm_like_300m,242,True,Optimization terminated successfully.,2.8108177035413773,0.0,0.0,0.999999,1.166163260861953,0.4726977458066576,0.02,4.190848928114316,8.0,8.0,0.01050838444206984,0.8569711533373047,0.011992538831014527,0.003261291980743386,0.0006219148635864258,0.004255685400138711,0.2182962289234882,0.7694564966544889,0.835427073450461,0.7499288244448177,baseline_stratified,0.9688005447387696,0.5,0.9999999681319606,0.47645438930182,0.9999999681351357,3.1864797073287586e-08,6.748436985294569e-14,5.989673129157893e-12,0.9996505888426709,0.00034941115133947876,42,,5.654567571980307,0.04380763398901476,0.7674306609665613,0.82395686881794,38.0,33.0,True,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,29.0,3.0,32.0,1.0,33.0,9.0
