run_id	commit	version	moe_impl	data	master_params	schedule_steps	timeout	restore_from	extra
ra2a-tune-i03-overlap2	e487cae9b8	2026.08.21.18	ragged_all_to_all	synthetic	disabled	4470000	900	none	none
ra2a-tune-i04-prof-ragged	6d80ab27ee	2026.08.21.19	ragged_all_to_all	synthetic	disabled	4470000	2100	none	--profile-steps 3
ra2a-tune-i04-prof-pooled	6d80ab27ee	2026.08.21.20	fixed_pooled_wave_all_to_all	synthetic	disabled	4470000	2100	none	--profile-steps 3
ra2a-tune-i05-ncclring	f445bd51c1	2026.08.21.21	ragged_all_to_all	synthetic	disabled	4470000	2100	none	none
ra2a-tune-i06-lhs	266e696369	2026.08.21.22	ragged_all_to_all	synthetic	disabled	4470000	2100	none	none
ra2a-tune-i06b-lhs-ov1	04ba1e6d1b	2026.08.21.23	ragged_all_to_all	synthetic	disabled	4470000	2100	none	none
