run_name,is_qsplit240_core,eval/paloma/macro_loss,eval/uncheatable_eval/macro_loss,theta_1,theta_2,theta_3,theta_4,theta_5,theta_6,aggregate_mean_theta
run_00207,True,3.5123190879821777,3.02510404586792,0.2755516490229476,2.1768410987871554,-0.30555456269405,1.8613393741976785,0.5008385243179804,0.9412053731444437,0.9083702427960257
run_00125,True,3.506571054458618,2.988485097885132,1.2144795016206182,1.0822741608108069,0.904032478336212,1.8256092205812386,-0.4395067672486194,0.5781706178669456,0.8608432019945336
run_00233,True,3.517209529876709,3.032083749771118,-1.2046739929930537,3.962435464723369,1.461170523216364,-1.1431274627488526,1.1994364914656832,0.14746487437089645,0.7371176496724011
run_00223,True,3.522589921951294,3.010810136795044,-0.511435203316157,2.122434733470417,1.6537366039869987,-0.7611211005479833,0.865746044204789,1.0499456747543217,0.7365511254253977
baseline_stratified,False,3.508568048477173,3.022904634475708,1.4635604665906887,0.7808335552113347,0.42519224700721414,0.7929599035281981,0.3284297833236171,0.6046589416570951,0.7326058162196913
run_00098,True,3.5168867111206055,3.0393295288085938,1.5693129254710463,-0.3351942740702712,-0.47510631581305257,1.6139748247646346,0.6300430388429747,1.3260580508613977,0.7215147083427883
run_00191,True,3.515575408935547,3.038956880569458,1.2857532108194583,0.06139544271038523,-0.13241485327637084,0.21806244901607005,2.252262603381805,0.3260956062446293,0.6685257431493294
run_00138,True,3.5426645278930664,3.0639514923095703,0.43948516719483155,0.9966189424084083,-0.9467024841126346,1.0814337275379178,0.2769789669328127,1.8276277724086285,0.6125736820616607
run_00200,True,3.5296030044555664,3.001990795135498,-0.602622032686921,0.5789701448835559,2.552172473509304,0.11030095479276289,1.0548342812063558,-0.03306714249514559,0.610098113201652
run_00155,True,3.541746139526367,3.0217301845550537,0.1884627539941733,-0.33871144212730503,0.766715876235337,1.4176619389333784,0.4439682948219542,1.065049942200846,0.5905245606763974
run_00021,True,3.5467567443847656,3.0262680053710938,0.03137625870589879,-0.26188441200157414,0.7057145900387308,0.8322001630925834,0.7284079433176293,1.4991140330949837,0.5891547627080419
run_00183,True,3.544793128967285,3.054828405380249,0.1987518234983041,0.4530836037514454,-0.43049027387759187,1.0139254617945104,0.7040935156826914,1.506755882230267,0.5743533355132712
run_00159,True,3.5474767684936523,3.03704571723938,0.5064828129544512,1.9073950360725893,0.7988580102860674,0.320871992718937,0.7423818063596637,-0.8464901018587154,0.5715832594221656
run_00239,True,3.513612747192383,3.050727128982544,1.5300312779584242,0.08964958426111472,0.4181780517423238,0.39206912648354614,0.9005171521032627,-0.17741380000033757,0.525505232091389
run_00168,True,3.524835109710694,3.0230953693389893,0.9371263120984906,-0.156951881740641,1.4172540853576783,1.2148563507807337,-0.42367949938221744,0.06004976149615361,0.5081091881016997
run_00102,True,3.544181108474731,3.058933973312378,1.000454964072494,0.6882488551552045,0.08569347449325103,0.1535300859813669,0.8663076311156321,0.17448594351226446,0.49478682572170213
baseline_unimax,True,3.4949722290039062,3.057558059692383,2.74583187358931,2.5803272289200536,0.17405424179095427,-0.132830036952049,-1.1957650687940338,-1.2315305647099206,0.49001461230738563
run_00081,True,3.535766124725342,3.073678731918335,0.7974429190297376,1.542147251436532,-0.12853031171748053,-0.8054462719150509,0.423620838906389,0.9449972497011766,0.46237194590688396
run_00186,True,3.5505995750427246,3.0638067722320557,0.44749588188961487,0.665785483791932,-0.324721916246054,1.1200345382447348,0.6359667999750365,0.21393102892457322,0.4597486360966396
run_00071,True,3.5678582191467285,3.058147430419922,-1.0794991155107734,1.6215603708758803,0.18068408870074582,0.4146212579848221,1.4454739948436963,0.1711295781666789,0.4589950291768417
run_00050,True,3.566915273666382,3.0508291721343994,0.1682340668004652,-0.19692459671375648,-0.12758087347417565,0.5637294451742809,1.1274249983590507,1.1920574525686074,0.45449008211907865
run_00018,True,3.5301854610443115,3.0270278453826904,0.29875879687461687,-0.560694560870383,1.7213611150040535,1.1815665008227139,0.33840879374567084,-0.27367741191102485,0.4509538722776078
run_00064,True,3.56946325302124,3.07071852684021,-0.5906669053276284,0.7541557197164557,-0.002823288673954479,-0.23186577228577884,2.1881960660511943,0.5776933084747512,0.4491148546591732
run_00046,True,3.545318126678467,3.0630440711975098,-0.24045960737352062,1.1295962467365213,0.15422633933742877,0.7489398650839396,0.38802725646562136,0.47066255098160137,0.4418321085385986
run_00075,True,3.5314674377441406,3.0619778633117676,1.287150280773253,1.2341548429519338,0.09009517146309717,0.8197084567208219,-0.14270667768311465,-0.6532683293507855,0.439188957479201
run_00131,True,3.567505359649658,3.0453412532806396,-0.030180024678020466,-0.23627660910968223,0.7700143723433228,0.7033317479477376,0.12690688092848482,1.277717994710373,0.4352523936903692
run_00238,True,3.5303940773010254,3.067807912826538,1.8143637672608575,-0.6604349701506883,-0.6827150780893512,0.2358619875618525,1.0239325270746438,0.865709941044468,0.432786362450297
baseline_proportional,True,3.484795570373535,3.081036329269409,3.289517943846092,3.223251952073614,-0.4544673152904144,-0.5323325868150053,-1.3320983839790657,-1.6356782888605805,0.4263655534957733
