candidate_id,bucket,phase_0_weight,phase_0_count,phase_0_materialized_epochs
shared_bounded_ensemble_kl0,dolma3_cc/industrial_low,0.01171875,24,1.3680906270593043
shared_bounded_ensemble_kl0,dolma3_cc/literature_high,0.1162109375,238,2.270937300397758
shared_bounded_ensemble_kl0,dolma3_cc/literature_low,0.03125,64,2.290331080281593
shared_bounded_ensemble_kl0,dolma3_cc/science_math_and_technology_high,0.130859375,268,2.718208653806851
shared_bounded_ensemble_kl0,dolma3_cc/science_math_and_technology_low,0.05908203125,121,2.6884765730663154
shared_bounded_ensemble_kl0,dolma3_finemath_3plus,0.02685546875,55,3.987319861740905
shared_bounded_ensemble_kl0,dolma3_stack_edu,0.09814453125,201,3.6955751126325485
shared_bounded_ensemble_kl0,dolma3_wikipedia,0.00244140625,5,3.3591309026580345
shared_bounded_ensemble_kl0,dolmino_common_crawl_hq,0.0,0,0.0
shared_bounded_ensemble_kl0,dolmino_olmocr_pdfs_hq,0.1630859375,334,3.9985827698731624
shared_bounded_ensemble_kl0,dolmino_stack_edu_fim,0.09814453125,201,3.70076411981088
shared_bounded_ensemble_kl0,dolmino_stem_heavy_crawl,0.00390625,8,3.782339562515968
shared_bounded_ensemble_kl0,dolmino_synth_code,0.0146484375,30,3.9208654806604235
shared_bounded_ensemble_kl0,dolmino_synth_instruction,0.0078125,16,2.193515726148062
shared_bounded_ensemble_kl0,dolmino_synth_math,0.01708984375,35,3.95381639603654
shared_bounded_ensemble_kl0,dolmino_synth_qa,0.13818359375,283,1.3233370462580658
shared_bounded_ensemble_kl0,dolmino_synth_thinking,0.015625,32,1.9770643910983061
shared_bounded_ensemble_kl0p05,dolma3_arxiv,0.02197265625,45,3.928314274229889
shared_bounded_ensemble_kl0p05,dolma3_cc/art_and_design_high,0.009765625,20,0.43181562256043116
shared_bounded_ensemble_kl0p05,dolma3_cc/art_and_design_low,0.0029296875,6,0.3191631328612495
shared_bounded_ensemble_kl0p05,dolma3_cc/crime_and_law_high,0.0205078125,42,0.6737021729247153
shared_bounded_ensemble_kl0p05,dolma3_cc/crime_and_law_low,0.01318359375,27,0.9641328802365992
shared_bounded_ensemble_kl0p05,dolma3_cc/education_and_jobs_high,0.02685546875,55,0.5395836988924947
shared_bounded_ensemble_kl0p05,dolma3_cc/education_and_jobs_low,0.00732421875,15,0.3004332142797676
shared_bounded_ensemble_kl0p05,dolma3_cc/electronics_and_hardware_high,0.01513671875,31,0.576407629480124
shared_bounded_ensemble_kl0p05,dolma3_cc/electronics_and_hardware_low,0.0029296875,6,0.23734940915540947
shared_bounded_ensemble_kl0p05,dolma3_cc/entertainment_high,0.025390625,52,0.30273353985699625
shared_bounded_ensemble_kl0p05,dolma3_cc/entertainment_low,0.01025390625,21,0.3359538014258243
shared_bounded_ensemble_kl0p05,dolma3_cc/finance_and_business_high,0.02294921875,47,0.212984888281566
shared_bounded_ensemble_kl0p05,dolma3_cc/finance_and_business_low,0.013671875,28,0.26628927270841785
shared_bounded_ensemble_kl0p05,dolma3_cc/food_and_dining_high,0.009765625,20,0.2885778241123654
shared_bounded_ensemble_kl0p05,dolma3_cc/food_and_dining_low,0.00390625,8,0.2345123907784431
shared_bounded_ensemble_kl0p05,dolma3_cc/games_high,0.01708984375,35,0.3818485085019344
shared_bounded_ensemble_kl0p05,dolma3_cc/games_low,0.005859375,12,0.34919349305378733
shared_bounded_ensemble_kl0p05,dolma3_cc/health_high,0.0205078125,42,0.23774622748410398
shared_bounded_ensemble_kl0p05,dolma3_cc/health_low,0.01416015625,29,0.3851659819302398
shared_bounded_ensemble_kl0p05,dolma3_cc/history_and_geography_high,0.013671875,28,0.5108413124303925
shared_bounded_ensemble_kl0p05,dolma3_cc/history_and_geography_low,0.00244140625,5,0.3314792034394831
shared_bounded_ensemble_kl0p05,dolma3_cc/industrial_high,0.01904296875,39,1.177090147882815
shared_bounded_ensemble_kl0p05,dolma3_cc/industrial_low,0.01025390625,21,1.1970792986768912
shared_bounded_ensemble_kl0p05,dolma3_cc/literature_high,0.0693359375,142,1.3549289775482423
shared_bounded_ensemble_kl0p05,dolma3_cc/literature_low,0.02392578125,49,1.7535347333405946
shared_bounded_ensemble_kl0p05,dolma3_cc/science_math_and_technology_high,0.0732421875,150,1.5213854405635359
shared_bounded_ensemble_kl0p05,dolma3_cc/science_math_and_technology_low,0.03955078125,81,1.7997239869286905
shared_bounded_ensemble_kl0p05,dolma3_finemath_3plus,0.0205078125,42,3.0448624398748727
shared_bounded_ensemble_kl0p05,dolma3_stack_edu,0.0888671875,182,3.3462421417866857
shared_bounded_ensemble_kl0p05,dolma3_wikipedia,0.00244140625,5,3.3591309026580345
shared_bounded_ensemble_kl0p05,dolmino_common_crawl_hq,0.0361328125,74,0.13844384826356354
shared_bounded_ensemble_kl0p05,dolmino_olmocr_pdfs_hq,0.09423828125,193,2.3105583071422764
shared_bounded_ensemble_kl0p05,dolmino_stack_edu_fim,0.08837890625,181,3.3325288840088025
shared_bounded_ensemble_kl0p05,dolmino_stem_heavy_crawl,0.00341796875,7,3.309547117201472
shared_bounded_ensemble_kl0p05,dolmino_synth_code,0.0146484375,30,3.9208654806604235
shared_bounded_ensemble_kl0p05,dolmino_synth_instruction,0.00634765625,13,1.7822315274953002
shared_bounded_ensemble_kl0p05,dolmino_synth_math,0.01318359375,27,3.0500869340853307
shared_bounded_ensemble_kl0p05,dolmino_synth_qa,0.1044921875,214,1.0006859643082193
shared_bounded_ensemble_kl0p05,dolmino_synth_thinking,0.01171875,24,1.4827982933237296
shared_bounded_ensemble_kl0p2,dolma3_arxiv,0.017578125,36,3.142651419383911
shared_bounded_ensemble_kl0p2,dolma3_cc/art_and_design_high,0.0166015625,34,0.734086558352733
shared_bounded_ensemble_kl0p2,dolma3_cc/art_and_design_low,0.005859375,12,0.638326265722499
shared_bounded_ensemble_kl0p2,dolma3_cc/crime_and_law_high,0.02490234375,51,0.8180669242657258
shared_bounded_ensemble_kl0p2,dolma3_cc/crime_and_law_low,0.0126953125,26,0.928424255042651
shared_bounded_ensemble_kl0p2,dolma3_cc/education_and_jobs_high,0.0390625,80,0.7848490165709014
shared_bounded_ensemble_kl0p2,dolma3_cc/education_and_jobs_low,0.0166015625,34,0.6809819523674733
shared_bounded_ensemble_kl0p2,dolma3_cc/electronics_and_hardware_high,0.02099609375,43,0.7995331634724301
shared_bounded_ensemble_kl0p2,dolma3_cc/electronics_and_hardware_low,0.0078125,16,0.6329317577477586
shared_bounded_ensemble_kl0p2,dolma3_cc/entertainment_high,0.0400390625,82,0.4773875051591095
shared_bounded_ensemble_kl0p2,dolma3_cc/entertainment_low,0.02099609375,43,0.687905402919545
shared_bounded_ensemble_kl0p2,dolma3_cc/finance_and_business_high,0.03857421875,79,0.35799587604773864
shared_bounded_ensemble_kl0p2,dolma3_cc/finance_and_business_low,0.0322265625,66,0.6276818570984135
shared_bounded_ensemble_kl0p2,dolma3_cc/food_and_dining_high,0.0224609375,46,0.6637289954584403
shared_bounded_ensemble_kl0p2,dolma3_cc/food_and_dining_low,0.01025390625,21,0.6155950257934132
shared_bounded_ensemble_kl0p2,dolma3_cc/games_high,0.03173828125,65,0.7091472300750211
shared_bounded_ensemble_kl0p2,dolma3_cc/games_low,0.01123046875,23,0.6692875283530924
shared_bounded_ensemble_kl0p2,dolma3_cc/health_high,0.0380859375,78,0.44152870818476453
shared_bounded_ensemble_kl0p2,dolma3_cc/health_low,0.0263671875,54,0.7172056215252742
shared_bounded_ensemble_kl0p2,dolma3_cc/history_and_geography_high,0.0205078125,42,0.7662619686455887
shared_bounded_ensemble_kl0p2,dolma3_cc/history_and_geography_low,0.0048828125,10,0.6629584068789662
shared_bounded_ensemble_kl0p2,dolma3_cc/industrial_high,0.0166015625,34,1.0261811545645054
shared_bounded_ensemble_kl0p2,dolma3_cc/industrial_low,0.00927734375,19,1.0830717464219493
shared_bounded_ensemble_kl0p2,dolma3_cc/literature_high,0.0546875,112,1.0686763766577685
shared_bounded_ensemble_kl0p2,dolma3_cc/literature_low,0.01806640625,37,1.324097655787796
shared_bounded_ensemble_kl0p2,dolma3_cc/science_math_and_technology_high,0.0537109375,110,1.1156826564132596
shared_bounded_ensemble_kl0p2,dolma3_cc/science_math_and_technology_low,0.02783203125,57,1.2664724352461156
shared_bounded_ensemble_kl0p2,dolma3_finemath_3plus,0.01318359375,27,1.9574115684909899
shared_bounded_ensemble_kl0p2,dolma3_stack_edu,0.0712890625,146,2.6843480917629456
shared_bounded_ensemble_kl0p2,dolma3_wikipedia,0.00244140625,5,3.3591309026580345
shared_bounded_ensemble_kl0p2,dolmino_common_crawl_hq,0.0439453125,90,0.16837765329352322
shared_bounded_ensemble_kl0p2,dolmino_olmocr_pdfs_hq,0.05419921875,111,1.3288703217243143
shared_bounded_ensemble_kl0p2,dolmino_stack_edu_fim,0.0703125,144,2.6512936977749586
shared_bounded_ensemble_kl0p2,dolmino_stem_heavy_crawl,0.001953125,4,1.891169781257984
shared_bounded_ensemble_kl0p2,dolmino_synth_code,0.0146484375,30,3.9208654806604235
shared_bounded_ensemble_kl0p2,dolmino_synth_instruction,0.0048828125,10,1.3709473288425387
shared_bounded_ensemble_kl0p2,dolmino_synth_math,0.00830078125,17,1.9204251066463192
shared_bounded_ensemble_kl0p2,dolmino_synth_qa,0.06591796875,135,0.63127385598883
shared_bounded_ensemble_kl0p2,dolmino_synth_thinking,0.00927734375,19,1.1738819822146191
shared_bounded_ensemble_kl0p5,dolma3_arxiv,0.01171875,24,2.0951009462559407
shared_bounded_ensemble_kl0p5,dolma3_cc/art_and_design_high,0.01904296875,39,0.8420404639928408
shared_bounded_ensemble_kl0p5,dolma3_cc/art_and_design_low,0.00732421875,15,0.7979078321531237
shared_bounded_ensemble_kl0p5,dolma3_cc/crime_and_law_high,0.02734375,56,0.8982695638996205
shared_bounded_ensemble_kl0p5,dolma3_cc/crime_and_law_low,0.0126953125,26,0.928424255042651
shared_bounded_ensemble_kl0p5,dolma3_cc/education_and_jobs_high,0.0439453125,90,0.8829551436422641
shared_bounded_ensemble_kl0p5,dolma3_cc/education_and_jobs_low,0.0205078125,42,0.8412129999833493
shared_bounded_ensemble_kl0p5,dolma3_cc/electronics_and_hardware_high,0.0234375,48,0.8925021359692242
shared_bounded_ensemble_kl0p5,dolma3_cc/electronics_and_hardware_low,0.009765625,20,0.7911646971846982
shared_bounded_ensemble_kl0p5,dolma3_cc/entertainment_high,0.0458984375,94,0.5472490912799548
shared_bounded_ensemble_kl0p5,dolma3_cc/entertainment_low,0.025390625,52,0.8318856035306126
shared_bounded_ensemble_kl0p5,dolma3_cc/finance_and_business_high,0.044921875,92,0.41690658982774625
shared_bounded_ensemble_kl0p5,dolma3_cc/finance_and_business_low,0.041015625,84,0.7988678181252535
shared_bounded_ensemble_kl0p5,dolma3_cc/food_and_dining_high,0.02783203125,57,0.8224467987202413
shared_bounded_ensemble_kl0p5,dolma3_cc/food_and_dining_low,0.01318359375,27,0.7914793188772454
shared_bounded_ensemble_kl0p5,dolma3_cc/games_high,0.03759765625,77,0.8400667187042558
shared_bounded_ensemble_kl0p5,dolma3_cc/games_low,0.013671875,28,0.8147848171255038
shared_bounded_ensemble_kl0p5,dolma3_cc/health_high,0.044921875,92,0.5207774506794659
shared_bounded_ensemble_kl0p5,dolma3_cc/health_low,0.03125,64,0.8500214773632879
shared_bounded_ensemble_kl0p5,dolma3_cc/history_and_geography_high,0.0234375,48,0.8757279641663871
shared_bounded_ensemble_kl0p5,dolma3_cc/history_and_geography_low,0.005859375,12,0.7955500882547595
shared_bounded_ensemble_kl0p5,dolma3_cc/industrial_high,0.01611328125,33,0.9959993559008435
shared_bounded_ensemble_kl0p5,dolma3_cc/industrial_low,0.0087890625,18,1.0260679702944782
shared_bounded_ensemble_kl0p5,dolma3_cc/literature_high,0.0517578125,106,1.0114258564796739
shared_bounded_ensemble_kl0p5,dolma3_cc/literature_low,0.015625,32,1.1451655401407965
shared_bounded_ensemble_kl0p5,dolma3_cc/science_math_and_technology_high,0.04931640625,101,1.0243995299794475
shared_bounded_ensemble_kl0p5,dolma3_cc/science_math_and_technology_low,0.0244140625,50,1.1109407326720313
shared_bounded_ensemble_kl0p5,dolma3_finemath_3plus,0.009765625,20,1.449934495178511
shared_bounded_ensemble_kl0p5,dolma3_stack_edu,0.05419921875,111,2.0408399875731984
shared_bounded_ensemble_kl0p5,dolma3_wikipedia,0.00244140625,5,3.3591309026580345
shared_bounded_ensemble_kl0p5,dolmino_common_crawl_hq,0.04736328125,97,0.1814736929941306
shared_bounded_ensemble_kl0p5,dolmino_olmocr_pdfs_hq,0.04541015625,93,1.1133778371203715
shared_bounded_ensemble_kl0p5,dolmino_stack_edu_fim,0.05322265625,109,2.006882035121323
shared_bounded_ensemble_kl0p5,dolmino_stem_heavy_crawl,0.00146484375,3,1.418377335943488
shared_bounded_ensemble_kl0p5,dolmino_synth_code,0.01416015625,29,3.7901699646384097
shared_bounded_ensemble_kl0p5,dolmino_synth_instruction,0.00390625,8,1.096757863074031
shared_bounded_ensemble_kl0p5,dolmino_synth_math,0.00634765625,13,1.4685603756707146
shared_bounded_ensemble_kl0p5,dolmino_synth_qa,0.056640625,116,0.5424279058866983
shared_bounded_ensemble_kl0p5,dolmino_synth_thinking,0.00830078125,17,1.0503154577709752
observed_cap4_best,dolma3_arxiv,0.00537109375,11,0.9602546003673061
observed_cap4_best,dolma3_cc/art_and_design_high,0.0224609375,46,0.9931759318889917
observed_cap4_best,dolma3_cc/art_and_design_low,0.00927734375,19,1.0106832540606234
observed_cap4_best,dolma3_cc/crime_and_law_high,0.0302734375,62,0.9945127314602941
observed_cap4_best,dolma3_cc/crime_and_law_low,0.013671875,28,0.9998415054305472
observed_cap4_best,dolma3_cc/education_and_jobs_high,0.0498046875,102,1.0006824961278993
observed_cap4_best,dolma3_cc/education_and_jobs_low,0.0244140625,50,1.0014440475992255
observed_cap4_best,dolma3_cc/electronics_and_hardware_high,0.0263671875,54,1.0040649029653774
observed_cap4_best,dolma3_cc/electronics_and_hardware_low,0.01220703125,25,0.9889558714808727
observed_cap4_best,dolma3_cc/entertainment_high,0.05224609375,107,0.6229324762442039
observed_cap4_best,dolma3_cc/entertainment_low,0.0302734375,62,0.9918636042095765
observed_cap4_best,dolma3_cc/finance_and_business_high,0.05224609375,107,0.4848804903431396
observed_cap4_best,dolma3_cc/finance_and_business_low,0.05126953125,105,0.9985847726565669
observed_cap4_best,dolma3_cc/food_and_dining_high,0.03369140625,69,0.9955934931876605
observed_cap4_best,dolma3_cc/food_and_dining_low,0.0166015625,34,0.9966776608083832
observed_cap4_best,dolma3_cc/games_high,0.04443359375,91,0.9928061221050295
observed_cap4_best,dolma3_cc/games_low,0.0166015625,34,0.9893815636523975
observed_cap4_best,dolma3_cc/health_high,0.05224609375,107,0.6056868176380744
observed_cap4_best,dolma3_cc/health_low,0.03662109375,75,0.9961189187851031
observed_cap4_best,dolma3_cc/history_and_geography_high,0.02685546875,55,1.0034382922739853
observed_cap4_best,dolma3_cc/history_and_geography_low,0.00732421875,15,0.9944376103184493
observed_cap4_best,dolma3_cc/industrial_high,0.01611328125,33,0.9959993559008435
observed_cap4_best,dolma3_cc/industrial_low,0.0087890625,18,1.0260679702944782
observed_cap4_best,dolma3_cc/literature_high,0.05126953125,105,1.001884103116658
observed_cap4_best,dolma3_cc/literature_low,0.013671875,28,1.002019847623197
observed_cap4_best,dolma3_cc/science_math_and_technology_high,0.0478515625,98,0.9939718211681768
observed_cap4_best,dolma3_cc/science_math_and_technology_low,0.02197265625,45,0.9998466594048281
observed_cap4_best,dolma3_finemath_3plus,0.0068359375,14,1.0149541466249576
observed_cap4_best,dolma3_stack_edu,0.0263671875,54,0.99284107503561
observed_cap4_best,dolma3_wikipedia,0.0009765625,2,1.3436523610632138
observed_cap4_best,dolmino_common_crawl_hq,0.05224609375,107,0.2001823211378554
observed_cap4_best,dolmino_olmocr_pdfs_hq,0.04052734375,83,0.9936597901181811
observed_cap4_best,dolmino_stack_edu_fim,0.0263671875,54,0.9942351366656096
observed_cap4_best,dolmino_stem_heavy_crawl,0.0009765625,2,0.945584890628992
observed_cap4_best,dolmino_synth_code,0.00390625,8,1.045564128176113
observed_cap4_best,dolmino_synth_instruction,0.00341796875,7,0.959663130189777
observed_cap4_best,dolmino_synth_math,0.00439453125,9,1.01669564469511
observed_cap4_best,dolmino_synth_qa,0.05224609375,107,0.5003429821541097
observed_cap4_best,dolmino_synth_thinking,0.0078125,16,0.9885321955491531
proportional_control,dolma3_arxiv,0.00390625,8,0.6983669820853136
proportional_control,dolma3_cc/art_and_design_high,0.01611328125,33,0.7124957772247115
proportional_control,dolma3_cc/art_and_design_low,0.0068359375,14,0.7447139766762487
proportional_control,dolma3_cc/crime_and_law_high,0.02197265625,45,0.7218237567050522
proportional_control,dolma3_cc/crime_and_law_low,0.009765625,20,0.7141725038789624
proportional_control,dolma3_cc/education_and_jobs_high,0.0361328125,74,0.7259853403280838
proportional_control,dolma3_cc/education_and_jobs_low,0.017578125,36,0.7210397142714423
proportional_control,dolma3_cc/electronics_and_hardware_high,0.01904296875,39,0.7251579854749948
proportional_control,dolma3_cc/electronics_and_hardware_low,0.0087890625,18,0.7120482274662284
proportional_control,dolma3_cc/entertainment_high,0.060546875,124,0.721903056582068
proportional_control,dolma3_cc/entertainment_low,0.02197265625,45,0.7199010030553379
proportional_control,dolma3_cc/finance_and_business_high,0.07763671875,159,0.7205233454631701
proportional_control,dolma3_cc/finance_and_business_low,0.037109375,76,0.7227851687799912
proportional_control,dolma3_cc/food_and_dining_high,0.0244140625,50,0.7214445602809134
proportional_control,dolma3_cc/food_and_dining_low,0.01220703125,25,0.7328512211826347
proportional_control,dolma3_cc/games_high,0.0322265625,66,0.7200571874607906
proportional_control,dolma3_cc/games_low,0.01220703125,25,0.727486443862057
proportional_control,dolma3_cc/health_high,0.0625,128,0.7245599313801264
proportional_control,dolma3_cc/health_low,0.0263671875,54,0.7172056215252742
proportional_control,dolma3_cc/history_and_geography_high,0.01953125,40,0.7297733034719893
proportional_control,dolma3_cc/history_and_geography_low,0.00537109375,11,0.7292542475668629
proportional_control,dolma3_cc/industrial_high,0.01171875,24,0.7243631679278862
proportional_control,dolma3_cc/industrial_low,0.00634765625,13,0.7410490896571231
proportional_control,dolma3_cc/literature_high,0.037109375,76,0.7251732555892001
proportional_control,dolma3_cc/literature_low,0.009765625,20,0.7157284625879978
proportional_control,dolma3_cc/science_math_and_technology_high,0.03466796875,71,0.7201224418667403
proportional_control,dolma3_cc/science_math_and_technology_low,0.01611328125,33,0.7332208835635406
proportional_control,dolma3_finemath_3plus,0.0048828125,10,0.7249672475892555
proportional_control,dolma3_stack_edu,0.01904296875,39,0.7170518875257184
proportional_control,dolma3_wikipedia,0.00048828125,1,0.6718261805316069
proportional_control,dolmino_common_crawl_hq,0.1884765625,386,0.7221530463477774
proportional_control,dolmino_olmocr_pdfs_hq,0.029296875,60,0.7183082820131429
proportional_control,dolmino_stack_edu_fim,0.01904296875,39,0.7180587098140513
proportional_control,dolmino_stem_heavy_crawl,0.0009765625,2,0.945584890628992
proportional_control,dolmino_synth_code,0.0029296875,6,0.7841730961320847
proportional_control,dolmino_synth_instruction,0.00244140625,5,0.6854736644212693
proportional_control,dolmino_synth_math,0.0029296875,6,0.6777970964634068
proportional_control,dolmino_synth_qa,0.07568359375,155,0.7247959087279159
proportional_control,dolmino_synth_thinking,0.005859375,12,0.7413991466618648
