candidate_id,constituent_variant,fit_seed,tv_from_partition_ensemble_candidate,hellinger_from_partition_ensemble_candidate
shared_bounded_ensemble_kl0,shared_shape,97,0.15087890625,0.18668313769611367
shared_bounded_ensemble_kl0,shared_shape,98,0.044921875,0.13418870526181945
shared_bounded_ensemble_kl0,shared_shape,99,0.1181640625,0.12535628193093867
shared_bounded_ensemble_kl0,bounded_shape,97,0.1376953125,0.22112239148870985
shared_bounded_ensemble_kl0,bounded_shape,98,0.05078125,0.08786085121420555
shared_bounded_ensemble_kl0,bounded_shape,99,0.04931640625,0.0873489766532466
shared_bounded_ensemble_kl0p05,shared_shape,97,0.0791015625,0.08019486615033206
shared_bounded_ensemble_kl0p05,shared_shape,98,0.052734375,0.04757352724790733
shared_bounded_ensemble_kl0p05,shared_shape,99,0.08935546875,0.0883357125366076
shared_bounded_ensemble_kl0p05,bounded_shape,97,0.08740234375,0.09588998721515354
shared_bounded_ensemble_kl0p05,bounded_shape,98,0.05126953125,0.055094334989023455
shared_bounded_ensemble_kl0p05,bounded_shape,99,0.0517578125,0.05437501549171107
shared_bounded_ensemble_kl0p2,shared_shape,97,0.025390625,0.023338032281982054
shared_bounded_ensemble_kl0p2,shared_shape,98,0.02099609375,0.018206758304002625
shared_bounded_ensemble_kl0p2,shared_shape,99,0.03564453125,0.0355325531528245
shared_bounded_ensemble_kl0p2,bounded_shape,97,0.03515625,0.04321735775045344
shared_bounded_ensemble_kl0p2,bounded_shape,98,0.02734375,0.02368050501488706
shared_bounded_ensemble_kl0p2,bounded_shape,99,0.02587890625,0.022618707659640393
shared_bounded_ensemble_kl0p5,shared_shape,97,0.01220703125,0.013520146934007216
shared_bounded_ensemble_kl0p5,shared_shape,98,0.01171875,0.010621872894772483
shared_bounded_ensemble_kl0p5,shared_shape,99,0.01513671875,0.018510313346694635
shared_bounded_ensemble_kl0p5,bounded_shape,97,0.0166015625,0.020522070845040017
shared_bounded_ensemble_kl0p5,bounded_shape,98,0.01416015625,0.01443166655769105
shared_bounded_ensemble_kl0p5,bounded_shape,99,0.0126953125,0.012377005642219344
