backend,elapsed_seconds,event,gpu_index,gpu_utilization_percent,memory_total_mib,memory_used_mib,memory_utilization_percent,phase,power_watts,sm_clock_mhz,temperature_c,duration_seconds,batch_count,case_count,device_count,tensor_parallel_size,batch_index,batch_seconds,bucket_max_tokens,case_ids,inference_seconds,padded_tokens,padding_seconds,prompt_tokens,real_tokens,batch_row,case_id,golden_probability_gap_to_greedy,greedy_token_id,max_probability_error,rank,top_probability_l1_error,total_seconds,attention_backend,vllm_batch_invariant,vllm_use_flashinfer_sampler,wave_count,request_id,request_kind,request_seconds,response_bytes,wave,wave_seconds
levanter-gpu,131.761546,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.9,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,131.761724,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.23,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,131.761764,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.2,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,131.761841,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.44,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,131.761871,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.81,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,131.761897,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.41,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,131.761923,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.34,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,131.761946,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.81,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,133.882084,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.95,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,133.882222,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.18,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,133.882252,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.21,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,133.882276,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.46,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,133.8823,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.8,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,133.882324,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.43,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,133.882347,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.35,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,133.882369,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.81,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,136.002831,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.9,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,136.002933,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.12,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,136.002962,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.18,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,136.002985,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.44,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,136.003007,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.75,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,136.003028,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.35,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,136.00305,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.28,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,136.003072,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.8,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,138.125209,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.9,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,138.125326,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.19,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,138.125358,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.2,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,138.125384,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.43,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,138.125409,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.83,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,138.125434,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.42,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,138.125458,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.36,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,138.125481,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.83,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,140.249655,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.91,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,140.249772,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.14,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,140.249809,gpu_sample,2.0,5.0,81559.0,61361.0,0.0,model_load,117.18,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,140.249901,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.43,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,140.249931,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.85,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,140.249956,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.38,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,140.249981,gpu_sample,6.0,4.0,81559.0,61361.0,0.0,model_load,119.37,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,140.250006,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.8,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,142.369942,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.88,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,142.370015,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.13,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,142.37004,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.17,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,142.370064,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.41,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,142.370087,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.78,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,142.370108,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.31,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,142.37013,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.31,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,142.370152,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.78,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,144.488996,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.93,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,144.489053,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.18,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,144.489079,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.23,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,144.489103,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.44,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,144.489124,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.82,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,144.489146,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.44,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,144.489167,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.35,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,144.489189,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.8,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,146.607371,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.96,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,146.607494,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.21,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,146.607528,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.19,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,146.607553,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.37,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,146.607634,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.8,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,146.607664,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.43,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,146.607689,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.33,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,146.607714,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.8,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,148.730278,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.86,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,148.730377,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.28,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,148.73041,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.2,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,148.730435,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.48,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,148.73046,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.8,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,148.730483,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.38,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,148.730505,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.39,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,148.730528,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.75,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,150.881277,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.89,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,150.881382,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.15,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,150.881414,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.21,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,150.881442,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.43,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,150.881467,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.82,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,150.88149,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.34,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,150.881513,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.34,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,150.881536,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.78,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,153.001175,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.9,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,153.001272,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.16,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,153.001303,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.17,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,153.001329,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.44,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,153.001352,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.81,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,153.001374,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.42,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,153.001395,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.41,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,153.001418,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.81,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,155.119402,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.95,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,155.119487,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.13,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,155.119513,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.2,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,155.119537,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.44,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,155.11956,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.84,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,155.119582,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.4,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,155.119604,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.43,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,155.119626,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.78,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,157.238327,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.9,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,157.238403,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.19,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,157.238429,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.2,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,157.238452,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.46,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,157.238474,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.86,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,157.238496,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.38,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,157.238518,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.42,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,157.238539,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.83,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,159.357745,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.93,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,159.357849,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.2,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,159.35788,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.21,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,159.357905,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.44,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,159.35793,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.88,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,159.357952,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.39,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,159.357974,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.4,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,159.357997,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.82,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,161.477207,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.93,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,161.477339,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.19,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,161.477372,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.17,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,161.477401,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.47,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,161.477429,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.85,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,161.477454,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.41,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,161.47748,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.39,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,161.477525,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.82,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,163.598751,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.96,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,163.598868,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.24,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,163.598897,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.25,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,163.598922,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.48,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,163.598944,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.85,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,163.598966,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.44,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,163.598986,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.36,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,163.599007,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.81,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,165.717946,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.91,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,165.718044,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.2,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,165.718077,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.18,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,165.718109,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.44,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,165.718134,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.84,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,165.718162,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.41,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,165.718184,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.37,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,165.718206,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.79,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,167.836836,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.9,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,167.836935,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.14,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,167.836964,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.22,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,167.836992,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.43,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,167.837016,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.82,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,167.837038,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.4,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,167.837061,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.36,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,167.837085,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.81,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,169.955431,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.98,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,169.955511,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.19,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,169.955538,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.15,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,169.955563,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.43,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,169.955584,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.86,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,169.955606,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.43,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
