backend,elapsed_seconds,event,gpu_index,gpu_utilization_percent,memory_total_mib,memory_used_mib,memory_utilization_percent,phase,power_watts,sm_clock_mhz,temperature_c,duration_seconds,batch_count,case_count,device_count,tensor_parallel_size,batch_index,batch_seconds,bucket_max_tokens,case_ids,inference_seconds,padded_tokens,padding_seconds,prompt_tokens,real_tokens,batch_row,case_id,golden_probability_gap_to_greedy,greedy_token_id,max_probability_error,rank,top_probability_l1_error,total_seconds,attention_backend,vllm_batch_invariant,vllm_use_flashinfer_sampler,wave_count,request_id,request_kind,request_seconds,response_bytes,wave,wave_seconds
levanter-gpu,273.989693,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.43,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,273.989717,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.85,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,276.108509,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,116.01,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,276.10861,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.17,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,276.10864,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.24,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,276.108667,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.99,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,276.10869,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.92,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,276.108712,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.41,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,276.108735,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.45,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,276.10876,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.81,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,278.226741,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,116.06,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,278.226838,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.25,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,278.226868,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.24,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,278.226893,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.99,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,278.22692,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.91,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,278.226965,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.47,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,278.226996,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.43,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,278.227094,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.86,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,280.345504,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,116.07,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,280.345582,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.22,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,280.345613,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.2,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,280.345643,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,120.03,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,280.345669,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.95,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,280.345696,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.4,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,280.345721,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.43,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,280.34575,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.84,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,282.518248,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,116.09,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,282.518349,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.26,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,282.51838,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.27,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,282.518409,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,120.06,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,282.518433,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.95,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,282.518457,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.45,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,282.518482,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.49,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,282.518506,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.87,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,284.637345,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,116.04,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,284.637445,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.21,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,284.637475,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.18,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,284.637502,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.93,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,284.637526,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.91,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,284.637549,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.47,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,284.637572,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.45,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,284.637594,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.84,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,286.78479,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.99,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,286.784915,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.12,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,286.784947,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.25,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,286.784973,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.95,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,286.784998,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.89,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,286.785021,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.42,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,286.785042,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.41,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,286.785064,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.79,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,288.903887,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,116.04,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,288.903989,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.2,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,288.904019,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.22,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,288.904044,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.95,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,288.904068,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.9,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,288.90409,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.45,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,288.904113,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.47,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,288.904133,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.86,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,291.022861,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.43,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,291.02297,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.18,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,291.022999,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.24,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,291.023024,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,120.01,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,291.023047,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.94,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,291.02307,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.41,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,291.023092,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.44,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,291.023113,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.85,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,293.144981,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.47,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,293.145224,gpu_sample,1.0,7.0,81559.0,61361.0,0.0,model_load,119.28,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,293.145296,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.26,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,293.14533,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.95,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,293.145359,gpu_sample,4.0,11.0,81559.0,61361.0,0.0,model_load,120.92,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,293.145388,gpu_sample,5.0,10.0,81559.0,61361.0,0.0,model_load,115.41,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,293.145415,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.45,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,293.145441,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.84,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,295.317302,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.5,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,295.317404,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.23,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,295.31744,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.34,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,295.317466,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,120.03,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,295.317493,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.99,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,295.317523,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.46,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,295.317555,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.45,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,295.317582,gpu_sample,7.0,4.0,81559.0,61361.0,0.0,model_load,120.91,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,297.434595,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.45,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,297.434707,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.21,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,297.434757,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.28,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,297.434799,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,120.0,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,297.434833,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.91,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,297.434864,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.45,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,297.434897,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.42,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,297.434942,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.78,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,299.557353,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.54,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,299.557554,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.25,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,299.557597,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.28,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,299.557628,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.98,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,299.557659,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.93,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,299.557693,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.5,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,299.557728,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.42,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,299.557766,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.88,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,301.679162,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.46,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,301.679262,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.16,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,301.679291,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.23,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,301.679317,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,120.0,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,301.679342,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.94,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,301.679365,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.38,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,301.679387,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.44,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,301.67941,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.83,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,303.798087,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.46,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,303.798186,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.19,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,303.798214,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.3,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,303.798238,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.96,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,303.798261,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.99,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,303.798285,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.4,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,303.798308,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.41,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,303.798329,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.83,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,305.922359,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.48,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,305.922468,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.2,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,305.922498,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.23,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,305.922523,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,120.01,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,305.922546,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.94,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,305.922569,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.44,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,305.922592,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.45,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,305.922614,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.87,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,308.041366,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.42,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,308.041463,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.22,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,308.041492,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.17,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,308.041515,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.99,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,308.041537,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.93,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,308.041558,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.43,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,308.041579,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.4,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,308.0416,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.8,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,310.161197,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.43,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,310.161327,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.2,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,310.161361,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.26,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,310.16139,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,120.01,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,310.161418,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.91,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,310.161445,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.4,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,310.161469,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.41,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,310.161493,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.84,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,312.362087,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.46,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,312.362228,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.2,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,312.36226,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.32,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,312.362286,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.97,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,312.36231,gpu_sample,4.0,0.0,81559.0,61361.0,0.0,model_load,120.91,1830.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,312.362335,gpu_sample,5.0,0.0,81559.0,61361.0,0.0,model_load,115.42,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,312.362358,gpu_sample,6.0,0.0,81559.0,61361.0,0.0,model_load,119.43,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,312.362379,gpu_sample,7.0,0.0,81559.0,61361.0,0.0,model_load,120.84,1830.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,314.482172,gpu_sample,0.0,0.0,81559.0,61381.0,0.0,model_load,115.41,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,314.482277,gpu_sample,1.0,0.0,81559.0,61361.0,0.0,model_load,119.22,1830.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,314.482307,gpu_sample,2.0,0.0,81559.0,61361.0,0.0,model_load,117.21,1830.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levanter-gpu,314.482331,gpu_sample,3.0,0.0,81559.0,61361.0,0.0,model_load,119.96,1830.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
