backend,cycle,elapsed_seconds,emission_span_seconds,phase,memory_used_mib_mean,memory_used_mib_max,gpu_utilization_percent_mean,gpu_utilization_percent_max,power_watts_mean,power_watts_max,temperature_c_max
vllm-gpu,70,153.6806215,0.00022599999999783904,wave_1_256,75374.75,75383.0,0.0,0.0,116.04375,118.32,28.0
vllm-gpu,71,155.818899,0.000298999999984062,wave_6_4096,75416.5,75425.0,36.375,100.0,208.865,218.22,30.0
vllm-gpu,72,157.967442,0.00022200000000793807,wave_7_16384,75416.5,75425.0,96.875,100.0,277.7175,282.72,32.0
vllm-gpu,73,160.112649,0.0002409999999883894,wave_8_32768,75416.5,75425.0,100.0,100.0,287.64625,293.24,33.0
vllm-gpu,74,162.255804,0.00024000000001933586,wave_8_32768,75417.0,75425.0,96.75,100.0,252.8725,261.33,33.0
vllm-gpu,75,164.4078165,0.00022699999999531428,rank_sentinel,75417.75,75425.0,100.0,100.0,243.43375,250.83,33.0
vllm-gpu,76,166.968161,0.00032000000001630724,rank_sentinel,10565.125,28135.0,13.375,56.0,123.875,127.94,30.0
vllm-gpu,77,169.11524500000002,0.00025599999997893974,rank_sentinel,10565.125,28135.0,0.0,0.0,103.1575,117.58,29.0
vllm-gpu,78,171.2632545,0.0002570000000048367,rank_sentinel,10565.125,28135.0,0.0,0.0,88.0325,117.5,29.0
vllm-gpu,79,173.410441,0.00024299999998333988,rank_sentinel,10546.375,28101.0,0.0,0.0,87.89999999999999,117.47,29.0
vllm-gpu,80,175.7507805,0.00026700000000801083,complete,3516.375,28098.0,0.0,0.0,89.59375,123.47,29.0
