domain_name,phase_0_weight,phase_1_weight,phase_0_effective_epochs,phase_1_effective_epochs
dolma3_arxiv,0.04414350539029798,2.427360562892011e-06,7.910476670355794,0.00010874521027230856
dolma3_cc/art_and_design_high,3.270709804358446e-07,6.603854322230923e-08,1.4496143961713694e-05,7.31725135241877e-07
dolma3_cc/art_and_design_low,5.366223738199836e-09,2.4366680778571582e-08,5.859659372332587e-07,6.651812166365741e-07
dolma3_cc/crime_and_law_high,0.031000739628030894,2.7000975035133493e-07,1.0207816136505814,2.22269687733361e-06
dolma3_cc/crime_and_law_low,0.02956718676295385,9.97298965215455e-08,2.1673310860659574,1.8275978255404112e-06
dolma3_cc/education_and_jobs_high,1.4262419102201598e-08,4.6824814118691164e-08,2.8723109323177697e-07,2.357514257102831e-07
dolma3_cc/education_and_jobs_low,1.624641383458598e-09,2.3725686647596127e-08,6.679690227636306e-08,2.438695684744443e-07
dolma3_cc/electronics_and_hardware_high,0.036373045504256976,2.0047675864959408e-08,1.3883207617193933,1.912996577663981e-07
dolma3_cc/electronics_and_hardware_low,0.022075899101869138,3.222154500171066e-08,1.7926579469048003,6.541320066096042e-07
dolma3_cc/entertainment_high,5.55051455687469e-09,4.6690056767265266e-07,6.633344719333995e-08,1.3949663509977876e-06
dolma3_cc/entertainment_low,0.014445983740769604,3.6673654505068796e-08,0.47440527819053885,3.0109017807211635e-07
dolma3_cc/finance_and_business_high,1.253992492644752e-09,1.2563679649235273e-07,1.1665087335667396e-08,2.9217962074194624e-07
dolma3_cc/finance_and_business_low,1.1929544245377298e-09,1.5763969797182314e-08,2.3289577935626078e-08,7.693843863913714e-08
dolma3_cc/food_and_dining_high,0.02699077312855992,1.8488558575106657e-08,0.7994483477065297,1.36904633427344e-07
dolma3_cc/food_and_dining_low,7.0326574589167895e-09,2.5537924554761713e-08,4.231919496404274e-07,3.8418777486442436e-07
dolma3_cc/games_high,0.0130355514972382,5.943975062418029e-08,0.2919406627389193,3.327991185094045e-07
dolma3_cc/games_low,1.7123913153580647e-09,1.2790027817786265e-08,1.022892604295822e-07,1.9100226604477603e-07
dolma3_cc/health_high,9.019255131539157e-09,5.365422062931732e-08,1.0480382706014946e-07,1.5586563352162512e-07
dolma3_cc/health_low,0.020556501115931405,2.4525215665151656e-08,0.5604556439049383,1.6716482367307355e-07
dolma3_cc/history_and_geography_high,0.019672496219245782,5.662098379328013e-07,0.7367660014634982,5.301362796488047e-06
dolma3_cc/history_and_geography_low,0.015036807121365802,2.065691522420197e-07,2.046369418242519,7.0280344837920064e-06
dolma3_cc/industrial_high,0.03379461220004647,2.8444743151196205e-07,2.0937976622314514,4.405845550187051e-06
dolma3_cc/industrial_low,7.054281727935499e-09,1.3480669904940747e-08,8.254647869116034e-07,3.943639742385309e-07
dolma3_cc/literature_high,2.257351864773663e-07,1.5903149526953311e-06,4.421499419639308e-06,7.78741758220661e-06
dolma3_cc/literature_low,1.3344348004043013e-07,1.4724870620097184e-07,9.802972348172614e-06,2.7042816081291165e-06
dolma3_cc/science_math_and_technology_high,6.32898549095551e-08,1.386120803515971e-06,1.3177232917885843e-06,7.214914896850024e-06
dolma3_cc/science_math_and_technology_low,0.0474140038950793,5.986629687904768e-06,2.1625673552680817,6.826300706322127e-05
dolma3_finemath_3plus,1.6105674552278244e-06,2.302870879774458e-07,0.0002396842138149881,8.567815563150266e-06
dolma3_stack_edu,0.27177994887104223,0.9321157689316245,10.257594215120772,8.795042974042795
dolma3_wikipedia,0.024825823516009732,3.065041507507139e-10,34.2375526681781,1.0567576940172201e-07
dolmino_common_crawl_hq,1.938010848514048e-09,1.3205887693075043e-07,7.442867239607312e-09,1.2679194876035436e-07
dolmino_olmocr_pdfs_hq,0.07018732093927837,1.651239860741486e-05,1.7248860695489998,0.00010144996970824342
dolmino_stack_edu_fim,0.03655543284596435,0.06783253859232169,1.3816225208551842,0.6409373085584763
dolmino_stem_heavy_crawl,2.001427692628424e-06,4.0972187699205364e-08,0.0019424621213040062,9.941268790998001e-06
dolmino_synth_code,0.12328728300674913,1.3842820860144193e-05,33.076617816786,0.0009284690276452861
dolmino_synth_instruction,0.01582463167204881,6.055578400735178e-07,4.453449230867122,4.260480043090644e-05
dolmino_synth_math,5.375320428685493e-06,1.3102879275012319e-06,0.0012465076193762374,7.596216387821905e-05
dolmino_synth_qa,0.10342265939124899,4.98016256270997e-06,0.9927544939129763,1.195114976168807e-05
dolmino_synth_thinking,1.589592331220748e-09,6.866515552963566e-09,2.016038030510801e-07,2.177155145375768e-07
