dataset,k,policy,seed,subset_id,selected_indices,success_rate,median_regret@1,median_regret@5,median_true_rank,median_rmse,median_spearman,median_runtime_s,subset_mean_pairwise_distance,subset_min_pairwise_distance,boundary_mass_005,full_pool_mean_coverage_distance,full_pool_max_coverage_distance,high_starcoder_epoch_fraction,replay_mean_distance,replay_max_distance,selection_logdet
two_phase_starcoder,10,deployable_doptimal_replay,0,87-56-111-55-93-68-110-13-101-67,"[87, 56, 111, 55, 93, 68, 110, 13, 101, 67]",1.0,0.005128920078277588,0.0036844611167906605,18.0,0.056269504600769335,0.9272940452850499,1.718610271000216,0.5036223673434915,0.012500000000000006,0.7,0.10868359833016207,0.3028717741984936,0.3,0.015276386923088192,0.04394686035530612,-51.98232628145572
two_phase_starcoder,10,sampler_replay,0,96-32-55-59-44-4-115-21-113-8,"[96, 32, 55, 59, 44, 4, 115, 21, 113, 8]",1.0,0.0027552247047424316,6.878376007080078e-05,9.0,6.053584231815166,0.9523622803982625,1.417524416498054,0.2087673395900089,0.030500000000000013,0.4,0.13561735931314572,0.6960401604634665,0.3,0.013872006111569062,0.04207709194769028,
two_phase_starcoder,10,deployable_doptimal_replay,1,87-56-112-55-93-68-110-83-67-101,"[87, 56, 112, 55, 93, 68, 110, 83, 67, 101]",1.0,0.0036844611167906605,0.0,13.0,0.04873290311310395,0.9375427670779994,1.6450077705012518,0.5020310866727198,0.012500000000000006,0.65,0.10886660825164723,0.3028717741984936,0.3,0.014537402200905904,0.04532225749067888,-52.08311661400038
two_phase_starcoder,10,sampler_replay,1,55-112-38-43-111-48-113-41-20-6,"[55, 112, 38, 43, 111, 48, 113, 41, 20, 6]",1.0,0.003004014492035023,0.0,12.0,7.381138439896498,0.8788375043247608,1.2426729584985878,0.12796698344603705,0.012500000000000004,0.6,0.17042765103289137,0.7280510968307214,0.3,0.007279390470653968,0.029929204472981703,
two_phase_starcoder,10,deployable_doptimal_replay,2,87-56-111-55-93-68-115-44-101-67,"[87, 56, 111, 55, 93, 68, 115, 44, 101, 67]",1.0,0.014698147773742676,0.004112839698791393,30.0,0.06156647438607364,0.9193057317495099,1.6510524999976042,0.4983942749713901,0.025000000000000012,0.6,0.10635806625256432,0.3028717741984936,0.3,0.013533196092564042,0.04571048914553451,-51.955666413423444
two_phase_starcoder,10,sampler_replay,2,55-39-43-5-47-112-8-80-111-17,"[55, 39, 43, 5, 47, 112, 8, 80, 111, 17]",1.0,0.0,0.0,1.0,5.804603094899247,0.8629608272786684,1.2861333955006558,0.22146355709552015,0.010604920929440154,0.55,0.12387178713644341,0.5885322771294419,0.3,0.009494252717658823,0.03227616493744499,
