dataset,k,policy,seed,subset_id,selected_indices,success_rate,median_regret@1,median_regret@5,median_true_rank,median_rmse,median_spearman,median_runtime_s,subset_mean_pairwise_distance,subset_min_pairwise_distance,boundary_mass_005,full_pool_mean_coverage_distance,full_pool_max_coverage_distance,high_starcoder_epoch_fraction,random_median_regret@1,material_improvement
two_phase_starcoder,10,oracle_hill_climb,2011,32-50-51-56-62-70-72-84-109-114,"[32, 50, 51, 56, 62, 70, 72, 84, 109, 114]",1.0,0.0008053779602050781,0.0008053779602050781,5.0,0.15419612404525995,0.902567946795833,1.771441145996505,0.43065216248647226,0.053654888529433405,0.4,0.09782961009226215,0.27813214414301657,0.3,0.0034340322017669123,True
