dataset,k,policy,seed,subset_id,selected_indices,success_rate,median_regret@1,median_regret@5,median_true_rank,median_rmse,median_spearman,median_runtime_s,subset_mean_pairwise_distance,subset_min_pairwise_distance,boundary_mass_005,full_pool_mean_coverage_distance,full_pool_max_coverage_distance,high_starcoder_epoch_fraction,random_median_regret@1,material_improvement
two_phase_starcoder,10,oracle_hill_climb,1074,5-9-10-12-31-33-47-49-55-93,"[5, 9, 10, 12, 31, 33, 47, 49, 55, 93]",1.0,0.0,0.0,1.0,2.060646616769468,0.8442086648983201,7.711856000008993,0.3076097913417194,0.0080841961686281,0.55,0.11001321507912296,0.4487874324135498,0.3,0.004686594009399414,True
