dataset,mode,policy,evaluation_model,subset_size,n_records,success_rate,R²_median,R²_q25,R²_q75,regret@1_median,regret@1_q25,regret@1_q75,Huber_median,Huber_q25,Huber_q75,RMSE_median,RMSE_q25,RMSE_q75,regret@5_median,regret@5_q25,regret@5_q75,chosen_true_rank_median,chosen_true_rank_q25,chosen_true_rank_q75,Spearman_median,Spearman_q25,Spearman_q75
three_phase_starcoder,retrospective,feature_bayes_linear_observed,BayesLogQuad(w-e),128,1,1.0,0.9990558666946662,0.9990558666946662,0.9990558666946662,0.0,0.0,0.0,2.041685876135297e-05,2.041685876135297e-05,2.041685876135297e-05,0.006390126565468475,0.006390126565468475,0.006390126565468475,0.0,0.0,0.0,1.0,1.0,1.0,0.9976708074534162,0.9976708074534162,0.9976708074534162
three_phase_starcoder,retrospective,feature_bayes_linear_observed,CES-Overfit,4,1,1.0,-2.8303810285823823,-2.8303810285823823,-2.8303810285823823,0.002526223659515381,0.002526223659515381,0.002526223659515381,0.041731880306598655,0.041731880306598655,0.041731880306598655,0.4070181630105011,0.4070181630105011,0.4070181630105011,0.002526223659515381,0.002526223659515381,0.002526223659515381,4.0,4.0,4.0,0.7737548341732099,0.7737548341732099,0.7737548341732099
three_phase_starcoder,retrospective,feature_bayes_linear_observed,CES-Overfit,6,1,1.0,-21.485448451216488,-21.485448451216488,-21.485448451216488,0.02523195743560791,0.02523195743560791,0.02523195743560791,0.11556517276583451,0.11556517276583451,0.11556517276583451,0.9861513595512319,0.9861513595512319,0.9861513595512319,0.002526223659515381,0.002526223659515381,0.002526223659515381,39.0,39.0,39.0,0.8251464900972694,0.8251464900972694,0.8251464900972694
three_phase_starcoder,retrospective,feature_bayes_linear_observed,CES-Overfit,8,1,1.0,-0.7184423336678047,-0.7184423336678047,-0.7184423336678047,0.007830917835235596,0.007830917835235596,0.007830917835235596,0.023647588059181945,0.023647588059181945,0.023647588059181945,0.2726216126557585,0.2726216126557585,0.2726216126557585,0.002526223659515381,0.002526223659515381,0.002526223659515381,14.0,14.0,14.0,0.302707136997539,0.302707136997539,0.302707136997539
three_phase_starcoder,retrospective,feature_bayes_linear_observed,CES-Overfit,10,1,1.0,0.25045956082400456,0.25045956082400456,0.25045956082400456,0.008880972862243652,0.008880972862243652,0.008880972862243652,0.013094599095139447,0.013094599095139447,0.013094599095139447,0.18004884320850825,0.18004884320850825,0.18004884320850825,0.002526223659515381,0.002526223659515381,0.002526223659515381,18.0,18.0,18.0,0.6117338567912809,0.6117338567912809,0.6117338567912809
three_phase_starcoder,retrospective,feature_bayes_linear_observed,CES-Overfit,12,1,1.0,-0.1213343358928256,-0.1213343358928256,-0.1213343358928256,0.008880972862243652,0.008880972862243652,0.008880972862243652,0.017510970936892623,0.017510970936892623,0.017510970936892623,0.2202218270245045,0.2202218270245045,0.2202218270245045,0.002526223659515381,0.002526223659515381,0.002526223659515381,18.0,18.0,18.0,0.7909000351576232,0.7909000351576232,0.7909000351576232
three_phase_starcoder,retrospective,feature_bayes_linear_observed,CES-Overfit,16,1,1.0,0.4724685328132754,0.4724685328132754,0.4724685328132754,0.02523195743560791,0.02523195743560791,0.02523195743560791,0.009936871859709307,0.009936871859709307,0.009936871859709307,0.15104869801962892,0.15104869801962892,0.15104869801962892,0.002526223659515381,0.002526223659515381,0.002526223659515381,39.0,39.0,39.0,0.7545763506386968,0.7545763506386968,0.7545763506386968
three_phase_starcoder,retrospective,feature_bayes_linear_observed,CES-Overfit,24,1,1.0,0.7585204390359959,0.7585204390359959,0.7585204390359959,0.008880972862243652,0.008880972862243652,0.008880972862243652,0.005039948655928257,0.005039948655928257,0.005039948655928257,0.10219578637079937,0.10219578637079937,0.10219578637079937,0.002526223659515381,0.002526223659515381,0.002526223659515381,18.0,18.0,18.0,0.8163717332708308,0.8163717332708308,0.8163717332708308
three_phase_starcoder,retrospective,feature_bayes_linear_observed,CES-Overfit,32,1,1.0,0.736705759414837,0.736705759414837,0.736705759414837,0.007830917835235596,0.007830917835235596,0.007830917835235596,0.005543206145899028,0.005543206145899028,0.005543206145899028,0.10671205432398571,0.10671205432398571,0.10671205432398571,0.005197107791900635,0.005197107791900635,0.005197107791900635,14.0,14.0,14.0,0.8646050626977616,0.8646050626977616,0.8646050626977616
three_phase_starcoder,retrospective,feature_bayes_linear_observed,CES-Overfit,48,1,1.0,0.8313140555379424,0.8313140555379424,0.8313140555379424,0.008880972862243652,0.008880972862243652,0.008880972862243652,0.0035148510529806358,0.0035148510529806358,0.0035148510529806358,0.08541462716606261,0.08541462716606261,0.08541462716606261,0.002526223659515381,0.002526223659515381,0.002526223659515381,18.0,18.0,18.0,0.8943982186804171,0.8943982186804171,0.8943982186804171
three_phase_starcoder,retrospective,feature_bayes_linear_observed,CES-Overfit,64,1,1.0,0.8453498800824968,0.8453498800824968,0.8453498800824968,0.002526223659515381,0.002526223659515381,0.002526223659515381,0.0031909766221505974,0.0031909766221505974,0.0031909766221505974,0.08178392161638143,0.08178392161638143,0.08178392161638143,0.002526223659515381,0.002526223659515381,0.002526223659515381,4.0,4.0,4.0,0.893431384038439,0.893431384038439,0.893431384038439
three_phase_starcoder,retrospective,feature_bayes_linear_observed,CES-Overfit,96,1,1.0,0.8553256866621392,0.8553256866621392,0.8553256866621392,0.002526223659515381,0.002526223659515381,0.002526223659515381,0.00291470724784967,0.00291470724784967,0.00291470724784967,0.07910219154264665,0.07910219154264665,0.07910219154264665,0.002526223659515381,0.002526223659515381,0.002526223659515381,4.0,4.0,4.0,0.9048458924176725,0.9048458924176725,0.9048458924176725
three_phase_starcoder,retrospective,feature_bayes_linear_observed,CES-Overfit,128,1,1.0,0.8552692065711833,0.8552692065711833,0.8552692065711833,0.002526223659515381,0.002526223659515381,0.002526223659515381,0.002943693157106929,0.002943693157106929,0.002943693157106929,0.07911763057571898,0.07911763057571898,0.07911763057571898,0.002526223659515381,0.002526223659515381,0.002526223659515381,4.0,4.0,4.0,0.912595218563225,0.912595218563225,0.912595218563225
three_phase_starcoder,retrospective,feature_bayes_linear_observed,DS-RE-CEQ,4,1,1.0,-38.6728183236394,-38.6728183236394,-38.6728183236394,0.04684656858444225,0.04684656858444225,0.04684656858444225,0.04514636380526281,0.04514636380526281,0.04514636380526281,1.3099035759690019,1.3099035759690019,1.3099035759690019,0.02437436580657959,0.02437436580657959,0.02437436580657959,62.0,62.0,62.0,0.5941609047228408,0.5941609047228408,0.5941609047228408
three_phase_starcoder,retrospective,feature_bayes_linear_observed,DS-RE-CEQ,6,1,1.0,0.7548777378871374,0.7548777378871374,0.7548777378871374,0.05113422870635986,0.05113422870635986,0.05113422870635986,0.004974140006801369,0.004974140006801369,0.004974140006801369,0.10296370910032729,0.10296370910032729,0.10296370910032729,0.01903700828552246,0.01903700828552246,0.01903700828552246,65.0,65.0,65.0,0.7617953826321341,0.7617953826321341,0.7617953826321341
three_phase_starcoder,retrospective,feature_bayes_linear_observed,DS-RE-CEQ,8,1,1.0,0.7488698035948711,0.7488698035948711,0.7488698035948711,0.01903700828552246,0.01903700828552246,0.01903700828552246,0.005133248483868313,0.005133248483868313,0.005133248483868313,0.10421788831490854,0.10421788831490854,0.10421788831490854,0.016445815563201904,0.016445815563201904,0.016445815563201904,30.0,30.0,30.0,0.8410728934724013,0.8410728934724013,0.8410728934724013
three_phase_starcoder,retrospective,feature_bayes_linear_observed,DS-RE-CEQ,10,1,1.0,0.8969866669572716,0.8969866669572716,0.8969866669572716,0.02724277973175049,0.02724277973175049,0.02724277973175049,0.002213208919133761,0.002213208919133761,0.002213208919133761,0.06674819416421457,0.06674819416421457,0.06674819416421457,0.008656144142150879,0.008656144142150879,0.008656144142150879,42.0,42.0,42.0,0.9130229696472517,0.9130229696472517,0.9130229696472517
three_phase_starcoder,retrospective,feature_bayes_linear_observed,DS-RE-CEQ,12,1,1.0,0.9304872016904899,0.9304872016904899,0.9304872016904899,0.016445815563201904,0.016445815563201904,0.016445815563201904,0.001438339731192282,0.001438339731192282,0.001438339731192282,0.05483087631773299,0.05483087631773299,0.05483087631773299,0.004587113857269287,0.004587113857269287,0.004587113857269287,28.0,28.0,28.0,0.9210154693542716,0.9210154693542716,0.9210154693542716
three_phase_starcoder,retrospective,feature_bayes_linear_observed,DS-RE-CEQ,16,1,1.0,0.9510414762622772,0.9510414762622772,0.9510414762622772,0.004587113857269287,0.004587113857269287,0.004587113857269287,0.00105577116939976,0.00105577116939976,0.00105577116939976,0.04601579800532385,0.04601579800532385,0.04601579800532385,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,9.0,9.0,9.0,0.9601986405718973,0.9601986405718973,0.9601986405718973
three_phase_starcoder,retrospective,feature_bayes_linear_observed,DS-RE-CEQ,24,1,1.0,0.942604070428344,0.942604070428344,0.942604070428344,0.004587113857269287,0.004587113857269287,0.004587113857269287,0.0012398971777440176,0.0012398971777440176,0.0012398971777440176,0.049823398519402776,0.049823398519402776,0.049823398519402776,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,9.0,9.0,9.0,0.9606908472987225,0.9606908472987225,0.9606908472987225
three_phase_starcoder,retrospective,feature_bayes_linear_observed,DS-RE-CEQ,32,1,1.0,0.9698613722221963,0.9698613722221963,0.9698613722221963,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,0.00065174706063656,0.00065174706063656,0.00065174706063656,0.03610393498322752,0.03610393498322752,0.03610393498322752,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,3.0,3.0,3.0,0.9593079807804992,0.9593079807804992,0.9593079807804992
three_phase_starcoder,retrospective,feature_bayes_linear_observed,DS-RE-CEQ,48,1,1.0,0.9815312205701278,0.9815312205701278,0.9815312205701278,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,0.0003993868863475294,0.0003993868863475294,0.0003993868863475294,0.028262586093545275,0.028262586093545275,0.028262586093545275,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,3.0,3.0,3.0,0.9606293214578694,0.9606293214578694,0.9606293214578694
three_phase_starcoder,retrospective,feature_bayes_linear_observed,DS-RE-CEQ,64,1,1.0,0.9829810948629021,0.9829810948629021,0.9829810948629021,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,0.000368033391570833,0.000368033391570833,0.000368033391570833,0.02713055073421227,0.02713055073421227,0.02713055073421227,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,3.0,3.0,3.0,0.9644292745810383,0.9644292745810383,0.9644292745810383
three_phase_starcoder,retrospective,feature_bayes_linear_observed,DS-RE-CEQ,96,1,1.0,0.9861188468288523,0.9861188468288523,0.9861188468288523,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,0.0003001795849578882,0.0003001795849578882,0.0003001795849578882,0.024502227856172107,0.024502227856172107,0.024502227856172107,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,3.0,3.0,3.0,0.968182350873081,0.968182350873081,0.968182350873081
three_phase_starcoder,retrospective,feature_bayes_linear_observed,DS-RE-CEQ,128,1,1.0,0.9869282713020957,0.9869282713020957,0.9869282713020957,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,0.000282675801270954,0.000282675801270954,0.000282675801270954,0.02377712351277816,0.02377712351277816,0.02377712351277816,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,3.0,3.0,3.0,0.9724569319114028,0.9724569319114028,0.9724569319114028
three_phase_starcoder,retrospective,feature_dpp_observed,BayesLogQuad(w-e),4,1,1.0,-0.07342701361347359,-0.07342701361347359,-0.07342701361347359,0.871891975402832,0.871891975402832,0.871891975402832,0.01293197050735546,0.01293197050735546,0.01293197050735546,0.21546615474744474,0.21546615474744474,0.21546615474744474,0.16607534885406516,0.16607534885406516,0.16607534885406516,159.0,159.0,159.0,-0.2371147310441814,-0.2371147310441814,-0.2371147310441814
three_phase_starcoder,retrospective,feature_dpp_observed,BayesLogQuad(w-e),6,1,1.0,-0.0015702884933599393,-0.0015702884933599393,-0.0015702884933599393,0.14342808723449707,0.14342808723449707,0.14342808723449707,0.01256821811141796,0.01256821811141796,0.01256821811141796,0.20812944080144014,0.20812944080144014,0.20812944080144014,0.03445541858673096,0.03445541858673096,0.03445541858673096,101.0,101.0,101.0,0.6294210711355912,0.6294210711355912,0.6294210711355912
three_phase_starcoder,retrospective,feature_dpp_observed,BayesLogQuad(w-e),8,1,1.0,-0.006815411576912567,-0.006815411576912567,-0.006815411576912567,0.14342808723449707,0.14342808723449707,0.14342808723449707,0.012577018472267509,0.012577018472267509,0.012577018472267509,0.2086737056636332,0.2086737056636332,0.2086737056636332,0.0026382803916931152,0.0026382803916931152,0.0026382803916931152,101.0,101.0,101.0,0.5528741357084261,0.5528741357084261,0.5528741357084261
three_phase_starcoder,retrospective,feature_dpp_observed,BayesLogQuad(w-e),10,1,1.0,-0.0018499656481751892,-0.0018499656481751892,-0.0018499656481751892,0.14342808723449707,0.14342808723449707,0.14342808723449707,0.012495237368969483,0.012495237368969483,0.012495237368969483,0.20815849766720293,0.20815849766720293,0.20815849766720293,0.0010315179824829102,0.0010315179824829102,0.0010315179824829102,101.0,101.0,101.0,0.6787413570842611,0.6787413570842611,0.6787413570842611
three_phase_starcoder,retrospective,feature_dpp_observed,BayesLogQuad(w-e),12,1,1.0,0.0686035743269674,0.0686035743269674,0.0686035743269674,0.020112276077270508,0.020112276077270508,0.020112276077270508,0.01164123868327439,0.01164123868327439,0.01164123868327439,0.2007058746624487,0.2007058746624487,0.2007058746624487,0.015124976634979248,0.015124976634979248,0.015124976634979248,31.0,31.0,31.0,0.8088831594984178,0.8088831594984178,0.8088831594984178
three_phase_starcoder,retrospective,feature_dpp_observed,BayesLogQuad(w-e),16,1,1.0,0.9332660841216226,0.9332660841216226,0.9332660841216226,0.007830917835235596,0.007830917835235596,0.007830917835235596,0.0014419752592756262,0.0014419752592756262,0.0014419752592756262,0.05372372356516203,0.05372372356516203,0.05372372356516203,0.00380706787109375,0.00380706787109375,0.00380706787109375,14.0,14.0,14.0,0.9222870033985703,0.9222870033985703,0.9222870033985703
three_phase_starcoder,retrospective,feature_dpp_observed,BayesLogQuad(w-e),24,1,1.0,0.95526921856668,0.95526921856668,0.95526921856668,0.007830917835235596,0.007830917835235596,0.007830917835235596,0.0009514781651270579,0.0009514781651270579,0.0009514781651270579,0.04398413379891486,0.04398413379891486,0.04398413379891486,0.005197107791900635,0.005197107791900635,0.005197107791900635,14.0,14.0,14.0,0.9399742177428807,0.9399742177428807,0.9399742177428807
three_phase_starcoder,retrospective,feature_dpp_observed,BayesLogQuad(w-e),32,1,1.0,0.9862276929958295,0.9862276929958295,0.9862276929958295,0.0026382803916931152,0.0026382803916931152,0.0026382803916931152,0.0002978257893600287,0.0002978257893600287,0.0002978257893600287,0.024405974242386996,0.024405974242386996,0.024405974242386996,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,5.0,5.0,5.0,0.9686686979960154,0.9686686979960154,0.9686686979960154
three_phase_starcoder,retrospective,feature_dpp_observed,BayesLogQuad(w-e),48,1,1.0,0.9974945347927419,0.9974945347927419,0.9974945347927419,0.007830917835235596,0.007830917835235596,0.007830917835235596,5.418062150660623e-05,5.418062150660623e-05,5.418062150660623e-05,0.010409670648642658,0.010409670648642658,0.010409670648642658,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,14.0,14.0,14.0,0.9859486698699168,0.9859486698699168,0.9859486698699168
three_phase_starcoder,retrospective,feature_dpp_observed,BayesLogQuad(w-e),64,1,1.0,0.9982420756301514,0.9982420756301514,0.9982420756301514,0.0026382803916931152,0.0026382803916931152,0.0026382803916931152,3.8015069873685506e-05,3.8015069873685506e-05,3.8015069873685506e-05,0.008719526348797337,0.008719526348797337,0.008719526348797337,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,5.0,5.0,5.0,0.9897163951716865,0.9897163951716865,0.9897163951716865
three_phase_starcoder,retrospective,feature_dpp_observed,BayesLogQuad(w-e),96,1,1.0,0.9990712876828591,0.9990712876828591,0.9990712876828591,0.002526223659515381,0.002526223659515381,0.002526223659515381,2.0083380283136318e-05,2.0083380283136318e-05,2.0083380283136318e-05,0.0063377251886045545,0.0063377251886045545,0.0063377251886045545,0.0,0.0,0.0,4.0,4.0,4.0,0.9973778272588775,0.9973778272588775,0.9973778272588775
three_phase_starcoder,retrospective,feature_dpp_observed,BayesLogQuad(w-e),128,1,1.0,0.999097429151382,0.999097429151382,0.999097429151382,0.0,0.0,0.0,1.9518071689921782e-05,1.9518071689921782e-05,1.9518071689921782e-05,0.0062478911145956734,0.0062478911145956734,0.0062478911145956734,0.0,0.0,0.0,1.0,1.0,1.0,0.997881753193484,0.997881753193484,0.997881753193484
three_phase_starcoder,retrospective,feature_dpp_observed,CES-Overfit,4,1,1.0,-0.9509739906647636,-0.9509739906647636,-0.9509739906647636,0.871891975402832,0.871891975402832,0.871891975402832,0.02414027462436577,0.02414027462436577,0.02414027462436577,0.29048154166259266,0.29048154166259266,0.29048154166259266,0.6069065332412718,0.6069065332412718,0.6069065332412718,159.0,159.0,159.0,-0.41714227118246805,-0.41714227118246805,-0.41714227118246805
three_phase_starcoder,retrospective,feature_dpp_observed,CES-Overfit,6,1,1.0,-6283464917.785667,-6283464917.785667,-6283464917.785667,0.05165070295333862,0.05165070295333862,0.05165070295333862,224.90758206620936,224.90758206620936,224.90758206620936,16485.130837527337,16485.130837527337,16485.130837527337,0.04106181859970104,0.04106181859970104,0.04106181859970104,67.0,67.0,67.0,0.49324387671393416,0.49324387671393416,0.49324387671393416
three_phase_starcoder,retrospective,feature_dpp_observed,CES-Overfit,8,1,1.0,0.17995460373634897,0.17995460373634897,0.17995460373634897,0.060157060623169056,0.060157060623169056,0.060157060623169056,0.013378145227854363,0.013378145227854363,0.013378145227854363,0.1883266358093727,0.1883266358093727,0.1883266358093727,0.00380706787109375,0.00380706787109375,0.00380706787109375,70.0,70.0,70.0,0.4238368686276807,0.4238368686276807,0.4238368686276807
three_phase_starcoder,retrospective,feature_dpp_observed,CES-Overfit,10,1,1.0,0.02840318956184895,0.02840318956184895,0.02840318956184895,0.023919522762298584,0.023919522762298584,0.023919522762298584,0.015963431918709966,0.015963431918709966,0.015963431918709966,0.20499149427272526,0.20499149427272526,0.20499149427272526,0.023919522762298584,0.023919522762298584,0.023919522762298584,35.0,35.0,35.0,0.2412428219852338,0.2412428219852338,0.2412428219852338
three_phase_starcoder,retrospective,feature_dpp_observed,CES-Overfit,12,1,1.0,0.5233006704616162,0.5233006704616162,0.5233006704616162,0.027825355529785156,0.027825355529785156,0.027825355529785156,0.009125848790697107,0.009125848790697107,0.009125848790697107,0.14358698339628878,0.14358698339628878,0.14358698339628878,0.002526223659515381,0.002526223659515381,0.002526223659515381,43.0,43.0,43.0,0.8804845892417672,0.8804845892417672,0.8804845892417672
three_phase_starcoder,retrospective,feature_dpp_observed,CES-Overfit,16,1,1.0,0.762969195714648,0.762969195714648,0.762969195714648,0.008880972862243652,0.008880972862243652,0.008880972862243652,0.004886214785872286,0.004886214785872286,0.004886214785872286,0.1012500382787809,0.1012500382787809,0.1012500382787809,0.002526223659515381,0.002526223659515381,0.002526223659515381,18.0,18.0,18.0,0.7897076057658502,0.7897076057658502,0.7897076057658502
three_phase_starcoder,retrospective,feature_dpp_observed,CES-Overfit,24,1,1.0,0.803238645201898,0.803238645201898,0.803238645201898,0.005197107791900635,0.005197107791900635,0.005197107791900635,0.004083862530022521,0.004083862530022521,0.004083862530022521,0.09224922008116168,0.09224922008116168,0.09224922008116168,0.002526223659515381,0.002526223659515381,0.002526223659515381,11.0,11.0,11.0,0.8587044415797491,0.8587044415797491,0.8587044415797491
three_phase_starcoder,retrospective,feature_dpp_observed,CES-Overfit,32,1,1.0,0.8094613760142229,0.8094613760142229,0.8094613760142229,0.026120781898498535,0.026120781898498535,0.026120781898498535,0.003998235871049494,0.003998235871049494,0.003998235871049494,0.09077877402715469,0.09077877402715469,0.09077877402715469,0.002526223659515381,0.002526223659515381,0.002526223659515381,41.0,41.0,41.0,0.8644585726004922,0.8644585726004922,0.8644585726004922
three_phase_starcoder,retrospective,feature_dpp_observed,CES-Overfit,48,1,1.0,0.80089416538109,0.80089416538109,0.80089416538109,0.007830917835235596,0.007830917835235596,0.007830917835235596,0.00414406344543575,0.00414406344543575,0.00414406344543575,0.09279718335598856,0.09279718335598856,0.09279718335598856,0.002526223659515381,0.002526223659515381,0.002526223659515381,14.0,14.0,14.0,0.8888755420133598,0.8888755420133598,0.8888755420133598
three_phase_starcoder,retrospective,feature_dpp_observed,CES-Overfit,64,1,1.0,0.8372896360984345,0.8372896360984345,0.8372896360984345,0.002526223659515381,0.002526223659515381,0.002526223659515381,0.0033887925592176195,0.0033887925592176195,0.0033887925592176195,0.08388810987292662,0.08388810987292662,0.08388810987292662,0.002526223659515381,0.002526223659515381,0.002526223659515381,4.0,4.0,4.0,0.8947908121410992,0.8947908121410992,0.8947908121410992
three_phase_starcoder,retrospective,feature_dpp_observed,CES-Overfit,96,1,1.0,0.8443726410539225,0.8443726410539225,0.8443726410539225,0.01464986801147461,0.01464986801147461,0.01464986801147461,0.00308084584966719,0.00308084584966719,0.00308084584966719,0.08204191229686521,0.08204191229686521,0.08204191229686521,0.002526223659515381,0.002526223659515381,0.002526223659515381,23.0,23.0,23.0,0.9242704793155982,0.9242704793155982,0.9242704793155982
three_phase_starcoder,retrospective,feature_dpp_observed,CES-Overfit,128,1,1.0,0.8478155920430877,0.8478155920430877,0.8478155920430877,0.01903700828552246,0.01903700828552246,0.01903700828552246,0.0029724060057483284,0.0029724060057483284,0.0029724060057483284,0.0811293283458043,0.0811293283458043,0.0811293283458043,0.002526223659515381,0.002526223659515381,0.002526223659515381,30.0,30.0,30.0,0.9252812609867573,0.9252812609867573,0.9252812609867573
three_phase_starcoder,retrospective,feature_dpp_observed,DS-RE-CEQ,4,1,1.0,-56.79736507429754,-56.79736507429754,-56.79736507429754,0.2062208652496338,0.2062208652496338,0.2062208652496338,0.07183335207757854,0.07183335207757854,0.07183335207757854,1.581054428263581,1.581054428263581,1.581054428263581,0.03457134962081909,0.03457134962081909,0.03457134962081909,117.0,117.0,117.0,0.5014649009726942,0.5014649009726942,0.5014649009726942
three_phase_starcoder,retrospective,feature_dpp_observed,DS-RE-CEQ,6,1,1.0,-3.3363883151864613,-3.3363883151864613,-3.3363883151864613,0.39630556106567383,0.39630556106567383,0.39630556106567383,0.02744480339379825,0.02744480339379825,0.02744480339379825,0.4330687872341252,0.4330687872341252,0.4330687872341252,0.1489166021347046,0.1489166021347046,0.1489166021347046,139.0,139.0,139.0,-0.061979960154693536,-0.061979960154693536,-0.061979960154693536
three_phase_starcoder,retrospective,feature_dpp_observed,DS-RE-CEQ,8,1,1.0,0.8177335222455538,0.8177335222455538,0.8177335222455538,0.02724277973175049,0.02724277973175049,0.02724277973175049,0.003859171863544249,0.003859171863544249,0.003859171863544249,0.08878634979172859,0.08878634979172859,0.08878634979172859,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,42.0,42.0,42.0,0.8768047579983592,0.8768047579983592,0.8768047579983592
three_phase_starcoder,retrospective,feature_dpp_observed,DS-RE-CEQ,10,1,1.0,0.5872899273795747,0.5872899273795747,0.5872899273795747,0.09489637613296509,0.09489637613296509,0.09489637613296509,0.007675792720123195,0.007675792720123195,0.007675792720123195,0.133602730839732,0.133602730839732,0.133602730839732,0.01903700828552246,0.01903700828552246,0.01903700828552246,81.0,81.0,81.0,0.8774639634360717,0.8774639634360717,0.8774639634360717
three_phase_starcoder,retrospective,feature_dpp_observed,DS-RE-CEQ,12,1,1.0,0.7253954683759424,0.7253954683759424,0.7253954683759424,0.02724277973175049,0.02724277973175049,0.02724277973175049,0.00547827866716352,0.00547827866716352,0.00547827866716352,0.10897996169600153,0.10897996169600153,0.10897996169600153,0.008656144142150879,0.008656144142150879,0.008656144142150879,42.0,42.0,42.0,0.8242148130786358,0.8242148130786358,0.8242148130786358
three_phase_starcoder,retrospective,feature_dpp_observed,DS-RE-CEQ,16,1,1.0,0.9433116321000865,0.9433116321000865,0.9433116321000865,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,0.001225129350402705,0.001225129350402705,0.001225129350402705,0.04951534139681127,0.04951534139681127,0.04951534139681127,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,3.0,3.0,3.0,0.9554172037970234,0.9554172037970234,0.9554172037970234
three_phase_starcoder,retrospective,feature_dpp_observed,DS-RE-CEQ,24,1,1.0,0.9608088025278214,0.9608088025278214,0.9608088025278214,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,0.0008475086504811248,0.0008475086504811248,0.0008475086504811248,0.0411705878141453,0.0411705878141453,0.0411705878141453,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,3.0,3.0,3.0,0.960942810266026,0.960942810266026,0.960942810266026
three_phase_starcoder,retrospective,feature_dpp_observed,DS-RE-CEQ,32,1,1.0,0.9674283481595903,0.9674283481595903,0.9674283481595903,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,0.000704361144228956,0.000704361144228956,0.000704361144228956,0.037532949370625165,0.037532949370625165,0.037532949370625165,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,3.0,3.0,3.0,0.9606937771006681,0.9606937771006681,0.9606937771006681
three_phase_starcoder,retrospective,feature_dpp_observed,DS-RE-CEQ,48,1,1.0,0.9789650332471301,0.9789650332471301,0.9789650332471301,0.016445815563201904,0.016445815563201904,0.016445815563201904,0.00045488062206559143,0.00045488062206559143,0.00045488062206559143,0.0301622486584005,0.0301622486584005,0.0301622486584005,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,28.0,28.0,28.0,0.9623227469823041,0.9623227469823041,0.9623227469823041
three_phase_starcoder,retrospective,feature_dpp_observed,DS-RE-CEQ,64,1,1.0,0.9828081841638435,0.9828081841638435,0.9828081841638435,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,0.0003717725810486971,0.0003717725810486971,0.0003717725810486971,0.027268024536027436,0.027268024536027436,0.027268024536027436,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,3.0,3.0,3.0,0.9651001992265322,0.9651001992265322,0.9651001992265322
three_phase_starcoder,retrospective,feature_dpp_observed,DS-RE-CEQ,96,1,1.0,0.9856139785485315,0.9856139785485315,0.9856139785485315,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,0.0003110973487039203,0.0003110973487039203,0.0003110973487039203,0.024943830848685625,0.024943830848685625,0.024943830848685625,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,3.0,3.0,3.0,0.9686071721551625,0.9686071721551625,0.9686071721551625
three_phase_starcoder,retrospective,feature_dpp_observed,DS-RE-CEQ,128,1,1.0,0.9869510504360424,0.9869510504360424,0.9869510504360424,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,0.0002821832030775987,0.0002821832030775987,0.0002821832030775987,0.023756397162768547,0.023756397162768547,0.023756397162768547,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,3.0,3.0,3.0,0.9718211648892534,0.9718211648892534,0.9718211648892534
three_phase_starcoder,retrospective,feature_maximin_observed,BayesLogQuad(w-e),4,1,1.0,0.0021630834876604776,0.0021630834876604776,0.0021630834876604776,0.007830917835235596,0.007830917835235596,0.007830917835235596,0.012462232155843005,0.012462232155843005,0.012462232155843005,0.20774117545561763,0.20774117545561763,0.20774117545561763,0.007830917835235596,0.007830917835235596,0.007830917835235596,14.0,14.0,14.0,0.6007412398921833,0.6007412398921833,0.6007412398921833
