dataset,mode,policy,evaluation_model,subset_size,n_records,success_rate,R²_median,R²_q25,R²_q75,regret@1_median,regret@1_q25,regret@1_q75,Huber_median,Huber_q25,Huber_q75,RMSE_median,RMSE_q25,RMSE_q75,regret@5_median,regret@5_q25,regret@5_q75,chosen_true_rank_median,chosen_true_rank_q25,chosen_true_rank_q75,Spearman_median,Spearman_q25,Spearman_q75
three_phase_starcoder,prospective,feature_maximin_replay,CES-Overfit,16,16,1.0,0.7053869397372969,0.6280367635312911,0.7718098568195537,0.007830917835235596,0.005197107791900635,0.026120781898498535,0.005494238491374712,0.004585733859756172,0.007191090433196763,0.11277871887755074,0.0993415335914441,0.12671154806724966,0.002526223659515381,0.002526223659515381,0.003816470503807068,14.0,11.0,41.0,0.8501640689089418,0.7465464959568733,0.8728751611391069
three_phase_starcoder,prospective,feature_maximin_replay,DS-RE-CEQ,16,16,1.0,0.8451259391930488,0.7249396756459419,0.8992485197859996,0.008656144142150879,0.007025659084320068,0.00928962230682373,0.0029819759845476643,0.00167753951962357,0.003545797471436485,0.08184289936907657,0.06585846496020241,0.10884584265274788,0.0020932555198669434,0.0020932555198669434,0.004030287265777588,17.0,13.0,19.0,0.9337601078167116,0.8812258291339506,0.944478055783429
three_phase_starcoder,prospective,sampler_replay,BayesLogQuad(w-e),16,16,1.0,-14285.698067573565,-4522276.018179256,-169.23558142235328,0.1480118334293365,0.017909184098243713,0.3124113380908966,0.471888098815885,0.10172574091231738,5.088038438399985,24.67169579330725,2.6818449511078106,288.3239940421695,0.008355945348739624,0.004557400941848755,0.02523195743560791,98.5,28.5,132.25,0.7215516231102777,0.5587139634360717,0.8393538321809446
three_phase_starcoder,prospective,sampler_replay,CES-Overfit,16,16,1.0,-38.59528487677703,-3366.8480974643676,-4.528253670990724,0.005197733640670776,0.003963649272918701,0.0073606520891189575,0.11509010344476842,0.04010311243718794,0.7325497105644425,1.2950656342636062,0.4888884010923397,8.84354632836354,0.0020932555198669434,0.0,0.004587113857269287,11.0,7.5,13.75,0.7835462322746982,0.7418273174733389,0.818186745575999
three_phase_starcoder,prospective,sampler_replay,DS-RE-CEQ,16,16,1.0,-75.25202736356898,-95.91901863142783,-49.64405509391606,0.008768558502197266,0.0070199668407440186,0.008880972862243652,0.0638496331593714,0.050946768057586723,0.08357593755787734,1.815974729812271,1.4787816086118681,2.0472446117897705,0.002526223659515381,0.0020932555198669434,0.004587113857269287,17.5,12.75,18.0,0.9339315012305167,0.9097057013945857,0.9388088890191023
three_phase_starcoder,retrospective,doptimal_observed,BayesLogQuad(w-e),16,8,1.0,0.8055680583790197,0.05390824825480686,0.8738614081827626,0.030849099159240723,0.017909184098243713,0.04791331291198728,0.0035810424657512995,0.002537338328995434,0.01187051392038539,0.09120277295294223,0.07385996879633464,0.2022769155554033,0.01129990816116333,0.007791385054588318,0.013234183192253113,47.0,28.5,58.5,0.8693586663541544,0.7066462557131138,0.8917555373256768
three_phase_starcoder,retrospective,doptimal_observed,CES-Overfit,16,8,1.0,0.2880711266484067,0.2056154206519332,0.5788525886443322,0.007830917835235596,0.0071724653244018555,0.007830917835235596,0.01277962927973667,0.008438372171415768,0.013901084353732912,0.17547149573034115,0.13494045376567326,0.1848456594740199,0.002526223659515381,0.002526223659515381,0.0031939446926116943,14.0,13.25,14.0,0.8483886089300363,0.8103978671041837,0.8590970350404312
three_phase_starcoder,retrospective,doptimal_observed,DS-RE-CEQ,16,8,1.0,0.8255645882729323,0.8139423350602395,0.8951499998397503,0.06467589735984802,0.008656144142150879,0.09489637613296509,0.003618712378409811,0.0022550424168202793,0.0038204228593911667,0.08685778281243281,0.06684949172263377,0.08970381564747977,0.016445815563201904,0.007015421986579895,0.01903700828552246,66.5,17.0,81.0,0.8842493847415915,0.8783033516934255,0.9048839798429625
three_phase_starcoder,retrospective,feature_bayes_linear_observed,BayesLogQuad(w-e),4,1,1.0,-0.025774442608567316,-0.025774442608567316,-0.025774442608567316,0.038720011711120605,0.038720011711120605,0.038720011711120605,0.012844859348317823,0.012844859348317823,0.012844859348317823,0.21062927755887845,0.21062927755887845,0.21062927755887845,0.007830917835235596,0.007830917835235596,0.007830917835235596,57.0,57.0,57.0,-0.11544884565803352,-0.11544884565803352,-0.11544884565803352
three_phase_starcoder,retrospective,feature_bayes_linear_observed,BayesLogQuad(w-e),6,1,1.0,-0.019278703521728557,-0.019278703521728557,-0.019278703521728557,0.5173826217651367,0.5173826217651367,0.5173826217651367,0.012717480240912838,0.012717480240912838,0.012717480240912838,0.20996131114863367,0.20996131114863367,0.20996131114863367,0.007830917835235596,0.007830917835235596,0.007830917835235596,146.0,146.0,146.0,0.4390249619125747,0.4390249619125747,0.4390249619125747
three_phase_starcoder,retrospective,feature_bayes_linear_observed,BayesLogQuad(w-e),8,1,1.0,-7.803729123567749e-06,-7.803729123567749e-06,-7.803729123567749e-06,0.5173826217651367,0.5173826217651367,0.5173826217651367,0.012421138526941749,0.012421138526941749,0.012421138526941749,0.20796703282393872,0.20796703282393872,0.20796703282393872,0.007830917835235596,0.007830917835235596,0.007830917835235596,146.0,146.0,146.0,0.6369887495605296,0.6369887495605296,0.6369887495605296
three_phase_starcoder,retrospective,feature_bayes_linear_observed,BayesLogQuad(w-e),10,1,1.0,-0.001849150447608583,-0.001849150447608583,-0.001849150447608583,0.5173826217651367,0.5173826217651367,0.5173826217651367,0.012470475765478273,0.012470475765478273,0.012470475765478273,0.2081584129783944,0.2081584129783944,0.2081584129783944,0.15036296844482422,0.15036296844482422,0.15036296844482422,146.0,146.0,146.0,0.5220701980546115,0.5220701980546115,0.5220701980546115
three_phase_starcoder,retrospective,feature_bayes_linear_observed,BayesLogQuad(w-e),12,1,1.0,0.03557191180205155,0.03557191180205155,0.03557191180205155,0.5173826217651367,0.5173826217651367,0.5173826217651367,0.012001251273964397,0.012001251273964397,0.012001251273964397,0.2042338508945737,0.2042338508945737,0.2042338508945737,0.03445541858673096,0.03445541858673096,0.03445541858673096,146.0,146.0,146.0,0.5565070901207078,0.5565070901207078,0.5565070901207078
three_phase_starcoder,retrospective,feature_bayes_linear_observed,BayesLogQuad(w-e),16,1,1.0,0.9456020604847645,0.9456020604847645,0.9456020604847645,0.008656144142150879,0.008656144142150879,0.008656144142150879,0.0011739415348671547,0.0011739415348671547,0.0011739415348671547,0.04850472268025955,0.04850472268025955,0.04850472268025955,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,17.0,17.0,17.0,0.9336517051447322,0.9336517051447322,0.9336517051447322
three_phase_starcoder,retrospective,feature_bayes_linear_observed,BayesLogQuad(w-e),24,1,1.0,0.9829246127919089,0.9829246127919089,0.9829246127919089,0.007830917835235596,0.007830917835235596,0.007830917835235596,0.0003692548149222839,0.0003692548149222839,0.0003692548149222839,0.027175533662553306,0.027175533662553306,0.027175533662553306,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,14.0,14.0,14.0,0.973280206258057,0.973280206258057,0.973280206258057
three_phase_starcoder,retrospective,feature_bayes_linear_observed,BayesLogQuad(w-e),32,1,1.0,0.9922090568523622,0.9922090568523622,0.9922090568523622,0.007830917835235596,0.007830917835235596,0.007830917835235596,0.00016847894779732243,0.00016847894779732243,0.00016847894779732243,0.0183564129283105,0.0183564129283105,0.0183564129283105,0.0020932555198669434,0.0020932555198669434,0.0020932555198669434,14.0,14.0,14.0,0.9801769600375015,0.9801769600375015,0.9801769600375015
three_phase_starcoder,retrospective,feature_bayes_linear_observed,BayesLogQuad(w-e),48,1,1.0,0.9958483504309232,0.9958483504309232,0.9958483504309232,0.0029709339141845703,0.0029709339141845703,0.0029709339141845703,8.977931654312309e-05,8.977931654312309e-05,8.977931654312309e-05,0.013399948995658386,0.013399948995658386,0.013399948995658386,0.0010315179824829102,0.0010315179824829102,0.0010315179824829102,6.0,6.0,6.0,0.9824504863471231,0.9824504863471231,0.9824504863471231
three_phase_starcoder,retrospective,feature_bayes_linear_observed,BayesLogQuad(w-e),64,1,1.0,0.9978949866246768,0.9978949866246768,0.9978949866246768,0.0029709339141845703,0.0029709339141845703,0.0029709339141845703,4.5520860806341603e-05,4.5520860806341603e-05,4.5520860806341603e-05,0.00954157857027249,0.00954157857027249,0.00954157857027249,0.0,0.0,0.0,6.0,6.0,6.0,0.9915680300011719,0.9915680300011719,0.9915680300011719
three_phase_starcoder,retrospective,feature_bayes_linear_observed,BayesLogQuad(w-e),96,1,1.0,0.9988281183193559,0.9988281183193559,0.9988281183193559,0.0,0.0,0.0,2.5341911596125405e-05,2.5341911596125405e-05,2.5341911596125405e-05,0.007119257207901033,0.007119257207901033,0.007119257207901033,0.0,0.0,0.0,1.0,1.0,1.0,0.9957019805461151,0.9957019805461151,0.9957019805461151
