sts_prefix,bucket,owners,reasons,sources,artifact_kinds,priority_max,normalized_glob
gs://marin-eu-west4/DL3DV/,marin-eu-west4,Julian,DL3DV - popular camera-conditioned video dataset,named.csv:18,,0,gs://marin-eu-west4/DL3DV/**
gs://marin-eu-west4/analysis/,marin-eu-west4,Rohith,Logprobs from SFT experiments,named.csv:1751,,0,gs://marin-eu-west4/analysis/**
gs://marin-eu-west4/checkpoints/adam-lr1.25e-3-8B-decay-from-muonh_bs256-lr2.50e-3-66a9e5/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:208,,0,gs://marin-eu-west4/checkpoints/adam-lr1.25e-3-8B-decay-from-muonh_bs256-lr2.50e-3-66a9e5/**
gs://marin-eu-west4/checkpoints/adam-lr1.25e-3-8B-decay-from-muonh_bs256-lr3.54e-3-a3d630/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:209,,0,gs://marin-eu-west4/checkpoints/adam-lr1.25e-3-8B-decay-from-muonh_bs256-lr3.54e-3-a3d630/**
gs://marin-eu-west4/checkpoints/adam-lr1.25e-3-8B-decay-from-muonh_bs256-lr5.00e-3-414c6a/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:210,,0,gs://marin-eu-west4/checkpoints/adam-lr1.25e-3-8B-decay-from-muonh_bs256-lr5.00e-3-414c6a/**
gs://marin-eu-west4/checkpoints/adam-lr1.25e-3-8B-decay-from-muonh_bs256-lr7.07e-3-f2cc52/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:211,,0,gs://marin-eu-west4/checkpoints/adam-lr1.25e-3-8B-decay-from-muonh_bs256-lr7.07e-3-f2cc52/**
gs://marin-eu-west4/checkpoints/adam-lr1.77e-3-8B-decay-from-muonh_bs256-lr2.50e-3-299ede/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:212,,0,gs://marin-eu-west4/checkpoints/adam-lr1.77e-3-8B-decay-from-muonh_bs256-lr2.50e-3-299ede/**
gs://marin-eu-west4/checkpoints/adam-lr1.77e-3-8B-decay-from-muonh_bs256-lr3.54e-3-97b34d/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:213,,0,gs://marin-eu-west4/checkpoints/adam-lr1.77e-3-8B-decay-from-muonh_bs256-lr3.54e-3-97b34d/**
gs://marin-eu-west4/checkpoints/adam-lr1.77e-3-8B-decay-from-muonh_bs256-lr5.00e-3-8a9579/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:214,,0,gs://marin-eu-west4/checkpoints/adam-lr1.77e-3-8B-decay-from-muonh_bs256-lr5.00e-3-8a9579/**
gs://marin-eu-west4/checkpoints/adam-lr1.77e-3-8B-decay-from-muonh_bs256-lr7.07e-3-24d6f3/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:215,,0,gs://marin-eu-west4/checkpoints/adam-lr1.77e-3-8B-decay-from-muonh_bs256-lr7.07e-3-24d6f3/**
gs://marin-eu-west4/checkpoints/adam-lr2.50e-3-8B-decay-from-muonh_bs256-lr2.50e-3-f0da14/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:216,,0,gs://marin-eu-west4/checkpoints/adam-lr2.50e-3-8B-decay-from-muonh_bs256-lr2.50e-3-f0da14/**
gs://marin-eu-west4/checkpoints/adam-lr2.50e-3-8B-decay-from-muonh_bs256-lr3.54e-3-956fbc/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:217,,0,gs://marin-eu-west4/checkpoints/adam-lr2.50e-3-8B-decay-from-muonh_bs256-lr3.54e-3-956fbc/**
gs://marin-eu-west4/checkpoints/adam-lr2.50e-3-8B-decay-from-muonh_bs256-lr5.00e-3-a90eba/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:218,,0,gs://marin-eu-west4/checkpoints/adam-lr2.50e-3-8B-decay-from-muonh_bs256-lr5.00e-3-a90eba/**
gs://marin-eu-west4/checkpoints/adam-lr2.50e-3-8B-decay-from-muonh_bs256-lr7.07e-3-833bec/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:219,,0,gs://marin-eu-west4/checkpoints/adam-lr2.50e-3-8B-decay-from-muonh_bs256-lr7.07e-3-833bec/**
gs://marin-eu-west4/checkpoints/adam-lr3.54e-3-8B-decay-from-muonh_bs256-lr2.50e-3-ef3abf/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:220,,0,gs://marin-eu-west4/checkpoints/adam-lr3.54e-3-8B-decay-from-muonh_bs256-lr2.50e-3-ef3abf/**
gs://marin-eu-west4/checkpoints/adam-lr3.54e-3-8B-decay-from-muonh_bs256-lr3.54e-3-a4ed0c/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:221,,0,gs://marin-eu-west4/checkpoints/adam-lr3.54e-3-8B-decay-from-muonh_bs256-lr3.54e-3-a4ed0c/**
gs://marin-eu-west4/checkpoints/adam-lr3.54e-3-8B-decay-from-muonh_bs256-lr5.00e-3-58effd/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:222,,0,gs://marin-eu-west4/checkpoints/adam-lr3.54e-3-8B-decay-from-muonh_bs256-lr5.00e-3-58effd/**
gs://marin-eu-west4/checkpoints/adam-lr3.54e-3-8B-decay-from-muonh_bs256-lr7.07e-3-0fd1dc/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:223,,0,gs://marin-eu-west4/checkpoints/adam-lr3.54e-3-8B-decay-from-muonh_bs256-lr7.07e-3-0fd1dc/**
gs://marin-eu-west4/checkpoints/adam-lr5.00e-3-8B-decay-from-muonh_bs256-lr2.50e-3-d1399d/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:224,,0,gs://marin-eu-west4/checkpoints/adam-lr5.00e-3-8B-decay-from-muonh_bs256-lr2.50e-3-d1399d/**
gs://marin-eu-west4/checkpoints/adam-lr5.00e-3-8B-decay-from-muonh_bs256-lr3.54e-3-afc671/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:225,,0,gs://marin-eu-west4/checkpoints/adam-lr5.00e-3-8B-decay-from-muonh_bs256-lr3.54e-3-afc671/**
gs://marin-eu-west4/checkpoints/adam-lr5.00e-3-8B-decay-from-muonh_bs256-lr5.00e-3-43aee4/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:226,,0,gs://marin-eu-west4/checkpoints/adam-lr5.00e-3-8B-decay-from-muonh_bs256-lr5.00e-3-43aee4/**
gs://marin-eu-west4/checkpoints/adam-lr5.00e-3-8B-decay-from-muonh_bs256-lr7.07e-3-cefe7d/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:227,,0,gs://marin-eu-west4/checkpoints/adam-lr5.00e-3-8B-decay-from-muonh_bs256-lr7.07e-3-cefe7d/**
gs://marin-eu-west4/checkpoints/adam-lr7.07e-3-8B-decay-from-muonh_bs256-lr2.50e-3-be3d10/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:228,,0,gs://marin-eu-west4/checkpoints/adam-lr7.07e-3-8B-decay-from-muonh_bs256-lr2.50e-3-be3d10/**
gs://marin-eu-west4/checkpoints/adam-lr7.07e-3-8B-decay-from-muonh_bs256-lr3.54e-3-1f86f9/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:229,,0,gs://marin-eu-west4/checkpoints/adam-lr7.07e-3-8B-decay-from-muonh_bs256-lr3.54e-3-1f86f9/**
gs://marin-eu-west4/checkpoints/adam-lr7.07e-3-8B-decay-from-muonh_bs256-lr5.00e-3-637743/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:230,,0,gs://marin-eu-west4/checkpoints/adam-lr7.07e-3-8B-decay-from-muonh_bs256-lr5.00e-3-637743/**
gs://marin-eu-west4/checkpoints/adam-lr7.07e-3-8B-decay-from-muonh_bs256-lr7.07e-3-75c2d3/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:231,,0,gs://marin-eu-west4/checkpoints/adam-lr7.07e-3-8B-decay-from-muonh_bs256-lr7.07e-3-75c2d3/**
gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb1.00e-2-adam1.00e-3-hbm2-amm1-bs128-32b-ed875b/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:56,,0,gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb1.00e-2-adam1.00e-3-hbm2-amm1-bs128-32b-ed875b/**
gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb1.00e-2-adam2.00e-3-hbm2-amm2-bs128-32b-921a35/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:57,,0,gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb1.00e-2-adam2.00e-3-hbm2-amm2-bs128-32b-921a35/**
gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb1.00e-2-adam4.00e-3-hbm2-amm4-bs128-32b-68cf00/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:58,,0,gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb1.00e-2-adam4.00e-3-hbm2-amm4-bs128-32b-68cf00/**
gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb1.00e-2-adam5.00e-4-hbm2-amm0.5-bs128-32b-d76c22/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:59,,0,gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb1.00e-2-adam5.00e-4-hbm2-amm0.5-bs128-32b-d76c22/**
gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb2.50e-3-adam1.00e-3-hbm0.5-amm1-bs128-32b-7bb0df/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:60,,0,gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb2.50e-3-adam1.00e-3-hbm0.5-amm1-bs128-32b-7bb0df/**
gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb2.50e-3-adam2.00e-3-hbm0.5-amm2-bs128-32b-cc0020/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:61,,0,gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb2.50e-3-adam2.00e-3-hbm0.5-amm2-bs128-32b-cc0020/**
gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb2.50e-3-adam4.00e-3-hbm0.5-amm4-bs128-32b-f49486/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:62,,0,gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb2.50e-3-adam4.00e-3-hbm0.5-amm4-bs128-32b-f49486/**
gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb2.50e-3-adam5.00e-4-hbm0.5-amm0.5-bs128-32b-115dbd/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:63,,0,gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb2.50e-3-adam5.00e-4-hbm0.5-amm0.5-bs128-32b-115dbd/**
gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb5.00e-3-adam1.00e-3-hbm1-amm1-bs128-32b-34b178/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:64,,0,gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb5.00e-3-adam1.00e-3-hbm1-amm1-bs128-32b-34b178/**
gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb5.00e-3-adam2.00e-3-hbm1-amm2-bs128-32b-e831c3/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:65,,0,gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb5.00e-3-adam2.00e-3-hbm1-amm2-bs128-32b-e831c3/**
gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb5.00e-3-adam4.00e-3-hbm1-amm4-bs128-32b-3d4026/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:66,,0,gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb5.00e-3-adam4.00e-3-hbm1-amm4-bs128-32b-3d4026/**
gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb5.00e-3-adam5.00e-4-hbm1-amm0.5-bs128-32b-292850/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:67,,0,gs://marin-eu-west4/checkpoints/adamh-bs128-2dlr-hb5.00e-3-adam5.00e-4-hbm1-amm0.5-bs128-32b-292850/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs128-32b-c73837/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:68,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs128-32b-c73837/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs128-64b-221a6c/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:69,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs128-64b-221a6c/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs128-96b-c6a25a/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:70,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs128-96b-c6a25a/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs256-128b-92df48/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:71,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs256-128b-92df48/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs256-32b-9221bd/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:72,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs256-32b-9221bd/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs256-64b-808fd7/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:73,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs256-64b-808fd7/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs256-96b-cf9014/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:74,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs256-96b-cf9014/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs512-128b-f6c84c/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:75,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs512-128b-f6c84c/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs512-32b-657ecc/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:76,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs512-32b-657ecc/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs512-64b-303757/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:77,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs512-64b-303757/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs512-96b-844222/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:78,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.00e-2-bs512-96b-844222/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.25e-3-bs128-128b-7625c0/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:79,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.25e-3-bs128-128b-7625c0/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.25e-3-bs128-32b-6c73e7/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:80,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.25e-3-bs128-32b-6c73e7/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.25e-3-bs128-64b-9b8e09/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:81,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.25e-3-bs128-64b-9b8e09/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.25e-3-bs128-96b-19aaad/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:82,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.25e-3-bs128-96b-19aaad/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.25e-3-bs256-128b-b5c7a7/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:83,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.25e-3-bs256-128b-b5c7a7/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.25e-3-bs64-128b-e18234/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:84,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.25e-3-bs64-128b-e18234/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.25e-3-bs64-32b-82e7bd/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:85,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.25e-3-bs64-32b-82e7bd/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.25e-3-bs64-64b-d00a08/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:86,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.25e-3-bs64-64b-d00a08/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.25e-3-bs64-96b-f60b2c/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:87,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed1.25e-3-bs64-96b-f60b2c/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.00e-2-bs256-32b-7ce7a4/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:88,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.00e-2-bs256-32b-7ce7a4/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.00e-2-bs256-64b-27bdb2/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:89,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.00e-2-bs256-64b-27bdb2/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.00e-2-bs256-96b-fbbba5/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:90,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.00e-2-bs256-96b-fbbba5/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.00e-2-bs512-128b-e6baf9/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:91,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.00e-2-bs512-128b-e6baf9/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.00e-2-bs512-32b-fee492/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:92,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.00e-2-bs512-32b-fee492/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.00e-2-bs512-64b-77c947/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:93,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.00e-2-bs512-64b-77c947/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.00e-2-bs512-96b-939bbb/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:94,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.00e-2-bs512-96b-939bbb/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs128-128b-e96d99/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:95,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs128-128b-e96d99/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs128-32b-7b86da/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:96,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs128-32b-7b86da/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs128-64b-875c15/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:97,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs128-64b-875c15/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs128-96b-05fc42/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:98,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs128-96b-05fc42/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs256-128b-ee7ff5/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:99,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs256-128b-ee7ff5/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs256-32b-348c30/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:100,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs256-32b-348c30/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs256-64b-f42d64/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:101,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs256-64b-f42d64/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs256-96b-3671d3/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:102,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs256-96b-3671d3/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs512-128b-5b55aa/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:103,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs512-128b-5b55aa/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs64-128b-8a0233/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:104,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs64-128b-8a0233/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs64-32b-fe468a/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:105,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs64-32b-fe468a/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs64-64b-64d6bd/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:106,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs64-64b-64d6bd/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs64-96b-790947/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:107,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed2.50e-3-bs64-96b-790947/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed3.13e-4-bs64-128b-000272/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:108,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed3.13e-4-bs64-128b-000272/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed4.00e-2-bs512-32b-2cf072/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:109,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed4.00e-2-bs512-32b-2cf072/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed4.00e-2-bs512-64b-e3d838/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:110,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed4.00e-2-bs512-64b-e3d838/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed4.00e-2-bs512-96b-a38b87/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:111,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed4.00e-2-bs512-96b-a38b87/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs128-128b-88425b/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:112,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs128-128b-88425b/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs128-32b-131d8e/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:113,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs128-32b-131d8e/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs128-64b-b2c2eb/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:114,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs128-64b-b2c2eb/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs128-96b-565d76/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:115,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs128-96b-565d76/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs256-128b-9405d2/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:116,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs256-128b-9405d2/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs256-32b-adc12b/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:117,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs256-32b-adc12b/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs256-64b-0bf6ac/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:118,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs256-64b-0bf6ac/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs256-96b-84a3ad/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:119,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs256-96b-84a3ad/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs512-128b-6d7649/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:120,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs512-128b-6d7649/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs512-32b-5c70fa/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:121,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs512-32b-5c70fa/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs512-64b-319581/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:122,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs512-64b-319581/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs512-96b-177162/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:123,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs512-96b-177162/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs64-32b-6d80ba/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:124,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs64-32b-6d80ba/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs64-64b-8b02a0/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:125,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs64-64b-8b02a0/**
gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs64-96b-3ce227/,marin-eu-west4,Kaiyue,Hyperball experiments,named.csv:126,,0,gs://marin-eu-west4/checkpoints/adamh-lr-fixed5.00e-3-bs64-96b-3ce227/**
