sts_prefix,bucket,owners,reasons,sources,artifact_kinds,priority_max,normalized_glob
gs://marin-us-east5/DL3DV/,marin-us-east5,Julian,DL3DV - popular camera-conditioned video dataset,named.csv:18,,0,gs://marin-us-east5/DL3DV/**
gs://marin-us-east5/analysis/,marin-us-east5,Rohith,Logprobs from SFT experiments,named.csv:1751,,0,gs://marin-us-east5/analysis/**
gs://marin-us-east5/dmlab/,marin-us-east5,Julian,Small DeepMind Lab video navigation dataset,named.csv:16,,0,gs://marin-us-east5/dmlab/**
gs://marin-us-east5/documents/math_reasoning_scaling/,marin-us-east5,Rohith,Evals for a bunch of models,named.csv:1750,,0,gs://marin-us-east5/documents/math_reasoning_scaling/**
gs://marin-us-east5/ego-dex/,marin-us-east5,Julian,EgoDex - widely used egocentric video dataset,named.csv:14,,0,gs://marin-us-east5/ego-dex/**
gs://marin-us-east5/pinlin_calvin_xu/,marin-us-east5,Calvin,"small artifacts dir (csvs produced by executor steps, etc.) | David Notes: a few kb",named.csv:4,,0,gs://marin-us-east5/pinlin_calvin_xu/**
gs://marin-us-east5/re10k_clips/,marin-us-east5,Julian,RealEstate10K - popular camera-conditioned video dataset,named.csv:17,,0,gs://marin-us-east5/re10k_clips/**
gs://marin-us-east5/webdatasets/,marin-us-east5,Julian,Egocentric video datasets converted to webdataset format | David Notes: 1 tb,named.csv:15,,0,gs://marin-us-east5/webdatasets/**
